,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,4,0,0,0,2,11,22,0,4,0,0,0,0,1,13,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,8,0,4,0,0,0,0,0,0,0,0,0,4,0,0,0,1,1,9,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,4,0,0,1,0,0,0,0,1,0,121,24,4,1,1,2,1,0,30,10,6,2,1,1,12,6,6,11,12,7,3,0,0,2,1,0,20,4,7,6,1,0,0,0,1,7,10,5,1,1,0,2,1,0,12,1,6,4,7,5,0,5,2,3,8,5,6,6,6,7,5,2,0,0,0,0,0,0,0,1,11,1,1,1,0,0,0,0,0,1,1,3,2,3,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,1,0,5,0,0,0,0,0,1,13,7,3,0,1,0,0,1,5,3,6,2,4,8,7,11,5,5,19,6,2,0,0,0,0,1,3,3,7,1,0,1,1,1,2,2,7,3,4,0,0,0,0,0,3,2,2,2,1,0,2,3,4,2,5,4,4,1,4,4,4,1,0,1,2,2,4,1,6,0,1,1,0,0,0,0,1,0,1,1,2,2,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,5,0,41,8,3,0,0,0,0,9,38,14,3,0,0,0,0,0,1,0,0,1,3,11,3,1,1,23,16,7,1,1,0,0,0,2,3,0,1,0,0,1,0,0,4,5,1,1,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,1,2,5,1,1,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,41,0,54,19,0,0,0,0,1,13,13,10,1,0,1,0,0,1,1,2,2,1,0,0,0,1,0,9,7,8,1,0,0,0,0,0,1,1,0,2,1,0,9,0,0,4,9,6,3,0,0,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,1,1,1,1,9,0,0,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,2,0,0,0,8,54,0,28,1,0,0,2,0,0,55,36,1,0,0,0,0,1,0,0,0,0,0,0,1,7,0,2,54,29,2,0,0,0,0,0,0,0,0,0,0,1,1,0,0,2,46,28,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,1,0,22,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,11,0,0,0,3,19,28,0,6,0,0,3,0,1,14,71,6,0,0,0,0,0,0,1,0,0,1,0,0,2,1,2,16,47,3,0,0,0,1,2,0,0,0,1,1,1,0,0,0,0,14,33,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,1,3,1,0,0,0,7,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,22,0,1,0,0,0,1,6,0,0,0,2,0,0,0,7,32,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,21,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
,0,4,0,121,1,0,0,0,0,0,0,0,9,1,1,0,0,1,0,145,14,0,0,0,1,4,3,1,3,7,4,1,1,0,0,1,0,59,9,4,0,0,0,0,1,0,1,29,4,3,1,0,0,0,0,28,8,6,4,2,3,0,2,6,3,3,4,4,3,3,5,2,0,0,0,0,0,0,0,0,1,15,3,1,0,0,0,0,0,0,2,1,3,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
