material_id,incar.ADDGRID,incar.ALGO,incar.EDIFF,incar.ENCUT,incar.IBRION,incar.ISMEAR,incar.LAECHG,incar.LASPH,incar.LORBIT,incar.LREAL,incar.LWAVE,incar.MAGMOM,incar.NSW,incar.PREC,incar.SIGMA,kpoints,potcar_spec,incar.SYSTEM,incar.NELMIN,incar.NPAR,incar.LDAU,incar.LDAUJ,incar.LDAUL,incar.LDAUPRINT,incar.LDAUTYPE,incar.LDAUU,incar.LMAXMIX,incar.EDIFFG,date,generation_style,formula,n_elements,n_sites,volume,bandgap_pbe,spacegroup
mp-1102830,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[6, 3, 2]]","[{'titel': 'PAW_PBE Zr_sv 07Sep2000', 'hash': '82a385450ff5e8ee48d715cb73e01170'}, {'titel': 'PAW_PBE Tl_d 06Sep2000', 'hash': '78590fbb9adc26deddfa2c1440ce2524'}, {'titel': 'PAW_PBE S 17Jan2003', 'hash': 'd368db6899d8839859bbee4811a42a88'}]",,,,,,,,,,,,2018-07-18,Gamma,ZrTl2S3,3,12,317.9469,1.1705,11
mp-14058,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.05,"[[4, 4, 3]]","[{'titel': 'PAW_PBE K_sv 06Sep2000', 'hash': '3e84f86d37f203a4fb01de36af57e430'}, {'titel': 'PAW_PBE Mg_pv 06Sep2000', 'hash': 'bbcf6f81cc34a3090d483ad641178746'}, {'titel': 'PAW_PBE P 17Jan2003', 'hash': '7dc3393307131ae67785a0cdacb61d5f'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",Rubyvaspy :: o mg p k,3.0,1.0,,,,,,,,,2011-06-08,Gamma,KMg(PO3)3,4,28,388.1861,4.9474,188
mp-1541522,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[5, 5, 3]]","[{'titel': 'PAW_PBE Bi 08Apr2002', 'hash': 'e29661c79d59abae3b3ba69eae24b1a5'}, {'titel': 'PAW_PBE P 17Jan2003', 'hash': '7dc3393307131ae67785a0cdacb61d5f'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,,,,,,,,,2020-05-09,Gamma,BiPO4,3,12,165.489,4.0348,63
mp-15748,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 5.0, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.05,"[[5, 3, 3]]","[{'titel': 'PAW_PBE Sr_sv 07Sep2000', 'hash': 'ca6a5429c120a0ab705824386a76fe5b'}, {'titel': 'PAW_PBE Cu_pv 06Sep2000', 'hash': '2d718b6be91068094207c9e861e11a89'}, {'titel': 'PAW_PBE Si 05Jan2001', 'hash': 'b2b0ea6feb62e7cde209616683b8f7f5'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",Rubyvaspy :: o si cu sr,3.0,1.0,,,,,,,,,2011-06-08,Monkhorst,Sr2CuSi2O7,4,24,344.236,0.1588,113
mp-30321,,Fast,0.0038,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 5.0, 5.0, 5.0]",200,Accurate,0.05,"[[4, 3, 3]]","[{'titel': 'PAW_PBE Y_sv 06Sep2000', 'hash': '4ed187e77cd54f198bb88020278b143d'}, {'titel': 'PAW_PBE P 17Jan2003', 'hash': '7dc3393307131ae67785a0cdacb61d5f'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",Rubyvaspy :: o p y,3.0,1.0,,,,,,,,,2013-09-30,Monkhorst,Y2P4O13,3,38,542.6754,5.6488,20
mp-39144,,Fast,0.001,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[4, 4, 3]]","[{'titel': 'PAW_PBE Sr_sv 07Sep2000', 'hash': 'ca6a5429c120a0ab705824386a76fe5b'}, {'titel': 'PAW_PBE Li_sv 23Jan2001', 'hash': '4799bab014a83a07c654d7196c8ecfa9'}, {'titel': 'PAW_PBE Pr_3 07Sep2000', 'hash': '02c8c7dc821fbf705b300fe466b8bea0'}, {'titel': 'PAW_PBE Te 08Apr2002', 'hash': '72719856e22fb1d3032df6f96d98a0f2'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,,,,,,,,,2014-02-15,Gamma,SrLiPrTeO6,5,10,128.5014,3.3139,8
mp-557209,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[1.789, 1.789, 0.008, 0.008, 0.01, 0.01, 0.06, 0.025, 0.025, 0.021, 0.029, 0.025, 0.06, 0.029, 0.021, 0.025]",99,Accurate,0.05,"[[4, 3, 3]]","[{'titel': 'PAW_PBE Ni_pv 06Sep2000', 'hash': '252a974c7f603c1f24e30fd36a0dba30'}, {'titel': 'PAW_PBE Bi 08Apr2002', 'hash': 'e29661c79d59abae3b3ba69eae24b1a5'}, {'titel': 'PAW_PBE As 06Sep2000', 'hash': '8005364db225a254e52cba350bedd032'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0, 0]","[2, 0, 0, 0]",1.0,2,"[6.2, 0, 0, 0]",6.0,,2013-06-18,Gamma,NiBiAsO5,4,32,436.3508,2.9286,2
mp-567279,,Fast,0.0003,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.2,"[[8, 8, 4]]","[{'titel': 'PAW_PBE Zn 06Sep2000', 'hash': 'e35ee27f8483a63bb68dbc236a343af3'}, {'titel': 'PAW_PBE Cl 17Jan2003', 'hash': '779b9901046c78fe51c5d80224642aeb'}]",,,1.0,False,,,,,,,,2013-10-16,Monkhorst,ZnCl2,2,6,164.7202,3.8828,137
mp-626068,,Fast,0.0008,520.0,2,-5,,True,11,Auto,False,"[-5.0, -5.0, 5.0, 5.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[5, 4, 4]]","[{'titel': 'PAW_PBE Mn_pv 07Sep2000', 'hash': 'fa52f891f234d49bb4cb5ea96aae8f98'}, {'titel': 'PAW_PBE H 15Jun2001', 'hash': 'bb43c666e3d36577264afe07669e9582'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0]","[2, 0, 0]",1.0,2,"[3.9, 0, 0]",4.0,-0.05,2013-06-16,Gamma,MnHO2,3,16,141.8335,0.5128,31
mp-691106,,Fast,0.0005,520.0,2,-5,,True,11,Auto,False,"[-5.0, 5.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[5, 4, 5]]","[{'titel': 'PAW_PBE Mn_pv 07Sep2000', 'hash': 'fa52f891f234d49bb4cb5ea96aae8f98'}, {'titel': 'PAW_PBE Sn_d 06Sep2000', 'hash': '849b0795e148f93113a06be8fd5f5001'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0]","[2, 0, 0]",1.0,2,"[3.9, 0, 0]",4.0,-0.05,2014-05-03,Gamma,MnSnO3,3,10,123.0427,0.3073,161
mp-700,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[6, 5, 2]]","[{'titel': 'PAW_PBE Ge_d 06Sep2000', 'hash': '648336e7599c2dd05b1ddacace0213eb'}, {'titel': 'PAW_PBE Se 06Sep2000', 'hash': '67a8804ede9f1112726e3d136978ef19'}]",,,,,,,,,,,,2011-05-13,Gamma,GeSe,2,8,196.5954,0.8969,62
mp-733610,,Fast,0.0018,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.2,"[[3, 3, 3]]","[{'titel': 'PAW_PBE H 15Jun2001', 'hash': 'bb43c666e3d36577264afe07669e9582'}, {'titel': 'PAW_PBE C 08Apr2002', 'hash': 'c0a8167dbb174fe492a3db7f5006c0f8'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,2.0,,,,,,,,,2014-01-15,Gamma,H7C3N3O5,4,36,344.6828,4.7568,15
mp-756591,,Fast,0.0011,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.2,"[[4, 4, 4]]","[{'titel': 'PAW_PBE Sm_3 07Sep2000', 'hash': 'e5e274e7cd99602ca81d146155abdf88'}, {'titel': 'PAW_PBE Nb_pv 08Apr2002', 'hash': '7bcee99a4dc3094be0f9fd7961c02966'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,2.0,,,,,,,,,2014-05-09,Monkhorst,Sm3NbO7,3,22,318.5713,2.5893,20
mp-761269,,Fast,0.0007,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[5, 5, 3]]","[{'titel': 'PAW_PBE Li_sv 23Jan2001', 'hash': '4799bab014a83a07c654d7196c8ecfa9'}, {'titel': 'PAW_PBE Ag 06Sep2000', 'hash': 'e8ffa02fe3f3a51338ac1ac91ae968b9'}, {'titel': 'PAW_PBE F 08Apr2002', 'hash': '180141c33d032bfbfff30b3bea9d23dd'}]",,,,,,,,,,,,2014-05-07,Gamma,Li2AgF4,3,14,166.998,0.3613,15
mp-7899,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[6, 4, 2]]","[{'titel': 'PAW_PBE Ba_sv 06Sep2000', 'hash': 'c0477913afb63dfae3439f3534fbf0ed'}, {'titel': 'PAW_PBE Cd 06Sep2000', 'hash': '0506b2d0ac28d5fe2b5ced77a701aa86'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,,,,,,,,,2011-06-04,Gamma,BaCdO2,3,16,283.8261,0.9754,62
mp-8291,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 0.6]",200,Accurate,0.05,"[[5, 5, 5]]","[{'titel': 'PAW_PBE Ba_sv 06Sep2000', 'hash': 'c0477913afb63dfae3439f3534fbf0ed'}, {'titel': 'PAW_PBE Ti_pv 07Sep2000', 'hash': '70bc3ea8bf68f10e7e1e4721bb91972a'}, {'titel': 'PAW_PBE F 08Apr2002', 'hash': '180141c33d032bfbfff30b3bea9d23dd'}]",Rubyvaspy :: f ti ba,3.0,1.0,,,,,,,,,2011-05-28,Monkhorst,BaTiF6,3,8,120.545,4.3416,166
mp-1029267,,Fast,0.0006,520.0,2,-5,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[7, 7, 1]]","[{'titel': 'PAW_PBE Ca_sv 06Sep2000', 'hash': 'eb006721e214c04b3c13146e81b3a27d'}, {'titel': 'PAW_PBE Zr_sv 07Sep2000', 'hash': '82a385450ff5e8ee48d715cb73e01170'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}]",,,,,,,,,,,,2017-05-19,Gamma,CaZrN2,3,4,54.1235,0.4205,166
mp-1087549,,Fast,0.0041,520.0,2,0,,,11,Auto,False,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[3, 1, 1]]","[{'titel': 'PAW_PBE Cs_sv 08Apr2002', 'hash': '096b53a7d80cc0086976bcda50d536e5'}, {'titel': 'PAW_PBE W_pv 06Sep2000', 'hash': '2a33e0d5c700640535f60ac0a12177ab'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}]",,,,,,,,,,,,2017-06-13,Gamma,Cs15W7N19,3,82,2055.4626,1.5345,2
mp-1181768,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[-0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0, -0.0]",99,Accurate,0.05,"[[2, 3, 2]]","[{'titel': 'PAW_PBE Cs_sv 08Apr2002', 'hash': '096b53a7d80cc0086976bcda50d536e5'}, {'titel': 'PAW_PBE Zn 06Sep2000', 'hash': 'e35ee27f8483a63bb68dbc236a343af3'}, {'titel': 'PAW_PBE H 15Jun2001', 'hash': 'bb43c666e3d36577264afe07669e9582'}]",,,,,,,,,,,,2019-01-11,Gamma,Cs2ZnH4,3,28,617.5921,3.8942,62
mp-1207082,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0]",99,Accurate,0.05,"[[5, 5, 5]]","[{'titel': 'PAW_PBE Li_sv 23Jan2001', 'hash': '4799bab014a83a07c654d7196c8ecfa9'}, {'titel': 'PAW_PBE Mg_pv 06Sep2000', 'hash': 'bbcf6f81cc34a3090d483ad641178746'}, {'titel': 'PAW_PBE Sb 06Sep2000', 'hash': 'd82c022b02fc5344e85bd1909f9ee3e7'}]",,,,,,,,,,,,2019-01-12,Gamma,LiMgSb,3,3,74.1882,1.4438,216
mp-1216330,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[-0.978, -0.978, 4.362, 4.342, -0.005, 0.0, 0.091, 0.095, 0.098, 0.091, 0.095, 0.098, 0.09, 0.096, 0.096, 0.09, 0.096, 0.096]",99,Accurate,0.05,"[[5, 5, 2]]","[{'titel': 'PAW_PBE V_pv 07Sep2000', 'hash': '7f1297a2e1d963e2a4d81b61f85e4ded'}, {'titel': 'PAW_PBE Fe_pv 06Sep2000', 'hash': '5963411539032ec3298fa675a32c5e64'}, {'titel': 'PAW_PBE Sb 06Sep2000', 'hash': 'd82c022b02fc5344e85bd1909f9ee3e7'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0, 0]","[2, 2, 0, 0]",1.0,2,"[3.25, 5.3, 0, 0]",4.0,,2019-01-12,Gamma,VFeSbO6,4,18,199.25,1.5438,102
mp-13660,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.05,"[[7, 7, 4]]","[{'titel': 'PAW_PBE Ca_sv 06Sep2000', 'hash': 'eb006721e214c04b3c13146e81b3a27d'}, {'titel': 'PAW_PBE Sb 06Sep2000', 'hash': 'd82c022b02fc5344e85bd1909f9ee3e7'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",Rubyvaspy :: o ca sb,3.0,1.0,,,,,,,,,2011-05-28,Monkhorst,Ca4Sb2O,3,7,181.8183,0.9289,139
mp-137,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.05,"[[5, 5, 4]]","[{'titel': 'PAW_PBE Ge_d 06Sep2000', 'hash': '648336e7599c2dd05b1ddacace0213eb'}]",Rubyvaspy :: ge,3.0,1.0,,,,,,,,,2011-05-17,Monkhorst,Ge,1,12,258.0888,0.8732,96
mp-14827,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0, 5.0]",200,Accurate,0.05,"[[3, 3, 3]]","[{'titel': 'PAW_PBE Li_sv 10Sep2004', 'hash': '8245d7383d7556214082aa40a887cd96'}, {'titel': 'PAW_PBE Nb_pv 08Apr2002', 'hash': '7bcee99a4dc3094be0f9fd7961c02966'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}]",Rubyvaspy :: li n nb,3.0,1.0,,,,,,,,,2011-08-12,Monkhorst,Li7NbN4,3,96,958.4867,3.3329,205
mp-17400,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 5.0, 5.0, 5.0, 5.0]",200,Accurate,0.05,"[[5, 5, 2]]","[{'titel': 'PAW_PBE Ba_sv 06Sep2000', 'hash': 'c0477913afb63dfae3439f3534fbf0ed'}, {'titel': 'PAW_PBE Ta_pv 07Sep2000', 'hash': '1402ea7b7aff282d1bd8d844208ab299'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}]",Rubyvaspy :: n ba ta,3.0,1.0,,,,,,,,,2013-11-24,Monkhorst,Ba2TaN3,3,24,501.1799,2.1198,15
mp-18914,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[4, 3, 3]]","[{'titel': 'PAW_PBE K_sv 06Sep2000', 'hash': '3e84f86d37f203a4fb01de36af57e430'}, {'titel': 'PAW_PBE Mo_pv 08Apr2002', 'hash': '84e18fd84a98e3d7fa8f055952410df0'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0]","[0, 2, 0]",1.0,2,"[0, 4.38, 0]",4.0,,2013-06-25,Gamma,K2MoO4,3,14,269.9685,4.3678,12
mp-22186,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[3, 3, 3]]","[{'titel': 'PAW_PBE In_d 06Sep2000', 'hash': 'b87558aef4b20a3c4a008ff3e8775108'}, {'titel': 'PAW_PBE Ge_d 06Sep2000', 'hash': '648336e7599c2dd05b1ddacace0213eb'}, {'titel': 'PAW_PBE Pt 05Jan2001', 'hash': 'a604ea3c6a9cc23c739b762f625cf449'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,,,,,,,,,2013-10-03,Gamma,In6Ge2PtO9,4,18,268.4998,1.7236,225
mp-22949,,Fast,0.0005,520.0,2,-5,,True,11,Auto,False,"[-5.0, 5.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.05,"[[4, 4, 4]]","[{'titel': 'PAW_PBE Fe_pv 06Sep2000', 'hash': '5963411539032ec3298fa675a32c5e64'}, {'titel': 'PAW_PBE Bi 08Apr2002', 'hash': 'e29661c79d59abae3b3ba69eae24b1a5'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,True,"[0, 0, 0]","[2, 0, 0]",1.0,2,"[5.3, 0, 0]",6.0,-0.05,2013-09-21,Monkhorst,FeBiO3,3,10,133.65,1.8606,160
mp-23672,,Fast,,520.0,2,-5,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.05,"[[4, 4, 4]]","[{'titel': 'PAW_PBE P 17Jan2003', 'hash': '7dc3393307131ae67785a0cdacb61d5f'}, {'titel': 'PAW_PBE H 15Jun2001', 'hash': 'bb43c666e3d36577264afe07669e9582'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",Rubyvaspy :: h n o p,3.0,1.0,,,,,,,,,2014-02-19,Monkhorst,PH6NO4,4,24,216.8819,5.7911,122
mp-30040,,Fast,0.0008,520.0,2,1,,,,Auto,True,"[5.0, 5.0, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",200,Accurate,0.2,"[[7, 7, 3]]","[{'titel': 'PAW_PBE Ba_sv 06Sep2000', 'hash': 'c0477913afb63dfae3439f3534fbf0ed'}, {'titel': 'PAW_PBE Cd 06Sep2000', 'hash': '0506b2d0ac28d5fe2b5ced77a701aa86'}, {'titel': 'PAW_PBE Sb 06Sep2000', 'hash': 'd82c022b02fc5344e85bd1909f9ee3e7'}]",Rubyvaspy :: cd sb ba,3.0,1.0,,,,,,,,,2014-02-19,Monkhorst,BaCdSb2,3,8,264.1493,0.0062,139
mp-33508,,Fast,0.0012,520.0,2,1,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.2,"[[2, 4, 4]]","[{'titel': 'PAW_PBE Ta_pv 07Sep2000', 'hash': '1402ea7b7aff282d1bd8d844208ab299'}, {'titel': 'PAW_PBE Ga_d 06Sep2000', 'hash': '1383ef2b7b4ce0e17391c6cdbd53f51b'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,3.0,1.0,,,,,,,,,2014-02-19,Monkhorst,TaGaO4,3,24,264.6394,3.1553,33
mp-34381,,Fast,0.0003,520.0,2,1,,,,Auto,True,"[0.6, 0.6, 0.6, 0.6, 0.6, 0.6]",99,Accurate,0.2,"[[6, 6, 6]]","[{'titel': 'PAW_PBE H 15Jun2001', 'hash': 'bb43c666e3d36577264afe07669e9582'}, {'titel': 'PAW_PBE I 08Apr2002', 'hash': 'f4ff16a495dd361ff5824ee61b418bb0'}, {'titel': 'PAW_PBE N 08Apr2002', 'hash': 'b98fd027ddebc67da4063ff2cabbc04b'}]",,3.0,1.0,,,,,,,,,2014-02-28,Monkhorst,H4IN,3,6,97.5547,4.0129,44
mp-3532,,Fast,0.0,520.0,2,-5,,,,Auto,True,"[5.0, 0.6, 0.6, 5.0]",200,Accurate,0.05,"[[7, 7, 7]]","[{'titel': 'PAW_PBE Cr_pv 07Sep2000', 'hash': 'eb23364cc25164418f9f79efd8f04f7d'}, {'titel': 'PAW_PBE Ag 06Sep2000', 'hash': 'e8ffa02fe3f3a51338ac1ac91ae968b9'}, {'titel': 'PAW_PBE Se 06Sep2000', 'hash': '67a8804ede9f1112726e3d136978ef19'}]",Rubyvaspy :: cr se ag,3.0,1.0,,,,,,,,,2011-05-12,Monkhorst,CrAgSe2,3,4,86.3301,0.2354,160
mp-4117,True,Fast,0.0,700.0,2,-5,False,True,11,False,False,"[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0]",99,Accurate,0.05,"[[5, 4, 3]]","[{'titel': 'PAW_PBE Li_sv 23Jan2001', 'hash': '4799bab014a83a07c654d7196c8ecfa9'}, {'titel': 'PAW_PBE Si 05Jan2001', 'hash': 'b2b0ea6feb62e7cde209616683b8f7f5'}, {'titel': 'PAW_PBE O 08Apr2002', 'hash': '7a25bc5b9a5393f46600a4939d357982'}]",,,,,,,,,,,,2011-05-14,Gamma,Li2Si2O5,3,18,210.9824,5.352,37
