material_id,formula,e_form_pred_n0,e_form_ale_n0
scn-533,Na2Ca13Ti6,0.2971,0.0223
scn-534,Ca4Mg9Ta2,0.1978,0.0195
scn-535,KBa6NaNb2,0.5634,0.0278
scn-536,LiTaBrO5,-1.6599,0.0754
scn-537,Na2Al7W2,0.0926,0.0253
scn-538,Sr2Si2SeO7,-2.9593,0.0985
scn-539,BaNb2In2O11,-2.4419,0.0396
scn-540,TaCd(PbO3)2,-2.0844,0.0543
scn-541,Sr(Mg8Nb3)2,0.2396,0.0321
scn-542,NaScTiMn4,0.4078,0.1349
scn-543,TlInF5,-2.6062,0.026
scn-544,TaPdNO2,-1.5124,0.1163
scn-545,Ca2Ti,0.4143,0.0277
scn-546,Na2Al8Ni,-0.1648,0.0332
scn-547,K2CaTa2Zn7,0.2189,0.0192
scn-548,Nb3Al13Sb3,0.108,0.0335
scn-549,Mg4AlTl,-0.0204,0.0144
scn-550,LiAl(IF3)2,-2.4635,0.0548
scn-551,Ta2P3O8,-2.2928,0.2239
scn-552,KAs5Pb2,-0.0628,0.1363
scn-553,Ba3Mg15ZrNb4,0.2119,0.0198
scn-554,Zr5(ReO3)4,-2.2362,0.0515
scn-555,Na2Ti,0.5362,0.0339
scn-556,Cs2LiAl6In,0.1447,0.0321
scn-557,Mg5TaNb,0.2782,0.0366
scn-558,CsPbW3,0.9674,0.0728
scn-559,Sr8Li2MgTi3,0.2262,0.0191
scn-560,Ba3TiFeWO9,-2.9165,0.022
scn-561,Ta2Cr5Cl2O9,-2.4437,0.0462
scn-562,Al3CBr,-0.1863,0.0433
scn-563,KCa2Y10Nb3,0.2204,0.0367
scn-564,KTe4AsO13,-1.4961,0.0847
scn-565,PoSeO4,-2.1992,0.0354
scn-566,SrCa2GaO6,-2.3527,0.0533
scn-567,CaMg3Tl,-0.1536,0.0103
scn-568,CaTa2Ir2O7,-2.414,0.0364
scn-569,KNbAt3,0.1715,0.0284
scn-570,RePbO3,-1.6149,0.0804
scn-571,AlBiO,-1.1617,0.0959
scn-572,KNb3Al8,-0.177,0.0157
scn-573,NbAlTl2F6,-2.2457,0.3851
scn-574,Mg6Ta2Zn,0.2405,0.107
scn-575,LiNbAl3,-0.2607,0.1003
scn-576,Ba2TiAl4,-0.1377,0.0152
scn-577,CaMg3Ti,0.1732,0.0163
scn-578,GaPb2AuO6,-1.1673,0.0559
scn-579,Fr4Tl5Br,-0.1183,0.0146
scn-580,FrBa2TaO6,-3.345,0.0635
scn-581,CaMgSc4,0.0789,0.0136
scn-582,Mg2TlAs,-0.3445,0.015
scn-583,Ti7Mo5O19,-2.6561,0.04
scn-584,Mg2NbF,-1.017,0.093
scn-585,FrO2,-2.6141,0.0615
scn-586,Y4TlGa,-0.4165,0.0092
scn-587,Y3Mg7Ta,0.0807,0.0116
scn-588,BaMg12MnNb4,0.3031,0.0267
scn-589,SrMg7TiGe2,-0.0801,0.0146
scn-590,Fr2SeO2,-2.6414,0.0366
scn-591,Li2Ta2CrO7,-2.7988,0.0383
scn-592,Li2Nb5(WO5)3,-2.408,0.0378
scn-593,Ba2Mg16Zr7,0.0675,0.0212
scn-594,Li2Mg13Ti6,0.1215,0.0175
scn-595,Ba(Ge3O8)2,-1.601,0.1019
scn-596,Ca2TlAs,-0.8333,0.0151
scn-597,In2Bi2Se,-0.0349,0.0293
scn-598,FrTlF3,-3.1024,0.0431
scn-599,Mg6ScSbPb2,-0.1097,0.0175
scn-600,KNa(NbTl3)2,0.2387,0.0185
scn-601,MgSI,-0.9751,0.0293
scn-602,Mg6Nb2Ni,0.1448,0.0285
scn-603,YTa7Pb19,0.1792,0.1798
scn-604,ScNbRe2O7,-2.2896,0.0518
scn-605,Tl2GeSe6,-0.0588,0.0218
scn-606,NaTa11,0.5331,0.1345
scn-607,TiZnMo3WO9,-2.0692,0.0351
scn-608,Ta2Nb3O8,-2.7664,0.048
scn-609,Ti2P2O5,-2.4837,0.0459
scn-610,MoO,-0.3018,0.1593
scn-611,Sc2Sn7Ge2,-0.1559,0.0241
scn-612,SrCa(NbPo3)4,-0.4715,0.0537
scn-613,Ba2TaIO6,-2.6106,0.0535
scn-614,Li3Mg4Ta,0.182,0.021
scn-615,Mg4BiP,-0.2088,0.0271
scn-616,Ca3GaPb,-0.452,0.0089
scn-617,Mg4PbW,0.3259,0.0259
scn-618,Sr(Sc3Ta)2,0.1471,0.0187
scn-619,Li2Ta2WO7,-2.6733,0.0382
scn-620,Mg13Nb4Pb3,0.1377,0.0365
scn-621,ScTa7O19,-3.4104,0.0337
scn-622,Fr5Ta2,0.0984,0.0296
scn-623,SrCa3Hf,0.3085,0.0206
scn-624,NbCr2BiO6,-2.1561,0.0398
scn-625,Ta3AsO9,-2.9161,0.0387
scn-626,LiMg14Nb3Bi4,0.0602,0.0257
scn-627,Mg7BiPb2,-0.1109,0.0123
scn-628,CsRu3Pb,1.4612,0.0598
scn-629,NaCaMg6TaTi,0.3083,0.0217
scn-630,Ca(PbO2)3,-1.5332,0.2493
scn-631,FrNbO4,-3.1829,0.0431
scn-632,Ca7Ti3Pb,0.1727,0.0231
scn-633,Zn7Pb4I,0.0443,0.0136
scn-634,Sr2TaSeO6,-2.7417,0.0358
scn-635,Y2TaCrO6,-2.9638,0.0388
scn-636,Li2Ta2CuO7,-2.6639,0.0256
scn-637,NaCuO3,-0.8963,0.0799
scn-638,Na6LiNbW,0.7062,0.0328
scn-639,Ca(CoO3)2,-1.3397,0.0771
scn-640,Mg4PPb3F3,-1.423,0.1246
scn-641,Ba2SrMg27(TaBi)6,0.0747,0.0203
scn-642,Sr3Li6Mg11Ta2,0.1922,0.017
scn-643,Sr2Mg16Zr7,0.0456,0.0221
scn-644,Sr5Mg15Nb4,0.2477,0.033
scn-645,Mn5MoPb2,0.3849,0.0287
scn-646,Fr2O5,-2.0458,0.0809
scn-647,Sr3Ca7Zr2,0.2187,0.0142
scn-648,Mg4TiPb,0.0672,0.0159
scn-649,Sr6CoPb2W,0.2431,0.0195
scn-650,Sr4Hf3Nb2O15,-3.5355,0.0315
scn-651,Mg4Tl2Mo,0.1786,0.0444
scn-652,SrIn4Sn,-0.1754,0.0123
scn-653,Ba5Mg15Ta4,0.326,0.0303
scn-654,BaNa2P2O7,-2.57,0.0895
scn-655,Nb3GaO8,-2.7582,0.0364
scn-656,Mg9(TaTe)2,0.0675,0.0516
scn-657,BiSbSCl2,-0.9871,0.0231
scn-658,Sr4Mg10Ti3,0.1584,0.0169
scn-659,MgInSi2O7,-2.8062,0.0804
scn-660,TaAl8TlV2,-0.1193,0.0292
scn-661,TiAl16(Bi3P)2,0.106,0.0247
scn-662,ZrFe2O3,-1.7889,0.0845
scn-663,Li2Nb2CrO7,-2.6647,0.0342
scn-664,Ta2V4O9,-2.7051,0.0427
scn-665,ScNbCr2O7,-2.8631,0.0484
scn-666,Mg18Ta6TiTl2,0.2436,0.0353
scn-667,NaMg6NbW,0.3749,0.0433
scn-668,BaLiAl3,-0.009,0.0242
scn-669,Li4Mg24Ti11,0.0733,0.0206
scn-670,Li2Ta2AsO7,-2.5091,0.0396
scn-671,BaMg11Ta4,0.3506,0.0268
scn-672,Ca2TaSO6,-2.8402,0.039
scn-673,Sr5Mg15Ta4,0.276,0.0324
scn-674,Mg4TaSb,0.0685,0.0343
scn-675,TiAl10V2Cr,-0.1623,0.0249
scn-676,Sr9Nb2Bi2Pb,-0.0612,0.0169
scn-677,TaBiO3,-2.5232,0.0415
scn-678,BaCa3Zr,0.2586,0.0183
scn-679,SrSbF3,-3.1739,0.0685
scn-680,LiMg3Ta,0.3101,0.0407
scn-681,Cs2Zr(PdO4)3,-1.1799,0.1533
scn-682,Ca4Hf,0.2937,0.0217
scn-683,CaAuBr3,-1.2158,0.0137
scn-684,SnGe2F6,-2.1069,0.0463
scn-685,Ta2Mo2N11,-0.1822,0.0639
scn-686,Na2SrCa7Ta2,0.5315,0.0276
scn-687,NaSrTaO2,-2.0034,0.0525
scn-688,HfVO3,-2.1337,0.095
scn-689,CaMg7TiGe2,-0.0648,0.0144
scn-690,Sr2Mg6TaGa,0.1302,0.0152
scn-691,Rb2Mg3Zr,0.4998,0.0738
scn-692,ScTe3F6,-2.281,0.0445
scn-693,Al5Pb3Br,0.1572,0.0289
scn-694,Ca2Ti2V10SiGe,0.0493,0.0281
scn-695,NaGaO3,-1.386,0.3376
scn-696,Na2CaMg7Ta2,0.4141,0.0278
scn-697,Na2ZrInF8,-3.2685,0.0304
scn-698,Sr2Ta2Nb7,0.3325,0.038
scn-699,TiTl2(IrO3)6,-1.4844,0.0398
scn-700,Sr5CaTaAl,0.3151,0.0218
scn-701,CsMg3Nb,0.5272,0.0336
scn-702,SrTa4Ga11,-0.126,0.016
scn-703,Ba2Na(Mg3Nb)5,0.2584,0.0209
scn-704,Na3NbIr4,0.1769,0.0263
scn-705,BaMgSc4,0.1417,0.0137
scn-706,NaYTi2(SiMo5)2,-0.1955,0.053
scn-707,LiPNO4,-1.3222,0.3037
scn-708,NbWSO6,-2.2708,0.0565
scn-709,Zr(Al4Pb)2,0.0563,0.0206
scn-710,Mg19Ta7Bi,0.1857,0.0629
scn-711,NaTi4Bi2PO12,-2.6424,0.0438
scn-712,KMg12Nb4In,0.2329,0.0227
scn-713,BaTi4Al9,-0.3093,0.0107
scn-714,Mg5VMo,0.3277,0.0264
scn-715,KBi(AtO3)2,-2.1449,0.0222
scn-716,Y4GaSn3O14,-3.0334,0.0266
scn-717,NaMg3Cl,-0.5389,0.0283
scn-718,InCu2Cl5,-1.0573,0.0293
scn-719,Cs2Rb3F5,-2.7138,0.0339
scn-720,Sr2Li2Nb4Al13,-0.176,0.0196
scn-721,Ca5Mg4O15,-2.1072,0.0839
scn-722,Al5Pb2W,0.2027,0.0464
scn-723,Ta5Ag2MoO15,-2.7607,0.0251
scn-724,Mg8Ta3Ag,0.3211,0.0297
scn-725,LiTcF3,-2.0003,0.0537
scn-726,Sr16Cd4MoW3,0.4344,0.0314
scn-727,Mg6Nb2Cd,0.2117,0.0469
scn-728,Mg9TiNbBi3,0.0697,0.0356
scn-729,Hf2Bi2Te7,-0.4619,0.0492
scn-730,Mg8Bi2Pb,-0.1373,0.0141
scn-731,Mg6ZnPb2,-0.0325,0.0172
scn-732,TaPdO3,-2.2685,0.0421
scn-733,NbS3O10,-1.6092,0.0905
scn-734,Mg18Nb4AgBi5,0.0334,0.0217
scn-735,K4Mg12Ta3Nb,0.4515,0.0284
scn-736,Na2Ta2Ti3O10,-2.878,0.0415
scn-737,Mg2In3Bi3O14,-1.8011,0.0714
scn-738,Sr4SnW,0.1474,0.0214
scn-739,Mn7BiO19,-1.631,0.0799
scn-740,Ti3(GeO3)4,-2.6149,0.0412
scn-741,KMg5TiNb,0.3329,0.0215
scn-742,Mg3Ta4(O6F)2,-3.3885,0.0405
scn-743,CsSr6NbW,0.4871,0.0267
scn-744,Cr4PbW,0.4631,0.0308
scn-745,TaMo3O7,-2.3295,0.0369
scn-746,Sr2Ca(TiGa3)3,-0.3432,0.0204
scn-747,CaSc7(TaH)2,-0.0904,0.0216
scn-748,Ca2TaCuO6,-2.7046,0.039
scn-749,MgAl2ZnO6,-2.6581,0.0372
scn-750,Ba4Na2Ca2O11,-1.9306,0.0674
scn-751,Na2ZrTiO6,-2.5515,0.1486
scn-752,GeCNO,-0.1139,0.0511
scn-753,Ca3Mg7Zr2,0.0447,0.0196
scn-754,AlSbBr,-0.3268,0.038
scn-755,Mg19Ti3(NbPb3)2,0.2332,0.0791
scn-756,Na2SnPo4Pb,-0.2595,0.0159
scn-757,Nb4AlTl,-0.0904,0.0188
scn-758,Mg4NbBi,0.0925,0.0231
scn-759,C(SeO)4,0.1145,0.1842
scn-760,BaIO3,-1.6171,0.4388
scn-761,HfTi(Al3Pb)2,0.1477,0.0316
scn-762,SrMg9(TaBi)2,0.0536,0.0208
scn-763,Ti3(Al3Bi)4,0.0489,0.0277
scn-764,FrBiO3,-2.4036,0.0268
scn-765,V4CO4,-1.3763,0.1468
scn-766,Ba3(Mg5Ta)2,0.2808,0.0255
scn-767,NbReHO5,-2.2074,0.0725
scn-768,BaCa2Ta2O7,-3.197,0.0353
scn-769,Ti2FeBiO6,-2.6219,0.0316
scn-770,Na3Sc4Ta,0.5706,0.2597
scn-771,AlSnCl,-0.5467,0.0403
scn-772,NaMg3Nb,0.4117,0.0328
scn-773,SrMg7(TaH)2,0.1118,0.0213
scn-774,Ba3SrMg9Ta2,0.2958,0.0232
scn-775,Sr2TaInAs6,-0.5778,0.0184
scn-776,Al4TlBi,0.2182,0.0224
scn-777,Ca3N4(O6F)2,-1.6013,0.1404
scn-778,Sc3TaH,-0.2189,0.0201
scn-779,Ba9TiNbBi3,-0.1918,0.0218
scn-780,KRb2TiAl5O,-0.1214,0.0417
scn-781,Ba(Mg3Nb)2,0.2469,0.0169
scn-782,Ca2Mg18Ti5Bi4,-0.038,0.0157
scn-783,AlInPb4,0.1314,0.015
scn-784,CaY2Ta2O9,-3.6886,0.0291
scn-785,Ca2WO4,-2.7646,0.0349
scn-786,CaNb2V2O7,-2.6479,0.0463
scn-787,NaMg3Nb,0.3439,0.0261
scn-788,AlClF3,-2.7492,0.0602
scn-789,Ca2Nb2Sn7,-0.2259,0.0295
scn-790,Sr3(Mg5Ta)2,0.2546,0.0394
scn-791,K2Ti2O7,-2.2237,0.1209
scn-792,YMg8V2Bi,0.1977,0.0244
scn-793,CaMg8ZrV2,0.291,0.0215
scn-794,Mg6Nb2Pb,0.1162,0.0274
scn-795,Sc20Ti7Sn3,-0.0717,0.0219
scn-796,Sc3TaAg,-0.0063,0.0165
scn-797,Sr3Zr2(AuO6)2,-2.3239,0.0535
scn-798,SeNO2,-0.1225,0.2368
scn-799,SrMg3Zr,0.1158,0.0121
scn-800,NaCa3Ta,0.4905,0.0271
scn-801,Rb2Mg12TiW3,0.5757,0.0408
scn-802,Sc9Nb2Bi2Pb,-0.2977,0.0154
scn-803,TaPWO6,-2.2905,0.0581
scn-804,Ba2Mg4Zr,0.0995,0.0135
scn-805,Sr2TaCd6In,-0.0017,0.0126
scn-806,Mg3PbS,-0.4715,0.0249
scn-807,Tl9CuTe6,-0.2522,0.015
scn-808,LiMg3Nb,0.204,0.0331
scn-809,KMg6TaW,0.4713,0.031
scn-810,K3Rb2F5,-2.8207,0.0361
scn-811,LiMg3Nb,0.2157,0.0191
scn-812,Mg7(Tl2V)2,0.1847,0.0352
scn-813,TaGaBiO5,-2.4805,0.0335
scn-814,MgTa2Au2O7,-2.3207,0.1291
scn-815,RbTiBrO5,-1.5905,0.1188
scn-816,K2NaGaOF5,-2.6614,0.0579
scn-817,CaScBr,-0.5592,0.0328
scn-818,NaTl2WF6,-2.3876,0.0338
scn-819,Ba4Sr(IrO3)5,-1.9607,0.0351
scn-820,Ba3Mg9Ta2Cd,0.2505,0.0212
scn-821,Ca2Hf3O8,-3.8273,0.0514
scn-822,Rb2TiNOF5,-2.5386,0.052
scn-823,TaNb2BiO6,-2.2789,0.0504
scn-824,Sr2Ca6TaBi,0.0596,0.017
scn-825,MgPbBr,-0.6533,0.0168
scn-826,BaNa3Zr,0.5428,0.0257
scn-827,BaMg3Zr,0.1796,0.0139
scn-828,ZrTi4(SbO3)5,-2.5389,0.0422
scn-829,K2NbGa5O,-0.4715,0.0219
scn-830,Ca6TaBi,-0.0198,0.0214
scn-831,Ta3Al14Zn2Bi3,0.1107,0.0179
scn-832,RbMg6NbW,0.4074,0.0275
scn-833,TiNb3OF5,-2.4849,0.0672
scn-834,KMg5TaTi,0.3781,0.0202
scn-835,CsSc3Sn,0.0766,0.0196
scn-836,Zr2Ti(PbCl3)3,-1.6588,0.0333
scn-837,Nb2Zn(IO3)3,-1.6682,0.0635
scn-838,SrBi2Cl2O9,-1.0529,0.2566
scn-839,Ba7Mg21(TiNb2)2,0.2133,0.0233
scn-840,Na4Cu7O16,-0.9184,0.0494
scn-841,Zr2Pb2O7,-2.6645,0.0805
scn-842,K3SrNb2O9,-2.5814,0.0347
scn-843,CsTaCuO6,-1.8648,0.0555
scn-844,Mg7(TaMn)2,0.194,0.073
scn-845,SrMg9(NbBi)2,0.0022,0.0195
scn-846,BaTa2Cu2O9,-2.3168,0.0634
scn-847,LiNb3(SO3)4,-1.6241,0.5103
scn-848,Na8Ta7GaO24,-2.9132,0.027
scn-849,K5(NaTi)2,0.5827,0.0298
scn-850,RbNb(PoO3)3,-2.9131,0.0573
scn-851,Y2Mg7Zr2,0.0506,0.0324
scn-852,Ba8Li4Ti3,0.3662,0.0306
scn-853,HfSnAs4,-0.1692,0.0293
scn-854,Ba4LiMg3O12,-2.1328,0.0693
scn-855,Nb3In2WO9,-1.6736,0.3562
scn-856,Mg3TiPb,0.0607,0.0197
scn-857,Na2Ca7MgV,0.0989,0.0175
scn-858,Mg7(NbCd)2,0.0589,0.0361
scn-859,BaNa3Zr,0.5428,0.0257
scn-860,KNb4Au5O18,-1.724,0.0521
scn-861,IF,-1.1865,0.0511
scn-862,Ca6Ta2BiF,-0.3381,0.0389
scn-863,AlZnP2F7,-2.4207,0.0513
scn-864,Zr2Tc2O7,-2.6949,0.1012
scn-865,Cs2RbYMg6,0.2713,0.0213
scn-866,NaNbAl3,-0.0908,0.0224
scn-867,SrTa2Bi2Pd9,-0.3711,0.0164
scn-868,CsMg3Ta,0.6119,0.0446
scn-869,CsLiWO6,-1.5439,0.0575
scn-870,Cs2TiAsOF5,-2.9088,0.0302
scn-871,Na2MgAl7Fe,-0.0757,0.0543
scn-872,Mg6Pb3S,-0.2424,0.0165
scn-873,Ca2Mg7CoSi2,-0.1505,0.0212
scn-874,YPbF4,-3.5535,0.0339
scn-875,RbSrCd3,-0.0186,0.0135
scn-876,KRb2HfMg5O,-0.1507,0.0374
scn-877,CaNbWO6,-2.8577,0.0287
scn-878,Ta4SeO11,-3.0718,0.0444
scn-879,Li7AlNiF7,-2.2926,0.0633
scn-880,Mg4TaBi,0.1263,0.0309
scn-881,K2RbMg6Sc,0.242,0.0197
scn-882,Ca2Ta2Mn7,0.5004,0.0847
scn-883,ZrNi3OF5,-2.1536,0.0782
scn-884,Na4Ca12Ti5,0.4052,0.0323
scn-885,LiSc4Cl,-0.4576,0.0382
scn-886,Ca2PoO4,-3.1637,0.1362
scn-887,MgPbF,-1.5907,0.0631
scn-888,K2NaClOF5,-2.1722,0.0441
scn-889,Ba2Sr7Ta2,0.4561,0.0251
scn-890,Ta2Pb2Br7,-0.5627,0.0266
scn-891,Cs2HfAlOF5,-3.2471,0.0455
scn-892,CsBaIn3,-0.134,0.0157
scn-893,Ba3Nb2ZnS9,-1.7903,0.0199
scn-894,Rb2NaHfCd5O,-0.2943,0.0243
scn-895,CaScO,-2.1893,0.0441
scn-896,ZrV2O4,-2.3992,0.0761
scn-897,Sr2Mg6CdW,0.18,0.0192
scn-898,Ta2Fe6Pb,0.1787,0.0276
scn-899,Li2Nb5In3O15,-2.6147,0.0298
scn-900,Fr5Cs2NaHfO,-0.1268,0.0515
scn-901,KRb2ZrOs5O,0.4726,0.0454
scn-902,LiCaTa2In6F,-0.397,0.024
scn-903,Cs2NaZrCuF5,-2.6896,0.0415
scn-904,Cs2HfSeOF5,-3.1211,0.0401
scn-905,NaZrNb2OF5,-2.8038,0.0499
scn-906,K2NaMg5ZrO,-0.2833,0.0331
scn-907,Cs2ZrPOF5,-3.0857,0.0351
scn-908,CsSc3F6,-3.3218,0.0504
scn-909,MgCrGe2F7,-2.4794,0.057
scn-910,TiNb2(WO4)3,-2.4019,0.065
scn-911,Ba3(Mg4Nb)2,0.2906,0.0233
scn-912,Cs2Hf(PO4)3,-2.5735,0.0905
scn-913,Ba3CaNb2Ga9,-0.2603,0.0136
scn-914,Ba3SrMg9Nb2,0.251,0.0307
scn-915,NaSrMg9,0.0287,0.014
scn-916,SrAsF3,-2.9299,0.0464
scn-917,LiTa2ZnO6F,-2.9506,0.0348
scn-918,Hf3ScF6,-2.6613,0.1788
scn-919,Sr2CaMg6W,0.1978,0.0182
scn-920,Hf(MoO2)2,-1.8258,0.0976
scn-921,NaCaMg9,0.0204,0.0137
scn-922,RbNa2AlF7,-3.1743,0.0499
scn-923,Sc12Pb7Br2,-0.5116,0.0152
scn-924,Cs3Ca6Y,0.2968,0.0184
scn-925,Mg6TaMnNb,0.2766,0.0413
scn-926,Y(Zn4Cl)3,-0.5271,0.018
scn-927,ZnO2F,-1.1111,0.0799
scn-928,Al4TlBi,0.2724,0.0254
scn-929,MgRu2WO6,-1.7526,0.1243
scn-930,Cs10RbBi3,-0.1862,0.0217
scn-931,Ba6Na2Mg17(TaV)2,0.2581,0.022
scn-932,RbMg7Bi2,0.0177,0.0229
scn-933,V3GaPb,0.2836,0.021
scn-934,Ta3Nb9In,-0.0118,0.0491
scn-935,Sr2YMg6Ta,0.2158,0.0155
scn-936,Sr2TlInO6,-2.0979,0.0406
scn-937,ScNbZn2O6,-2.6697,0.0241
scn-938,Mg(BiO)2,-1.2367,0.0843
scn-939,Mg7(NbPb)2,0.0508,0.0391
scn-940,BaMg4W,0.4168,0.0334
scn-941,BrF2,-0.8967,0.0715
scn-942,Nb3AgGe8,-0.0696,0.0239
scn-943,Cs2PbIOF5,-2.3544,0.062
scn-944,HfAl7TlCd,0.0669,0.0191
scn-945,GaPb2WO6,-1.8369,0.0302
scn-946,NiGe(PbO3)2,-1.3756,0.0515
scn-947,Rb4TaBi,0.255,0.0286
scn-948,Nb2GePbS4,-0.5462,0.0457
scn-949,ZnBiO,-0.8541,0.0351
scn-950,SrMg3Zr,0.0217,0.0101
scn-951,Tl2GaPF6,-2.2485,0.0656
scn-952,Ba2YSc6Ta,0.3981,0.0245
scn-953,CsHf2InF6,-2.7423,0.0543
scn-954,RbTl2Hg,0.6307,0.094
scn-955,Ba3HfW4O15,-2.7605,0.0241
scn-956,Sc2CrNiF7,-3.1243,0.0585
scn-957,Al4PbW,0.034,0.0406
scn-958,Li2Mg8Ti3Zn,0.1648,0.0304
scn-959,Na2I6O13,-0.2175,0.4105
scn-960,Ca2GaMoO6,-2.6652,0.0242
scn-961,Ba2Zr,0.5123,0.047
scn-962,K9(Ca2Ta)2,0.5564,0.0303
scn-963,CaClO3,-1.7383,0.1003
scn-964,KNa(SnO3)2,-1.8601,0.0662
scn-965,TaCuGeO5,-2.2644,0.0285
scn-966,Sr2CoBr2O7,-1.1169,0.2938
scn-967,BaCa11(NbV)2,0.4785,0.0394
scn-968,Sr(Sb3O8)2,-1.9221,0.1076
scn-969,NaMg4ScTi,0.1829,0.0194
scn-970,HfMg5Tl,0.0593,0.0119
scn-971,SrTaIO2,-2.4607,0.0398
scn-972,LiCa5TaGe,0.0318,0.0183
scn-973,CsRb2ReF6,-2.635,0.0342
scn-974,Ca4Sb3I,-1.0631,0.0148
scn-975,Ta7GeBi4,0.0452,0.0514
scn-976,Ca13(NbSb)3,-0.1456,0.0291
scn-977,RbTaBi2O7,-2.1485,0.0456
scn-978,ZrNb4(MoO5)3,-2.6831,0.0374
scn-979,Sr4Cr2O9,-2.7067,0.036
scn-980,K4Mg12Zr5,0.2457,0.0312
scn-981,TiPo2,-0.7145,0.08
scn-982,Cs2LiSF6,-2.706,0.0283
scn-983,TaOsO5,-2.3146,0.0544
scn-984,MgTi3(NiO4)2,-2.6874,0.1008
scn-985,Ba3Mg10TiW,0.1915,0.0208
scn-986,Ba5Ta2Al9Cl2,-0.3825,0.0232
scn-987,KNa4AsO13,-0.7528,0.1299
scn-988,Mg4TeSe,-0.6875,0.0223
scn-989,Pb(IF4)2,-2.0851,0.0503
scn-990,Ti2TeO6,-2.7767,0.0347
scn-991,Li2Ti2Al5,-0.2199,0.0686
scn-992,Ta(GaO2)3,-2.2342,0.0498
scn-993,Li2CaMg7Ta2,0.2005,0.0353
scn-994,Mg3W,0.4332,0.0523
scn-995,Cs2Co(WO4)3,-1.9702,0.043
scn-996,ZrSn3Pb,-0.052,0.039
scn-997,MgBiCl,-1.0223,0.0214
scn-998,KSc8Nb3,0.222,0.0469
scn-999,SrAlTl2F6,-3.161,0.0347
scn-1000,Mg4TaIn,0.2201,0.0297
scn-1001,ScSnBr,-0.9025,0.0208
scn-1002,KNaNbFe5O,0.3476,0.0753
scn-1003,K3Mg12Ta3B2,0.4999,0.025
scn-1004,NbRuO3,-2.1399,0.0361
scn-1005,Y3SnF10,-3.8555,0.046
scn-1006,NbGa(CoO3)2,-1.8662,0.0706
scn-1007,AlBiN3,-0.015,0.05
scn-1008,Ca5BrCl4,-1.8287,0.061
scn-1009,Sr2TlAs,-0.7877,0.0115
scn-1010,TaRh3O7,-1.5249,0.2292
scn-1011,Y3O7F,-2.7693,0.0998
scn-1012,BaMn(AtO3)4,-2.2433,0.05
scn-1013,Na2Bi2Se,-0.1821,0.0464
scn-1014,Ba5Li2(Al5W)3,-0.0358,0.0184
scn-1015,Ta2Zn6Sn,0.1552,0.0227
scn-1016,Ba(O8F3)2,-0.2179,0.1833
scn-1017,Sr2Sc6TaGa,0.1834,0.0187
scn-1018,Mg2TlAs,-0.3367,0.016
scn-1019,Zn2Bi2Se,0.0218,0.0222
scn-1020,Nb2SeO6,-2.4641,0.0345
scn-1021,K2ScSbO6,-2.1513,0.0781
scn-1022,KNa(Ca3Nb)2,0.4742,0.0256
scn-1023,Ti2TlCdO6F,-2.5708,0.0576
scn-1024,YMg3Sc,-0.0698,0.0079
scn-1025,NbAl2O4,-2.8845,0.0581
scn-1026,CaSbI,-1.0066,0.022
scn-1027,Na6Nb2Ni,0.7408,0.0463
scn-1028,BaIr4O11,-1.5329,0.0389
scn-1029,YTa7Ge19,-0.2555,0.0482
scn-1030,Na3TiZnWO9,-2.1168,0.0354
scn-1031,NbPO3,-2.3176,0.051
scn-1032,Sr2ScTaAl6,-0.1383,0.0431
scn-1033,Ti4I2O9,-2.8335,0.0384
scn-1034,Ti2Fe2O5,-2.6342,0.0731
scn-1035,NaSnF,-1.7678,0.0463
scn-1036,Na10TlBi3,-0.2196,0.0206
scn-1037,GaRu3Pb,0.3513,0.0245
scn-1038,TaTlF3,-2.4786,0.0802
scn-1039,Mg6MnPb2,0.1061,0.0602
scn-1040,Ge4Pb3O13,-1.6498,0.066
scn-1041,Ca6Tl2Sn,-0.3696,0.0144
scn-1042,Ta7SeO19,-3.1074,0.039
scn-1043,Cd2O5,-0.3029,0.1402
scn-1044,SrHfMg3,0.1607,0.0149
scn-1045,KBa2NbO6,-2.6863,0.0365
scn-1046,YTa3F9,-3.0157,0.047
scn-1047,Ba3Mg15TiNb4,0.2332,0.0199
scn-1048,BiS2F7,-1.621,0.1083
scn-1049,CsSc3Pb,0.3093,0.0211
scn-1050,Tl2CdSe,-0.1018,0.0896
scn-1051,Ba3Ta2ZnAs9,-0.6868,0.0164
scn-1052,In3PbO7,-1.5626,0.0509
scn-1053,Li2Ta2AtO7,-2.7823,0.0387
scn-1054,LiCa6NbW,0.3789,0.0282
scn-1055,Ca(TaAl3)2,-0.1725,0.0141
scn-1056,Sr4PPb3F3,-1.915,0.0579
scn-1057,SrTa6Bi6Mo2O27,-2.4841,0.035
scn-1058,Na2ZrAl3,0.1094,0.028
scn-1059,Ca(Mg3Ta)2,0.2145,0.0186
scn-1060,Al5MoPb2,0.099,0.0407
scn-1061,CsTiO4,-2.0167,0.0721
scn-1062,CoOs2WO6,-1.1996,0.0447
scn-1063,SnAuF4,-1.9401,0.0351
scn-1064,Zn3CrF6,-2.0422,0.1891
scn-1065,Hf2ZrO3,-2.8375,0.0486
scn-1066,Ca2Ta2O9,-2.7584,0.1354
scn-1067,SrAgBiCl2,-1.3677,0.0164
scn-1068,Ti3Nb4O10,-2.6001,0.0576
scn-1069,CaAlCdO5,-2.065,0.0636
