material_id,formula,diel_ionic_pred_n0,diel_ionic_ale_n0,diel_ionic_target
mp-1175593,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1105127,MnP4,3.2973,0.2688,0.0
mp-1175970,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-555645,CuHgSBr,12.8436,1.1655,0.0
mp-780543,Li2MnCr3O8,5.6936,0.1703,0.0
mp-1198990,Na2PrGeO5,7.2303,0.283,0.0
mp-1173912,Li2MnCoO4,8.5156,0.4849,0.0
mp-1313101,Li5Mn2CoO8,10.2862,1.1815,0.0
mp-765901,Li4V4(OF3)3,6.6045,0.3306,0.0
mp-1195693,P2PdPbO7,9.9643,0.4957,0.0
mp-17667,Sr3AlSb3,13.693,1.0197,0.0
mp-759213,Li4MnV3O8,19.2787,1.4321,0.0
mp-1220963,NaNdS2,10.1623,0.435,0.0
mp-6467,Na2CuP2O7,4.3859,0.1857,0.0
mp-1649836,Li7Mn5O12,13.8309,0.7874,0.0
mp-1232280,SmS2,9.116,0.2619,0.0
mp-1222077,Mn5Cu3(Te2O5)8,9.5719,0.5598,0.0
mp-1197575,Ag2AsS2,6.9661,0.5093,0.0
mp-570311,K4Sr2SnAs4,6.3249,0.2516,0.0
mp-1202839,LiCd4(GeO3)5,6.6422,0.4141,0.0
mp-1518107,KBaCeWO6,14.2129,0.5466,0.0
mp-1216699,Tl3In5Se8,12.8024,0.7388,0.0
mp-662549,Cs2GeTe4,5.4645,0.2332,0.0
mp-16272,Ce(FeP3)4,7.3432,0.2404,0.0
mp-1226418,Cs4Ga3FeS8,5.0996,0.1208,0.0
mp-1220875,NaPrS2,11.6997,0.5085,0.0
mp-28943,Mn2BO4,6.3246,0.3403,0.0
mp-753322,Li3Mn3O3F5,8.4823,0.4023,0.0
mp-1192052,KTeO4,4.4835,0.2829,0.0
mp-851029,Li4Ti3Ni3(SnO8)2,30.3304,5.646,0.0
mp-1030721,Te3Mo2Se,9.0547,1.0132,0.0
mp-1193050,CsSeO4,4.9577,0.1764,0.0
mp-33498,Rb2CrCl4,3.647,0.1687,0.0
mp-18788,CrCoO4,4.4134,0.2212,0.0
mp-10334,Pr(CdP)3,11.4473,0.7259,0.0
mp-1265992,ZnCrSiO5,4.3026,0.2189,0.0
mp-752451,Zn(CuO2)2,4.4742,0.222,0.0
mp-780407,Li2Mn3(BO3)3,5.1659,0.3062,0.0
mp-775656,Li4Mn3Nb2V3O16,15.2097,0.8287,0.0
mp-1190721,Nd3AlFeS7,12.6614,0.398,0.0
mp-1219478,SbAsRh,9.0485,0.2396,0.0
mp-28353,NaTe,6.3288,0.259,0.0
mp-22871,ZrCl3,5.3393,0.3617,0.0
mp-983597,Sm3SbO3,7.7796,0.3003,0.0
mp-1192185,DyPS,9.3279,0.4297,0.0
mp-510,TaO2,56.6785,3.5713,0.0
mp-1176946,Li6MnV3(PO4)6,6.7347,0.6918,0.0
mp-545506,GdZnPO,10.9184,0.3995,0.0
mp-1191216,Cs4Fe2O5,7.7929,0.2457,0.0
mp-768268,Li14Co2S9,6.665,0.2353,0.0
mp-1232374,LaSiP3,9.3078,0.483,0.0
mp-753885,Li4Cr2Co3Sb3O16,7.9549,0.8352,0.0
mp-770555,MnPO4,5.5247,0.2868,0.0
mp-16989,K5SnAs3,5.3745,0.1995,0.0
mp-1228573,Ba2CaY(Co4O7)2,9.4701,0.4461,0.0
mp-1639498,Li7Mn4CoO12,10.7956,0.4439,0.0
mp-780665,LiMn3(BO3)3,6.2425,0.2697,0.0
mp-756028,V6O7F5,9.2736,0.7001,0.0
mp-695081,Ca5Ho3Ti5Mn3O24,39.2799,4.1295,0.0
mp-1105922,Ba2DyGaTe5,7.2375,0.2125,0.0
mp-1195252,SrVCuHO5,7.124,0.4159,0.0
mp-981103,Sr3CdO4,18.419,0.9932,0.0
mp-1218254,SrLa3(NiO4)2,15.3473,0.6448,0.0
mp-17874,Sm2Cu(SeO3)4,7.0631,0.3402,0.0
mp-756723,LiMn2O3F,5.0419,0.1964,0.0
mp-1027510,MoW(SeS)2,7.8672,3.8274,0.0
mp-1177021,Li6MnV3(PO4)6,4.7334,0.6318,0.0
mp-757171,Li3Co3SbO8,7.5826,0.3141,0.0
mp-773191,Li6Cr3Sb3O16,16.3484,2.9652,0.0
mp-774355,Li3Co2(SiO4)2,4.2347,0.398,0.0
mp-1219926,Pb2SeS,44.9013,5.1129,0.0
mp-756126,MnV5O12,11.403,1.0346,0.0
mp-1210499,Nd2Sn3(PbS4)3,30.971,2.5022,0.0
mp-6287,Cu6Hg3(AsS3)4,7.4719,0.4296,0.0
mp-760309,Mn2F7,3.3332,0.1999,0.0
mp-1025685,Te4Mo3Se2,6.4925,0.402,0.0
mp-766226,MnV2Fe3(PO4)6,9.8051,0.8979,0.0
mp-1219720,PtSeS,0.783,0.27,0.0
mp-1197404,Y2Sn3(PbS4)3,29.6753,2.3691,0.0
mp-1176984,Li6MnV3(PO4)6,4.7333,0.6318,0.0
mp-1223998,In(BiSe2)3,34.7623,2.6641,0.0
mp-1105724,Ba2ErGaTe5,7.2082,0.2134,0.0
mp-764383,MnFeCo(PO4)3,11.1252,0.7317,0.0
mp-764933,Li10Mn2Fe3Ni3O16,10.1628,0.3625,0.0
mp-2956,Co2(GeS)3,4.4986,0.2272,0.0
mp-17151,UCrO4,9.2106,0.3508,0.0
mp-760896,K4Li5Mn2O8,8.302,0.3698,0.0
mp-558183,MoS2N2Cl5,1.1716,0.2392,0.0
mp-1245411,Ca5(AgN2)2,9.486,0.2272,0.0
mp-560187,SrCuAs2O7,6.712,0.3569,0.0
mp-1080307,CeSe2,12.9785,0.6793,0.0
mp-772511,Li4Co3Sn5O16,17.7576,7.0621,0.0
mvc-14848,CaCu2(P2O7)2,6.0934,0.5143,0.0
mp-541175,Sc7CoI12,8.0648,0.3173,0.0
mp-1112692,Cs2KTlI6,7.957,0.1936,0.0
mp-540145,Fe(PO3)5,14.4126,2.6589,0.0
mp-1191008,Y3AlFeS7,10.0624,0.3565,0.0
mp-18758,Co2GeO4,3.9459,0.2074,0.0
mp-1177396,Li4Mn3V2Cr(PO4)6,5.8036,0.5881,0.0
mp-777144,Ti3Cu2Te(PO4)6,16.7967,3.0538,0.0
mp-774622,Li4V2Cr3Sb3O16,8.1234,0.4687,0.0
mp-510018,Rb2CuH12(SeO7)2,4.6763,0.2009,0.0
mp-865018,CuBiPtS3,10.9147,0.9126,0.0
mp-29666,Bi2Te2Se,41.9115,2.412,0.0
mp-556036,Ba3Al2Cu2F16,6.6077,0.3232,0.0
mp-764560,Na5CrO4,6.8468,0.4437,0.0
mp-771199,V3FeO8,13.0674,0.9313,0.0
mp-770592,Mn2PO5,5.3368,0.2168,0.0
mp-1194841,SrCuH3ClO3,5.9263,0.1576,0.0
mp-1175290,Li7Mn4CoO12,11.034,0.5446,0.0
mp-558244,As(IF3)2,4.8979,0.3282,0.0
mp-754469,Er2TeO2,6.6929,0.3449,0.0
mp-1177542,Li3MnV(PO4)3,23.6866,45.2126,0.0
mp-1174169,Li4Mn3CoO8,8.9082,0.3759,0.0
mp-780759,NaV13O18,13.1255,0.5976,0.0
mp-1002571,NaMn2O4,5.6931,0.162,0.0
mp-24333,UH12(ClO2)3,3.6169,0.2917,0.0
mp-776591,Li2MnVP2(HO5)2,6.0177,1.0756,0.0
mp-15257,Tb2Se3,8.6956,0.2262,0.0
mp-762326,Li2CuF5,4.3079,0.2104,0.0
mp-715598,V7O13,17.6553,1.4231,0.0
mp-1039713,NaHfMg30O31,5.4816,0.6189,0.0
mp-1175676,Li9Mn2Co5O16,7.4074,0.2579,0.0
mp-1030102,Te4MoW3(SeS)2,1.2393,1.1299,0.0
mp-1027607,Te2Mo3W(SeS2)2,10.4384,1.2625,0.0
mp-573321,TePdI2,3.2725,0.2633,0.0
mp-1003923,CaMn4O8,6.9691,0.3521,0.0
mp-1282537,Na2MnO2,7.4191,0.6312,0.0
mp-555275,NbTe7Br5O,10.1933,0.6802,0.0
mp-673763,Li3YbCl6,5.2523,0.2298,0.0
mp-1191175,K2Fe(PSe3)2,4.5436,0.1235,0.0
mp-1221643,MnCdS2,7.92,0.6172,0.0
mp-695044,Ca5Y3Ti5Mn3O24,39.9476,3.7223,0.0
mp-774490,Li4Mn3Fe2Sb3O16,10.9221,2.0162,0.0
mp-1227434,Bi4(TeS)3,51.9157,1.9035,0.0
mp-769631,Li2Mn3NiO8,8.367,0.6519,0.0
mp-1211937,K3Nb6SBr17,3.2136,0.2005,0.0
mp-1025728,Te2Mo3Se4,8.1831,0.6126,0.0
mp-1174594,Li4MnCo2O7,7.7129,0.6969,0.0
mp-1213937,Cr5Cu(GeO6)2,9.8239,0.673,0.0
mp-759433,Li3CuF5,5.8342,0.2916,0.0
mp-605912,Al2NiCl8,1.1599,0.1691,0.0
mp-762244,Li2AgF4,3.697,0.2211,0.0
mp-768456,Co2(SO4)3,6.4888,0.6394,0.0
mp-1175078,Li7Mn2(CoO4)3,7.5881,0.7147,0.0
mp-1100522,Li9Mn7O16,13.4292,0.7832,0.0
mp-1194729,RbAlCu(PO4)2,3.8018,0.1614,0.0
mp-1204900,Sc4FeBr5,6.0302,0.2157,0.0
mp-758391,KMn2P2HO9,5.7142,0.281,0.0
mp-1102952,DyAsSe,7.7207,0.1994,0.0
mp-1177614,Li3MnV(PO4)3,5.238,0.8587,0.0
mp-1203161,Ca10Si5(ClO10)2,7.618,0.4548,0.0
mp-1221534,MnZn3S4,4.6569,0.6366,0.0
mp-26458,CrP2O7,4.3674,0.3307,0.0
mp-1188599,Gd3Sb4Au3,7.1246,0.2232,0.0
mp-721415,CuH12N2(Cl2O)2,2.8554,0.2218,0.0
mp-1297720,LiCo5O7F,7.4239,0.2462,0.0
mp-1003483,CaMn4O8,6.5329,0.2412,0.0
mp-1026980,Mo2Se3S,20.753,2.6152,0.0
mp-770111,PrBiO4,14.1769,0.606,0.0
mp-1247504,MgCrCoS4,4.5648,0.3275,0.0
mp-32833,Ho6Se11,12.8833,1.2354,0.0
mp-12337,NaLa2OsO6,14.4267,0.4858,0.0
mp-1199282,NpB3O8,7.5979,0.3446,0.0
mp-1189739,Ba2YGaTe5,7.3446,0.2165,0.0
mp-1030605,Te2Mo3WSe6,9.7519,1.7902,0.0
mp-755507,Li2V5CuO12,19.1393,1.3385,0.0
mp-1025919,MoW2(SeS2)2,2.3773,2.2336,0.0
mp-558320,K3U3Si2O13,9.1212,0.5317,0.0
mp-1211314,La2TiCoO6,18.6365,1.4102,0.0
mp-1228487,Ba2In2O5,19.2952,0.9211,0.0
mp-583034,Ba2U2O7,23.0429,1.5925,0.0
mp-1219595,RbHgSbTe3,12.9119,1.1831,0.0
mvc-5380,CaAgAsO5,6.6109,0.3395,0.0
mp-1210183,Pr2Sn3(PbS4)3,30.7233,2.4715,0.0
mp-759118,LiMn3Al2(HO2)6,5.9295,0.4343,0.0
mp-1027473,Mo3W(SeS)4,16.4033,2.5261,0.0
mp-758042,Li4Fe3Co3(SbO8)2,9.5961,0.9984,0.0
mp-1094079,PAuS,2.1012,0.195,0.0
mp-777053,Li4Mn3Fe2Sn3O16,7.2017,0.6331,0.0
mp-1210157,NaCu2H3(SO5)2,5.5525,0.2206,0.0
mp-570858,AgCl,24.4944,6.4663,0.0
mp-29699,TiNb3O6,27.4225,1.4699,0.0
mp-761897,LiCuF3,4.1735,0.1842,0.0
mp-542332,K2Cu(CO3)2,6.4922,0.7737,0.0
mp-1191026,YPS,9.6616,0.4534,0.0
mp-1229027,AlCuSnSe4,2.5557,0.1432,0.0
mp-1208869,Sr2CoSbO6,12.8612,0.4221,0.0
mp-17407,Au3F8,1.2869,0.1918,0.0
mp-1210355,NaNp(HO2)2,6.4148,0.4612,0.0
mp-1178207,Li2Cr3CuO8,6.7543,0.3814,0.0
mp-1236356,LiP4(Br3O)4,2.625,0.2666,0.0
mp-1175886,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1195336,CeTlP2S7,16.9514,1.7453,0.0
mp-9425,Sr2GaCuSO3,11.8402,0.453,0.0
mp-764328,Na5Mn7O16,5.9836,0.1556,0.0
mp-766611,Li17Ni11O28,13.3554,1.1962,0.0
mp-771298,Li4V3Cr2Co(PO4)6,5.8566,0.5091,0.0
mp-1080152,MoW3(SeS)4,3.7052,3.0202,0.0
mp-1177896,Li2MnV(P2O7)2,5.4912,0.8559,0.0
mp-754418,Co6OF11,8.036,0.4167,0.0
mp-1301464,Li4Mn3CoO8,10.6417,0.4851,0.0
mp-1113579,Rb2TlAgF6,7.0752,0.2854,0.0
mp-756173,Li5FeS4,8.0789,0.2672,0.0
mp-1176783,LiCo2(PO4)2,2.9864,0.7225,0.0
mp-1013643,Sr3BiP,25.9157,1.7446,0.0
mp-1203959,Sc4FeCl5,4.781,0.1662,0.0
mp-775161,Li2Ti3VO8,21.8912,1.4944,0.0
mp-554310,TlBiS2,70.3539,4.2052,0.0
mp-757602,Li4Cr3Co(PO4)4,5.22,0.3687,0.0
mp-26274,Mn(PO3)4,3.0455,0.2429,0.0
mp-1026983,Te2Mo2SeS,10.4381,0.8732,0.0
mp-759363,Ni3OF5,16.3007,2.9634,0.0
mp-652224,Rb2Cu2(MoO4)3,6.2514,0.3188,0.0
mp-1113618,Rb2BiAuI6,10.5122,0.524,0.0
mp-1175557,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1195153,Tb2CuH4(SO6)2,6.0977,0.1981,0.0
mp-1297824,Li4MnCo3O8,7.293,0.2546,0.0
mp-1028478,MoW3(SeS)4,3.6523,2.7643,0.0
mp-758744,Li2Cr3O6,14.2727,1.9703,0.0
mp-645435,Cu3Sn4PbO12,8.4462,0.2768,0.0
mvc-10905,Ca3V2(BiO6)2,13.3913,1.446,0.0
mp-753869,LiV2(PO4)2,15.3943,2.5089,0.0
mp-685995,Ta6Pb4O19,110.485,15.9293,0.0
mp-778147,Na5Bi2P(CO4)4,11.5991,1.833,0.0
mp-1174326,Li4Mn3O7,12.9979,0.7177,0.0
mp-1114392,Rb2InSbI6,11.1965,0.3371,0.0
mp-1175408,Li9Mn2Co5O16,7.6054,0.283,0.0
mp-985831,HfSe2,24.0777,2.133,0.0
mp-1232332,ZnCu2SiSe4,2.6212,0.1807,0.0
mp-605863,AgSbPbS3,22.5001,7.8288,0.0
mp-1664200,Li2Mn3FeO8,9.8701,0.4484,0.0
mp-1178084,Li12Mn3V5(PO4)12,4.9064,0.7467,0.0
mp-571550,Sb2TeSe2,57.3955,4.5716,0.0
mp-680697,Ce6Si4S17,12.3941,0.7545,0.0
mp-1204332,YCrO5,7.2935,0.2907,0.0
mp-556303,CuBi2(SeO3)4,21.0214,1.8701,0.0
mp-774782,LiTiMnO4,13.7123,0.5662,0.0
mp-1177732,Li3Co2(SiO4)2,5.2123,0.3798,0.0
mp-1247450,Sr2CdN2,7.1814,0.2421,0.0
mp-766029,Mg4Mn9O13,6.0932,0.1859,0.0
mp-755733,Li2MnSiO5,12.1544,0.5186,0.0
mp-560453,Ca7Cu(PtO6)2,10.1458,0.7123,0.0
mvc-9251,CaCoBiO5,10.6663,0.9076,0.0
mp-1175141,Li7Mn4CoO12,10.7955,0.4438,0.0
mp-1225857,CuBi3PbS6,45.0432,1.9919,0.0
mp-504151,LiBi2(PO4)3,9.178,0.8533,0.0
mp-1176848,Li8Mn3Cr(PO4)6,4.9495,0.796,0.0
mp-698666,Li2MoO3,7.7711,0.3207,0.0
mp-756298,Li2Mn2O3,11.3697,2.8556,0.0
mp-758712,Li2Cr2Si2O9,3.7655,0.3033,0.0
mp-561012,Sr3Cu3(PO4)4,5.2008,0.256,0.0
mp-755301,Ni6OF11,7.3842,0.5609,0.0
mp-1030523,Te2Mo3WSe6,9.8028,1.8007,0.0
mp-1106363,Ho3Sb4Au3,7.6552,0.2211,0.0
mp-1227363,CaAl2F10,9.4595,2.6459,0.0
mp-1098352,NaMg30TiO32,11.0177,0.825,0.0
mp-1213391,DyCrO5,7.0943,0.2521,0.0
mp-1176291,Li9Mn2Co5O16,8.9949,0.3119,0.0
mp-1212228,Np(IO3)2,5.5847,0.3744,0.0
mp-1223933,K4Sr2SnAs4,6.8445,0.1832,0.0
mp-1102476,TbAsSe,7.5731,0.1832,0.0
mp-1226118,Cs4BiSbCl12,5.3291,0.2009,0.0
mp-760971,Li3Fe2(SiO4)2,3.8557,0.2801,0.0
mp-22647,TmCrO4,7.3482,0.2943,0.0
mp-1215215,ZrSeS,12.6767,0.5602,0.0
mp-554401,BaCu2Te2(ClO3)2,7.631,0.4879,0.0
mp-757930,Li2Co3SbO8,10.571,0.5697,0.0
mp-1194660,K11Cd2Sb5,5.9076,0.2798,0.0
mp-1174972,Li7Mn2(CoO4)3,7.5881,0.7147,0.0
mp-756032,V3O5F,8.9422,0.6642,0.0
mp-568394,MoCl3,2.7705,0.191,0.0
mp-849746,LiMn2(BO3)2,6.7781,0.3672,0.0
mp-22329,NaNd2OsO6,12.6848,0.5336,0.0
mp-1238514,CsTiH10C4O13,3.4284,0.1467,0.0
mp-1214970,Ag6Ge(S2Br)2,8.1678,0.8572,0.0
mp-1215597,Zr2(SeS)3,12.2654,1.6536,0.0
mp-755768,V3(O2F)2,10.1862,0.6243,0.0
mp-1176060,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1210482,Pr2InCuSe5,8.5571,0.2589,0.0
mvc-12752,MoO3,6.012,0.6158,0.0
mp-850206,V3(O2F)2,7.3152,0.3917,0.0
mp-1214214,Ca14Al12Zn4O35,4.2041,0.5657,0.0
mp-774249,Li3MnCr2O6,10.4462,0.4129,0.0
mp-772531,Li4Ti3V3(FeO8)2,15.4792,0.7516,0.0
mp-1216205,Y4Mn3NiO12,9.6673,0.4612,0.0
mp-1030448,Te6MoW3Se2,0.7012,0.4494,0.0
mp-23434,Al2CuCl8,0.7317,0.1469,0.0
mp-1100506,Li9Mn7O16,12.7109,0.6787,0.0
mp-1175373,Li7Mn5O12,12.8959,0.6887,0.0
mp-1027140,MoW3(SeS)4,3.7052,3.0202,0.0
mp-1037725,YMg30ZnO32,10.2189,0.634,0.0
mp-555570,BaCu(SeO3)2,7.6937,0.3881,0.0
mp-775926,Li4Mn3Ni3(PO4)6,8.2069,1.0704,0.0
mp-1202476,Cu2H6Pb5C(SO7)3,14.695,0.8877,0.0
mp-772431,CoH8(CO5)2,3.3089,0.2685,0.0
mp-1192356,La3BeCrS7,14.2551,0.6267,0.0
mp-16001,Rb5Ti6AgSe27,5.1255,0.2087,0.0
mp-753424,Li3Ti2(NiO4)2,24.1593,1.7127,0.0
mp-1175853,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-571193,MnP4,3.8055,0.2325,0.0
mp-1177000,Li6MnV3(PO4)6,4.7334,0.6318,0.0
mp-1175604,Li9Mn2Co5O16,7.761,0.6931,0.0
mp-1027091,MoW(SeS)2,20.5964,2.1172,0.0
mp-560316,Hg3SO6,8.4608,0.4119,0.0
mp-773009,Li5Mn5(PO4)6,5.5858,0.8132,0.0
mp-1652832,Na3CoBPO7,5.2691,0.4113,0.0
mp-758480,Li3Mn3(PO4)4,3.357,0.4337,0.0
mp-1025716,MoW2(SeS2)2,2.2487,2.1164,0.0
mvc-8316,MnZnNiP2O9,5.3285,0.3283,0.0
mp-1174822,Li6Mn3CoO10,12.1539,1.2561,0.0
mp-703320,Sr16Fe6Co2Mo8O45,16.5378,0.6518,0.0
mp-1191902,TbB4W,5.6304,0.1962,0.0
mp-723034,Na2Mn(H2N)4,4.0404,0.2577,0.0
mp-1037159,HfMg30ZnO32,10.3776,0.6895,0.0
mp-1178130,Li2CrCo3O8,9.804,0.7626,0.0
mp-1025934,Mo2W(SeS2)2,8.7972,2.2034,0.0
mp-542935,Co5P4(HO2)10,4.9361,0.3539,0.0
mp-24038,K2CuH12(SO7)2,4.754,0.1895,0.0
mp-1212148,La2Sn3(PbS4)3,31.7887,2.5874,0.0
mp-622375,Mn(GaS2)2,4.1337,0.2089,0.0
mp-622353,La4(CoO3)3,15.2917,0.6818,0.0
mp-1177933,Li2MnVP2(HO5)2,6.0177,1.0756,0.0
mp-1025906,Mo3(Se2S)2,17.8785,1.22,0.0
mp-1194939,Na12Mn3S6(O3F)8,4.8213,0.2007,0.0
mp-1208134,TlCu2H(SeO5)2,9.2621,0.4156,0.0
mp-616141,Cs5GeAs3,7.6023,0.2753,0.0
mp-585266,MnP2O7,6.2796,0.5399,0.0
mp-1177563,Li3MnV(PO4)3,5.238,0.8587,0.0
mp-1304744,Ba2V2O5,6.6517,0.3128,0.0
mp-1215862,Zn7(SbO6)2,10.0035,0.3949,0.0
mp-774808,Na3MnO3,6.2946,0.2152,0.0
mp-1661403,Li4Mn3Co3(SnO8)2,7.536,0.6099,0.0
mp-707342,ZnH18Ru2Br7N6,4.3533,0.2743,0.0
mp-1177349,Li4MnV3(P2O7)4,5.1672,0.7466,0.0
mp-1218652,Sr5V3O13,16.5301,0.9689,0.0
mp-1213971,CaVCuHO5,8.2997,0.7328,0.0
mp-27224,Na4CoO4,5.1113,0.1707,0.0
mp-754453,LaTiNO2,61.7345,3.3303,0.0
mp-1176385,Na2MnPCO7,4.8158,0.3771,0.0
mp-759534,LiBi2(SO4)3,5.0293,0.2774,0.0
mp-758704,LiMn2(CO3)4,4.6009,0.4412,0.0
mp-760251,Na2CuP2O7,4.3859,0.1857,0.0
mp-781628,Li7Mn8(BO3)8,5.1542,0.3048,0.0
mp-755239,Ga2HgO4,6.9346,0.3016,0.0
mp-754468,NaCuO2,4.7441,0.1233,0.0
mp-995238,SnH6CI3N,2.3371,0.244,0.0
mp-1521101,KGdV4O12,11.1165,0.6959,0.0
mp-1206803,Y2CI2,8.2964,0.8224,0.0
mp-1218437,Sr3LaZnRuO8,13.0886,0.4677,0.0
mp-1113421,Cs2BiAuI6,10.6882,0.7117,0.0
mp-555597,V4O7,12.1561,0.5859,0.0
mp-1037311,Mg30TiCuO32,11.391,0.8242,0.0
mp-28103,USCl9,4.4035,0.3421,0.0
mp-28920,Tl5Se2Cl,20.9639,1.135,0.0
mvc-2470,Mg2Fe9O13,8.4168,0.3129,0.0
mp-777739,Fe5(OF4)2,5.9176,0.2299,0.0
mp-1191349,TbB4Mo,5.836,0.1725,0.0
mp-30145,Rb2Bi8Se13,46.5545,1.7737,0.0
mp-1516941,SrCaEuWO6,4.2913,0.2814,0.0
mp-1250798,Sr2YAlNi2O7,10.98,0.32,0.0
mp-716723,V9O17,18.8844,1.7128,0.0
mp-1227162,CaYb3Mn4O12,8.3886,0.4174,0.0
mp-1030573,Te4Mo3WSe4,7.7472,1.1155,0.0
mp-1190574,HoPS,9.339,0.4401,0.0
mp-759775,Li8Mn9O18,11.7847,0.7843,0.0
mp-19476,CsFe2P5O16,5.6372,0.3391,0.0
mp-772797,Ti2Cu(PO4)3,7.6964,0.2685,0.0
mp-754313,LiV3CoO10,26.2591,1.5024,0.0
mp-775226,LiMn2(BO3)2,4.9067,0.2549,0.0
mp-763350,V3O5F,16.6065,3.2221,0.0
mp-1640067,Li2Fe(CoO3)2,6.8109,0.4667,0.0
mp-973064,LaH3,7.4935,0.3731,0.0
mp-1209066,Sb2AsS2,41.9635,3.1264,0.0
mp-629690,Bi2(PbS2)3,46.2043,3.7858,0.0
mp-758754,Li5Cr6P5O24,4.3503,0.4003,0.0
mp-775767,AgAsO3,6.5008,0.1846,0.0
mp-1227537,Ca11Si9As16,6.3501,0.2428,0.0
mp-1175252,Li7Mn4CoO12,13.3073,0.9362,0.0
mp-1226754,CdAsP,6.4411,0.4373,0.0
mp-1214381,BaPrCuTe3,8.9174,0.1915,0.0
mp-1228276,Ba3NiSbRuO9,15.7392,0.9485,0.0
mp-1173948,Li3Mn2CoO6,10.6147,0.4174,0.0
mp-1226383,Cs12Sn2As6O,7.1234,0.2277,0.0
mp-1214461,Ba4Li(BiO4)3,25.1829,1.0451,0.0
mp-1293023,Li2MnV3O8,8.9383,0.5736,0.0
mp-669509,Gd2S3,11.3445,0.4208,0.0
mp-1192160,DyB4W,5.5715,0.203,0.0
mp-1174868,Li7Mn2(CoO4)3,7.0732,0.2849,0.0
mp-1226849,CdIn3Te4As,8.5701,0.8281,0.0
mp-756583,Li4V5CuClO15,15.3731,2.5218,0.0
mp-1227843,BaSr(PbO3)2,13.6244,0.5407,0.0
mp-1100887,Y7(CuTe4)3,12.7736,0.7673,0.0
mp-1220962,NaV5MoO15,21.5727,3.5102,0.0
mp-570700,Hf3Tl2(CuSe4)2,27.8072,1.9869,0.0
mp-1229151,Ag15S5I4Br,8.4808,1.1622,0.0
mp-707285,CuH16(IO8)2,5.3662,0.5776,0.0
mp-775991,CrCo3(PO4)4,7.8599,0.6726,0.0
mp-556331,Sr4Pt4PbO11,7.9824,0.6005,0.0
mp-1304884,Li3Mn3TeO8,12.0368,0.414,0.0
mp-1273218,SrLaMnRuO6,15.7812,1.8858,0.0
mp-652196,Cu2Bi4Pb2S9,32.6926,1.7252,0.0
mp-1221310,Na2Sr3As4,8.6087,0.2357,0.0
mp-556834,RuCl(OF3)2,4.3182,0.4032,0.0
mp-1219970,Pb4Se3S,15.6782,1.0648,0.0
mp-1104659,Dy2MnNiO6,10.0064,0.4758,0.0
mp-1174270,Li4Mn3CoO8,10.4126,0.5266,0.0
mp-1174826,Li6Mn3CoO10,9.8955,0.3312,0.0
mp-777375,LiMn2(BO3)2,6.7781,0.3672,0.0
mp-776010,Cr2Fe3Cu(PO4)6,7.23,0.5358,0.0
mp-1275528,VZn2SbO6,10.8957,0.6165,0.0
mp-1221975,Mn(GaS2)2,3.7491,0.2988,0.0
mp-510672,MnPbO3,18.9605,0.8336,0.0
mp-1279798,NaNiO2,4.0213,0.1894,0.0
mp-1096971,GaAgO2,6.2158,0.3242,0.0
mp-975275,RbNa2Sb,10.6922,0.2651,0.0
mp-504934,Sc2CI3,10.7507,1.6338,0.0
mp-555937,Ca3Cu3(AsO4)4,7.4148,0.3179,0.0
mp-1176488,Mn2HgO4,5.5635,0.2085,0.0
mp-1205856,Eu2LuTaO6,27.3063,1.8526,0.0
mvc-3988,Ca2Fe2O5,8.9872,0.3896,0.0
mp-774305,LiCo2NiO6,5.2383,0.3226,0.0
mp-1079080,CsCd4As3,7.3969,0.267,0.0
mp-559897,OsO2F3,1.6749,0.3116,0.0
mp-1190755,YB4W,5.6905,0.1931,0.0
mp-697792,LiMn2(PO4)3,4.137,0.5216,0.0
mp-1206231,Cs2RbPdF6,5.7786,0.2288,0.0
mp-759477,Li2Mn2F7,4.3107,0.1358,0.0
mp-1716,Rh2O3,2.1826,0.3286,0.0
mp-773844,Li2V3CuO8,10.1161,0.7392,0.0
mp-1174770,Li6Mn3CoO10,12.1539,1.2561,0.0
mp-8866,La10Se19,8.7983,0.3986,0.0
mp-1101673,NaCr2O4,4.8442,0.2176,0.0
mp-1224545,In2FeSbO7,10.7358,0.7111,0.0
mp-779308,SrLiLa7(CoO8)2,23.1635,1.4545,0.0
mp-1209506,RbBi3Se5,54.9075,4.6697,0.0
mp-18038,KBaFeO3,9.4564,0.6954,0.0
mvc-3976,Ca2AgSbO6,9.4764,0.4454,0.0
mp-1206020,K2Ce(CuS2)2,9.3903,0.4209,0.0
mp-1516456,KPrEuWO6,4.915,0.3089,0.0
mp-759491,Li4MnOF5,6.1392,0.5733,0.0
mp-977371,PW4Cl11,1.2007,0.295,0.0
mp-1210331,Na2PrSiO5,5.303,0.2141,0.0
mp-1211177,Li4CuSbO6,12.2037,0.8873,0.0
mp-756835,Li4MnFe3O8,5.8034,0.4661,0.0
mp-1177014,Li6Mn3V(PO4)6,19.5211,40.7976,0.0
mp-768045,V5BiO10,19.4009,1.4891,0.0
mp-26858,Fe5(PO4)4,7.4445,0.3221,0.0
