material_id,formula,diel_total_pred_n0,diel_total_ale_n0,diel_total_target
mp-1175560,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1175877,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1176280,Li9Mn2Co5O16,21.7444,2.44,0.0
mp-1176549,LiV3O6,14.1273,0.6871,0.0
mp-1176615,LiMnV(P2O7)2,11.6782,2.4766,0.0
mp-1176728,LiFe4(BO3)4,8.3944,0.6583,0.0
mp-1176749,LiFe2(PO4)2,7.9703,0.6571,0.0
mp-1176770,LiCrP2S7,11.206,0.5609,0.0
mp-1176968,Li7Mn2Fe6(PO4)8,10.22,1.0437,0.0
mp-1177108,Li5Fe4(Si3O10)2,6.5806,0.5552,0.0
mp-1177129,Li5Fe6P5O24,12.3194,2.1107,0.0
mp-1177150,Li5Mn3Cu(PO4)4,10.6912,0.8376,0.0
mp-1177775,Li2VSi2O7,6.5776,0.5195,0.0
mp-1178401,Fe10OF19,6.4904,0.3821,0.0
mp-1178485,BiCO3,19.5429,1.3221,0.0
mp-1180967,KFePbOF6,9.3614,0.4886,0.0
mp-1181578,ErCu(WO4)2,19.7563,0.8533,0.0
mp-1190319,In2Ge2O7,11.7723,0.7324,0.0
mp-1190401,BaAgSbS3,17.0026,0.4571,0.0
mp-1190442,FeSeO3F,10.6943,0.8025,0.0
mp-1191952,Cs3SnPSe7,9.2012,0.2618,0.0
mp-1192528,LiCa3As2H,18.8479,0.3678,0.0
mp-1192574,Gd3AlCdS7,19.9384,0.8734,0.0
mp-1193021,Cs3SnTe3,11.6036,0.3115,0.0
mp-1193520,Sr(ErSe2)2,16.1306,0.5531,0.0
mp-1193524,CsNpCl2O3,6.424,0.5167,0.0
mp-1193757,Ba(SmSe2)2,16.7505,0.5073,0.0
mp-1193917,Sr(TbSe2)2,16.5716,0.5086,0.0
mp-1194337,Sr(LuSe2)2,15.8282,0.5978,0.0
mp-1194608,Re4Xe3(O5F7)2,5.7448,0.4001,0.0
mp-1194789,Ir(SeBr3)3,7.3234,0.3165,0.0
mp-1195052,CaNp(HO)9,9.6853,0.598,0.0
mp-1195488,SrFeNi2(PO4)3,10.2368,0.3975,0.0
mp-1195590,Na3MnS2(O4F)2,7.4853,0.8564,0.0
mp-1195633,Cs2MgSn3Se8,13.1631,0.4445,0.0
mp-1196177,GdPS4,19.012,1.5583,0.0
mp-1196438,CsCu2AsS3,11.9938,0.275,0.0
mp-1197430,Cs2NaAs7,15.3451,0.377,0.0
mp-1197880,ErAgS2,18.0551,0.558,0.0
mp-1198561,Sn15Ru3O14,17.8283,0.6207,0.0
mp-1198672,OsSeS3Cl4,11.192,0.7045,0.0
mp-1198812,TbCu(WO4)2,16.451,0.5341,0.0
mp-1198867,H20RhC3N9Cl6O,5.1086,0.3948,0.0
mp-1198956,Nd2ThS5,26.6343,1.2123,0.0
mp-1199087,CdSnP14,19.3332,1.59,0.0
mp-1199667,Tl2(ReS2)3,17.1644,0.9038,0.0
mp-1200118,V2AsO6,46.1132,5.2374,0.0
mp-1200351,B12Pb6O25,20.7528,2.984,0.0
mp-1200872,CaTi2FeO6,26.5966,2.0592,0.0
mp-1201470,Sb2Os(OF7)2,4.2586,0.3836,0.0
mp-1201512,Mg4B8H31,4.9893,0.3897,0.0
mp-1202357,CsRe3(Se2Br)2,10.8681,0.3748,0.0
mp-1204264,In12Ga4Ir2O15,13.6056,0.5548,0.0
mp-1204299,Na2GdMnAs2O9,8.7267,0.6632,0.0
mp-1204564,Na4NpH7O9,8.0189,0.3837,0.0
mp-1205392,AgSbS2,29.5586,2.3012,0.0
mp-1206266,K2NaCrCl6,9.8113,0.339,0.0
mp-1206699,Si4P4Os,18.098,0.5612,0.0
mp-1208047,TmAgS2,18.3447,0.562,0.0
mp-1208201,TlSbAs2PbS6,54.5032,12.2243,0.0
mp-1209459,RbIn3O5,12.8581,0.9167,0.0
mp-1211981,K(SiAs)3,11.3598,0.3721,0.0
mp-1212561,Ge19(AsBr)4,24.6926,1.915,0.0
mp-1213380,CsLaZr6CCl18,9.3681,0.5554,0.0
mp-1214033,Cd4AsPI3,11.926,0.5455,0.0
mp-1214092,Ca(TmS2)2,13.2327,0.3442,0.0
mp-1214096,Ca(ErS2)2,13.1212,0.3456,0.0
mp-1214471,BaFeO4,14.9456,1.2678,0.0
mp-1215439,ZnGaPSe,11.5323,0.3416,0.0
mp-1216083,Y2MgS4,15.6485,0.4974,0.0
mp-1216184,Y(CuS)3,15.8591,0.332,0.0
mp-1216790,V2MoO8,30.5604,1.8627,0.0
mp-1217348,TiNbBi5WO15,58.5548,20.3942,0.0
mp-1217512,TbSi4B18C,14.482,0.5516,0.0
mp-1218227,SrLaCuSe3,18.0863,0.4725,0.0
mp-1218810,Sr2La2Cr3MoO12,18.9688,0.9888,0.0
mp-1218944,Sr10Mg2Fe3(MoO6)5,18.4328,0.8169,0.0
mp-1219639,RbNb4Ag(PS10)2,9.2764,0.3666,0.0
mp-1220431,Nd2FeSbO7,29.5621,4.5907,0.0
mp-1222069,MgMnGeO4,10.9238,0.3722,0.0
mp-1223137,La3Sm(FeO3)4,11.8684,0.7324,0.0
mp-1223442,KSnAuSe3,16.2449,0.4366,0.0
mp-1223487,La12Si4SnS28,20.1868,1.7712,0.0
mp-1223580,La12Sn5S28,25.793,1.9212,0.0
mp-1223584,KBi3S5,52.223,1.9311,0.0
mp-1223703,K3Rb3Zn4Sn3Se13,13.2249,0.2911,0.0
mp-1224162,K8Rb2Hg15(GeS4)10,14.4473,0.8745,0.0
mp-1225073,Ga6AgSb7(TeCl3)8,20.276,0.9121,0.0
mp-1225591,Er2MgS4,15.3673,0.483,0.0
mp-1225724,Dy(CuS)3,16.1038,0.322,0.0
mp-1225732,Er2VFeO6,18.004,0.6851,0.0
mp-1226663,Er9B5S21,11.0678,0.5088,0.0
mp-1226921,CdBi8(Cl5O4)2,28.5902,1.8628,0.0
mp-1227123,CaLaFeO4,22.6981,2.1053,0.0
mp-1227204,Ca4MnFe3O10,15.1066,0.6076,0.0
mp-1227293,Ca4Tl2CO9,19.7158,2.2991,0.0
mp-1227670,Bi10Te2I4O17,34.3946,1.7864,0.0
mp-1228272,Ba3UIn2O9,23.4922,0.9199,0.0
mp-1228606,Ba2Fe5BiPb2O13,20.7005,1.2526,0.0
mp-1228696,Ba4Sr2La2Co4O15,18.8992,0.9005,0.0
mp-1228751,Ba6Pr2Co4O15,23.4403,0.8212,0.0
mp-1229145,Ag6SbAsS6,15.6489,0.5261,0.0
mp-1232029,Y2MgS4,19.242,0.7532,0.0
mp-1232102,Tb2MgS4,20.8742,0.7224,0.0
mp-1232114,Pr2MgS4,13.6989,0.5189,0.0
mp-1232127,Dy2MgS4,20.3321,0.768,0.0
mp-1232252,Ho2MgS4,19.6999,0.9079,0.0
mp-1239435,CaMnBiO5,14.9953,0.5345,0.0
mp-1244678,CaTiV(PO4)3,12.8165,0.7507,0.0
mp-1246833,Sc4S3N2,23.5863,0.5931,0.0
mp-1258129,Mg3Mn2(SiO4)3,15.705,0.724,0.0
mp-12725,NbAgO3,32.558,4.3182,0.0
mp-1277038,Li2TiFeO4,33.0433,2.3162,0.0
mp-1277436,Fe3O4,11.3233,0.4651,0.0
mp-1280871,CaLa2CoO6,34.6204,1.3458,0.0
mp-1282931,Li5V2Ni3O10,13.7656,1.202,0.0
mp-1290593,Mg2V3O8,18.7438,1.5643,0.0
mp-1291754,Li2MnCo3O8,13.5144,0.784,0.0
mp-1296497,Sr2Co(ClO)2,12.8328,0.4531,0.0
mp-1302394,Li4V3O8,34.9529,8.7182,0.0
mp-1311449,Li4Co2OF7,9.2172,0.6646,0.0
mp-13146,Ca3N2,19.2162,0.4894,0.0
mp-13666,Ti(PS3)2,6.9325,0.4255,0.0
mp-1520915,SrCaGdBiO6,11.0142,0.5378,0.0
mp-1523201,BaCaGdBiO6,24.4308,1.1785,0.0
mp-15500,Sr4TiP4,20.7635,1.0332,0.0
mp-1568809,V3(OF3)2,11.0354,0.3493,0.0
mp-1572351,V3(OF3)2,14.7285,0.6094,0.0
mp-16033,Sm2TeO2,25.2885,0.8253,0.0
mp-16398,Na9Fe2O7,13.5303,0.645,0.0
mp-1663521,LiAlCrO4,8.7532,0.4239,0.0
mp-1667275,CaLaCrSbO6,21.4312,1.3934,0.0
mp-16772,LaCu(WO4)2,18.4629,0.807,0.0
mp-16818,Rb2Cd3Se4,11.9042,0.361,0.0
mp-16889,Na6Sn2Se7,14.9761,0.3946,0.0
mp-17282,SrTh2Se5,22.3808,0.9321,0.0
mp-17816,Na5AsO5,8.0241,0.3346,0.0
mp-1788,As2O5,9.5652,0.5557,0.0
mp-17980,K2MoS4,8.8665,0.3129,0.0
mp-17982,SmCu(WO4)2,16.9438,0.5798,0.0
mp-18115,K2Sn2Hg3S8,13.0062,0.3674,0.0
mp-18164,Tb3S3N,20.6445,0.6056,0.0
mp-18531,K2Cd3Te4,16.1846,0.4971,0.0
mp-18710,RbSm2Ag3Se5,16.2569,0.4373,0.0
mp-18746,BaEr2CoO5,21.3712,0.9535,0.0
mp-18792,Ca3(CoO3)2,17.2327,0.4887,0.0
mp-18998,Sr4Mn3O10,15.3131,0.5458,0.0
mp-19380,CrHgO4,10.6968,0.3613,0.0
mp-19802,TbCoO3,18.0591,0.5852,0.0
mp-20046,LiCoAsO4,13.43,0.535,0.0
mp-20161,Na2CoGeO4,6.4542,0.5795,0.0
mp-22590,LaFeO3,26.2913,1.4723,0.0
mp-22665,AgAsPbS3,20.1265,0.9235,0.0
mp-23305,EuI2,9.938,0.5365,0.0
mp-23335,Ti3(BiO3)4,62.1612,4.8261,0.0
mp-23417,InSn2I5,29.4312,1.0645,0.0
mp-23635,TlRe6Se8Cl3,11.804,0.3627,0.0
mp-23652,Hg6S4IBr2Cl,17.3227,0.5859,0.0
mp-24216,ZnHgAsHO5,16.4344,0.9433,0.0
mp-25903,Li4Cr(PO4)2,5.4752,0.3733,0.0
mp-26252,VP2O7,34.5811,6.4574,0.0
mp-26430,VPO5,20.5541,5.5714,0.0
mp-26524,VP2O7,6.1398,0.6069,0.0
mp-26875,Li2CuPO4,7.3522,0.3639,0.0
mp-27005,LiMo2(PO4)3,8.2386,0.4523,0.0
mp-27181,KAuCl4,8.0591,0.5417,0.0
mp-27251,Bi2TeO6,36.2351,1.5445,0.0
mp-27625,Ge19(PBr)4,20.5336,1.1646,0.0
mp-27753,In2(PS3)3,11.4637,0.5037,0.0
mp-27775,U(BiO3)2,39.8296,2.0005,0.0
mp-27866,MoS2Cl3,5.4337,0.3399,0.0
mp-27899,Cd3AsCl3,22.6878,1.2539,0.0
mp-28491,Cu2SO4,18.7138,1.1869,0.0
mp-28563,CsAsSe2,11.4274,0.4057,0.0
mp-28568,Rb3CuO2,10.0318,0.3956,0.0
mp-28574,KPbO2,15.5866,0.6895,0.0
mp-28699,Li4V3O8,27.1019,2.4034,0.0
mp-28961,Co10Ge3O16,16.4387,1.483,0.0
mp-28982,Pd(PbCl3)2,19.821,1.5782,0.0
mp-29496,Pd(SeBr3)2,7.331,0.3381,0.0
mp-29531,CsBi3S5,48.3154,3.784,0.0
mp-29843,Bi2Se2Cl7,14.3822,0.8561,0.0
mp-30233,Na3As7,16.2102,0.4855,0.0
mp-30308,TlAuF6,13.1969,0.6654,0.0
mp-30946,Ga2PdI8,11.4057,0.5821,0.0
mp-31020,AsI5F6,8.0087,0.3154,0.0
mp-32688,Nd2Se3,25.2044,0.6693,0.0
mp-32689,Pr2Se3,24.9343,0.654,0.0
mp-35596,Fe2NiO4,15.4764,0.4609,0.0
mp-35714,La5TlS8,27.1259,1.5124,0.0
mp-4324,Tm2CdS4,15.5439,0.5208,0.0
mp-4971,K4Sn3Se8,12.5549,0.7897,0.0
mp-504194,LiMoPO5,8.7062,0.4147,0.0
mp-504646,In5(BiS4)3,40.6384,1.5385,0.0
mp-505357,InSeI,13.6125,0.7202,0.0
mp-505751,Mn2In2O7,13.0688,0.8559,0.0
mp-5081,SmCuS2,20.8335,0.4877,0.0
mp-531655,Ti(FeO2)2,21.552,0.8475,0.0
mp-532446,Ga2NiO4,14.0578,0.5508,0.0
mp-540610,K2U7O22,10.0401,0.5562,0.0
mp-540625,GeSe2,11.3887,0.3054,0.0
mp-540760,FePCl8,4.49,0.719,0.0
mp-540798,S3(NO7)2,14.7112,1.3275,0.0
mp-541177,GdVO3,17.8535,0.7779,0.0
mp-541379,KSnS4,12.3661,0.4856,0.0
mp-541895,Na2(ReS2)3,10.7995,0.5664,0.0
mp-541946,K2Th(PSe3)3,11.3485,0.4395,0.0
mp-542662,Ga2Te2Cl7,11.6818,1.1514,0.0
mp-542844,V2O5,24.1489,6.4998,0.0
mp-546350,TmBi2BrO4,24.5586,0.8422,0.0
mp-546621,ErBi2BrO4,24.9804,0.8517,0.0
mp-546625,HoBi2BrO4,25.4807,0.8455,0.0
mp-547125,TbBi2ClO4,27.9751,1.1473,0.0
mp-550635,LuBi2IO4,26.1738,0.8134,0.0
mp-551101,HoBi2IO4,26.5601,0.7782,0.0
mp-552738,TmBi2IO4,25.9355,0.7914,0.0
mp-554811,TbVO3,15.8796,0.6468,0.0
mp-554913,Cr3Ag8(IO6)2,10.5101,0.3653,0.0
mp-554930,Nb2AgPS10,7.8349,0.437,0.0
mp-556158,RbMn6As7O24,9.6789,0.426,0.0
mp-556161,ZnS,9.5114,0.4378,0.0
mp-556183,Pr3U(ClO2)3,13.0933,0.4469,0.0
mp-558407,In2Si(AgS3)2,15.0739,0.4818,0.0
mp-558478,La3NbSe2(O2F)2,19.9251,1.0816,0.0
mp-558533,Nd3U(ClO2)3,13.1417,0.4328,0.0
mp-558946,BaSbSe2F,13.4313,0.5702,0.0
mp-559115,P2RhClF6,3.5504,0.4601,0.0
mp-559257,AgTeO3,12.8875,0.4567,0.0
mp-559933,Ba3In2Cl2O5,20.8036,1.1972,0.0
mp-559994,La6S4BrN3,20.4833,1.046,0.0
mp-560386,In2Ag2GeS6,15.0849,0.4987,0.0
mp-560847,Nb2TlPS10,20.7109,1.8923,0.0
mp-562107,Mn2V2O7,12.6262,0.3735,0.0
mp-567320,La5C2I9,11.7446,0.5045,0.0
mp-567398,Sr3MgGeN4,19.3196,0.6666,0.0
mp-567864,TlBi(PSe3)2,47.8296,3.9463,0.0
mp-567917,TlBi(PSe3)2,50.7389,3.6556,0.0
mp-568062,DyTlSe2,24.2727,0.5599,0.0
mp-568423,AlPI8,8.7951,0.6725,0.0
mp-568508,CsRb(MnCl3)2,9.4816,0.3813,0.0
mp-568588,NdTlSe2,25.8454,0.5719,0.0
mp-568801,Pr3CuSiSe7,17.31,0.3627,0.0
mp-568986,KAuCl4,6.2672,0.4068,0.0
mp-569178,HoTlSe2,24.3868,0.5568,0.0
mp-569308,Bi2(PSe3)3,47.1066,1.4902,0.0
mp-569378,Rb3Ta2AgSe12,11.9176,0.4115,0.0
mp-569507,TbTlSe2,24.1711,0.5332,0.0
mp-569862,Rb4P2Se9,9.294,0.2581,0.0
mp-570566,Rb5Ta(TlAs2)2,13.7851,0.3774,0.0
mp-571284,Cs2FeNi(CN)6,13.1814,0.3865,0.0
mp-572758,ReS2,9.5404,0.271,0.0
mp-585177,Li3Mo2P5O18,7.5955,0.4597,0.0
mp-603940,FeH12C4NCl4,4.7116,0.423,0.0
mp-624200,Re3Se4Br,11.5488,0.5109,0.0
mp-628185,K3NaSn3Se8,13.5898,0.6185,0.0
mp-638086,K3Th2Cu3S7,14.4956,0.607,0.0
mp-641534,Nd3CuSiSe7,17.6209,0.3442,0.0
mp-642227,Sb8Pb5S17,39.5005,1.7872,0.0
mp-645206,CuReO4,15.1841,0.8386,0.0
mp-646192,NaCrF6,6.0481,0.3224,0.0
mp-647116,ReNCl4O3,3.1536,0.5092,0.0
mp-672334,Sr4GaCN5,18.7327,0.6595,0.0
mp-675087,Ti3Fe5O12,30.3103,3.1399,0.0
mp-675286,Ca3UN4,14.4699,0.3251,0.0
mp-675345,Bi5(S2Cl)3,41.6156,1.2995,0.0
mp-675856,Yb(GdS2)2,22.3608,0.7321,0.0
mp-680410,K3Nb2S11,13.3258,1.0239,0.0
mp-684833,Na8Al6Si6O25,5.2275,0.2997,0.0
mp-698410,MnGe4H24C8(S5N)2,6.6575,0.5126,0.0
mp-705411,WO3,64.0004,8.7329,0.0
mp-705555,Fe10O11,13.7172,0.3687,0.0
mp-706228,K4Ti3Co(PO4)6,7.8762,0.4856,0.0
mp-707874,Ba7Cu3H17,20.8174,0.7499,0.0
mp-7462,Hg2SeO4,14.8935,0.4567,0.0
mp-752707,Li2CoBO4,7.2463,0.5711,0.0
mp-753225,LiTiFe2O5,26.9458,4.6522,0.0
mp-753252,Li2MnOF3,8.9078,0.4541,0.0
mp-753261,Li5MnCr3O8,16.3071,1.3738,0.0
mp-753415,LiFe2(PO4)2,11.7692,4.1139,0.0
mp-753453,Li2TiCo2O5,24.2031,1.6184,0.0
mp-753457,Li4Mn3OF11,7.4942,0.7265,0.0
mp-753470,Li4VCo3O8,18.4727,3.4291,0.0
mp-753622,VOF,11.9412,0.6453,0.0
mp-753648,LiFe2(PO4)2,6.5489,0.8515,0.0
mp-753664,V4P2O13,23.3109,1.3991,0.0
mp-753864,Sr2Li2Nb4O13,61.2818,5.2589,0.0
mp-754024,LiTi2V3O10,25.258,2.1168,0.0
mp-754034,Li2TlPCO7,12.1323,1.2821,0.0
mp-754347,LiVBO4,9.1345,0.5815,0.0
mp-754451,V5O12,19.7484,2.7297,0.0
mp-754554,Li5Fe2P2(CO7)2,10.1272,0.8057,0.0
mp-754652,V4O7F5,15.4448,0.7,0.0
mp-754935,Li2V3CrO8,28.275,1.976,0.0
mp-755023,Mg2Mn3O8,12.9166,0.3808,0.0
mp-755054,Ti3N2O3,29.6403,1.1773,0.0
mp-755385,Fe3OF5,9.2477,0.2752,0.0
mp-755473,Li3VCr3O8,16.0757,0.8039,0.0
mp-755580,VGaO3,17.8547,1.1582,0.0
mp-755587,V2O3F,12.8154,0.4192,0.0
mp-755825,Li5MnO4,10.8061,0.3642,0.0
mp-756000,Fe6O5F7,14.868,0.8266,0.0
mp-756151,Li4Cr5WO12,14.3523,0.3931,0.0
mp-756497,LiFeO2,15.7441,0.5282,0.0
mp-756675,Li5Fe3(SnO5)2,15.7225,1.2202,0.0
mp-757054,LiCrPO5,7.3657,1.1842,0.0
mp-757064,TiMn5O12,19.3772,0.9783,0.0
mp-757342,LiCrPO4,9.8442,1.2368,0.0
mp-757813,LiCoSbO4,12.5779,0.295,0.0
mp-757868,K2Li3CoO4,10.3747,0.4912,0.0
mp-758336,Li3VP3O11,7.3878,0.7952,0.0
mp-758587,Li2CuPO4,8.3368,0.3451,0.0
mp-758590,MnV4O12,23.1605,1.2338,0.0
mp-758907,CrH18I7N6,6.9156,0.2995,0.0
mp-759041,Li4Ti2Fe3O10,35.1862,6.674,0.0
mp-759046,LiFe(PO3)4,7.4176,0.4497,0.0
mp-759241,Li4Fe7O12,24.0593,1.7576,0.0
mp-759317,Na3NiO2,9.4999,0.365,0.0
mp-759472,LiCu(HO)4,7.0292,0.3978,0.0
mp-759621,LiV2O3F,18.9164,1.376,0.0
mp-759895,LiFe2(BO3)2,8.0453,0.5187,0.0
mp-759925,Zn2Hg2H2Se2O11,10.6365,0.4496,0.0
mp-760186,LiVCrP2(HO5)2,16.1453,2.6516,0.0
mp-760257,LiFe2(BO3)2,8.0453,0.5187,0.0
mp-760268,Li5Fe8(BO3)8,7.9672,0.4795,0.0
mp-760310,LiFe2(BO3)2,8.0453,0.5187,0.0
mp-760327,Na6NiO4,13.9465,0.3852,0.0
mp-760350,LiCo5O3F5,9.4886,0.3252,0.0
mp-760801,LiVOF2,11.1311,0.7256,0.0
mp-761213,Li3Fe8(BO3)8,8.1525,0.5576,0.0
mp-761221,LiFe2(BO3)2,8.0453,0.5187,0.0
mp-761270,Li9Cr5O12,14.0016,0.523,0.0
mp-762880,LiCoSiO4,8.078,0.5077,0.0
mp-763169,V2(OF)3,15.2655,0.7309,0.0
mp-763549,LiMn(CO3)2,10.666,0.8067,0.0
mp-764645,Li3MnF7,6.9137,0.4176,0.0
mp-764879,V4(OF3)3,13.0765,0.4138,0.0
mp-765575,Li7Fe7SiO16,14.41,0.4661,0.0
mp-765576,LiSi4NiO10,5.8708,0.4922,0.0
mp-766379,Li4V2Si3O10,6.7747,0.3474,0.0
mp-766466,Li2Mn(BO3)2,8.4067,0.9039,0.0
mp-768139,Li8Sb2S,14.0889,0.4089,0.0
mp-768208,Li3SbS4,15.1032,0.9021,0.0
mp-768375,CrFe5(PO4)6,9.4418,0.6135,0.0
mp-768418,Li3Mn(BO3)2,7.572,0.47,0.0
mp-768429,LiMnB2O5,7.1768,0.4978,0.0
mp-768685,Rb5FeO4,9.6265,0.6541,0.0
mp-768722,Li5Fe2P2(CO7)2,9.6708,0.5794,0.0
mp-769032,Li3NbS4,11.5124,0.6327,0.0
mp-769519,Li21(FeO4)4,14.9307,0.5626,0.0
mp-769572,LiAlVO4,8.3449,0.5383,0.0
mp-769606,LiZn4Fe13O24,16.0807,0.6922,0.0
mp-770138,Li5Fe2P2(CO7)2,10.5286,2.3738,0.0
mp-770394,Na5Fe2P2(CO7)2,7.8678,0.4101,0.0
mp-770500,Na6Mn2B4SO16,3.8518,0.3076,0.0
mp-770506,V5BO9,14.993,1.0151,0.0
mp-770765,Na3MnBAsO7,8.1885,0.3846,0.0
mp-770849,VCrO3,11.4251,0.4254,0.0
mp-770855,VCrO3,14.2275,0.7994,0.0
mp-770879,Fe5Co(PO4)6,9.256,0.5691,0.0
mp-770904,Li3Mn(BO3)2,8.6403,0.3116,0.0
mp-771209,Li7Cr3(WO8)2,26.9126,2.6851,0.0
mp-771267,LiZnFe7O12,15.789,0.6488,0.0
mp-771566,Lu2TeO6,14.185,0.447,0.0
mp-773197,Li2Cr4O13,10.6365,1.2211,0.0
mp-773516,Li3NiO3,13.5486,0.4446,0.0
mp-773636,Fe19(SiO4)12,11.6136,0.5548,0.0
mp-774472,PrSO,15.6884,0.5677,0.0
mp-774900,Li4V2Ni3Sn3O16,25.0389,2.5981,0.0
mp-775869,Li4Cr5SbO12,13.8102,0.3983,0.0
mp-776090,VOF,14.62,0.7148,0.0
mp-776100,Ti5Mn3O16,49.8486,1.9847,0.0
mp-776538,V4O7F5,16.9422,0.9634,0.0
mp-777543,Fe5O3F7,11.6534,0.5204,0.0
mp-777569,Ta2CrNO5,24.6478,1.2401,0.0
mp-778231,Na8Co2O7,8.4674,0.5498,0.0
mp-779227,Li24Ti11CrO36,20.3476,2.746,0.0
mp-779364,Li2CoBO4,11.0652,0.2886,0.0
mp-779449,LiVP2HO8,15.3063,1.912,0.0
mp-779703,Na4Sn5O12,11.4546,0.6886,0.0
mp-779746,Li4V3Fe2Sn3O16,23.3534,3.8277,0.0
mp-780129,Fe2OF3,11.6694,0.4357,0.0
mp-780496,Fe3OF5,9.5577,0.4751,0.0
mp-780630,LiVP2HO8,15.3063,1.912,0.0
mp-780775,Sr3Li3Cu3(PO4)4,8.8609,0.5096,0.0
mp-781049,V4OF11,9.3028,0.4114,0.0
mp-849476,Li17Ag12F29,7.1588,0.4229,0.0
mp-849710,Li7Fe8(BO3)8,7.8846,0.4232,0.0
mp-850329,Fe4O3F5,10.7125,0.4056,0.0
mp-850359,Li5Fe5(CoO6)2,21.6115,1.8886,0.0
mp-850739,Fe3OF5,9.2477,0.2752,0.0
mp-866688,Cs4P2PdSe8,11.7621,0.3126,0.0
mp-867961,Sb16Cl4O21,23.5351,1.4911,0.0
mp-971837,ZnCdTe2,11.6312,0.4009,0.0
mp-976118,HgH6I3NO,6.6827,0.3181,0.0
mp-978846,SnI2,22.6221,1.3127,0.0
mp-989612,LaCrN3,25.201,1.6108,0.0
mp-989645,YWN3,19.1604,0.528,0.0
mp-998430,CsInI3,10.5752,0.4393,0.0
mp-999137,SmTlSe2,24.4992,0.5406,0.0
mp-999289,PrTlSe2,25.6092,0.5623,0.0
mvc-10142,Mg(FeO2)2,11.6028,0.6098,0.0
mvc-10584,CaV3P3O13,17.7522,1.0055,0.0
mvc-11086,V2O5,19.3387,2.8117,0.0
mvc-11726,CaLa2MoO6,23.6365,1.3021,0.0
mvc-1323,BaYFe4O7,17.5044,0.612,0.0
mvc-13330,V3O7,17.8328,0.9657,0.0
mvc-13702,Zn2FeSbO6,14.9929,0.71,0.0
mvc-14383,CaCr2F12,5.3008,0.3753,0.0
mvc-3034,Mg4Co5(TeO6)3,13.3169,0.9049,0.0
mvc-4373,Ca2TaMoO6,34.4434,2.7735,0.0
mvc-5096,WO3,20.7491,1.7466,0.0
mvc-5676,TeWO6,11.1121,0.4931,0.0
mvc-8300,ZnNiMoP2O9,8.9799,0.7188,0.0
mvc-8433,CaGe2WO6,8.4096,0.4751,0.0
mvc-9196,MgTiV(PO4)3,11.2255,0.6852,0.0
mp-1012678,NaMo3P3O13,7.2965,0.9718,0.0
mp-1013850,LiV2P2O9,11.3929,0.8773,0.0
mp-1024049,Na2Zn2Se3,11.845,0.2664,0.0
mp-1036766,SrMg30VO32,10.1782,0.4236,0.0
mp-1064497,SnS,30.6081,1.2596,0.0
mp-1066791,TmTlS2,24.9004,0.5259,0.0
mp-1076335,K5Na3Nb8O24,25.6433,4.2048,0.0
mp-1076363,K5Na3TaNb7O24,28.3347,2.7305,0.0
mp-1076512,K5Na3Ta3Nb5O24,34.2925,3.6304,0.0
mp-1079673,ThSe3,13.5469,0.8648,0.0
mp-1080460,Mo(BrO)2,7.2339,0.6466,0.0
mp-1080730,Sr2ZrMnO6,29.3564,2.0905,0.0
mp-1084840,TiZn(BiO3)2,23.1082,1.6752,0.0
mp-1094109,Na6MnNi3(SbO6)2,13.2813,1.2384,0.0
mp-1099712,K5Na3Ta2Nb6O24,28.7821,2.724,0.0
mp-1101213,VNi(PO4)2,26.0171,6.7757,0.0
mp-1101257,Tm2Pt2O7,15.663,0.6393,0.0
mp-1101381,SbOF3,6.8948,0.6917,0.0
mp-1103169,NaAgO,8.272,0.4021,0.0
mp-1105213,ErTl(PSe3)2,16.7626,0.646,0.0
mp-1105484,Sm3FeO6,17.3256,0.701,0.0
mp-1105722,CeTi2O6,24.9323,1.3155,0.0
mp-1105780,Bi2O3,32.5186,2.918,0.0
mp-1111637,K2NaMoBr6,14.5266,0.5773,0.0
mp-1111950,K2AgRhF6,8.7946,0.3905,0.0
mp-1112009,Cs2NaMoBr6,10.733,0.4293,0.0
mp-1112104,K2AlAgBr6,18.7794,0.7547,0.0
mp-1112896,Cs2AlInI6,19.7829,0.5868,0.0
mp-1113577,Cs2AlAgBr6,16.8828,1.8233,0.0
mp-1113622,Cs2AgIrF6,7.7737,0.2695,0.0
mp-1113743,Rb2AlAgBr6,20.3873,3.4531,0.0
mp-1113876,Rb2AgRhF6,8.0364,0.3311,0.0
mp-1114445,Rb2NaMoBr6,11.016,0.5145,0.0
mp-1172828,WO3,41.213,9.1342,0.0
mp-1173213,Sr4Nb2O9,42.0009,3.8285,0.0
mp-1173734,NaCa3Fe4(SiO3)8,10.3181,1.2593,0.0
mp-1174383,Li5Mn2CoO8,19.3831,1.5424,0.0
mp-1174425,Li4MnCo2O7,14.9902,0.6398,0.0
mp-1174434,Li4MnCo2O7,14.9883,0.6388,0.0
mp-1174506,Li7Mn2(CoO4)3,16.8725,0.8586,0.0
mp-1175691,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1175786,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1175903,Li9Mn2Co5O16,20.9336,2.8876,0.0
mp-1176255,Li9Mn2Co5O16,14.8256,0.4605,0.0
mp-1176286,Li9Mn2Co5O16,16.3268,0.6425,0.0
