material_id,formula,diel_total_pred_n0,diel_total_ale_n0,diel_total_target
mp-1019568,CaAl2SiO6,6.7135,0.5471,0.0
mp-1019614,Cs3Y(PO4)2,9.6646,0.4563,0.0
mp-1019716,CsLi4(BO2)5,5.6486,0.266,0.0
mp-1020163,Na3Li2Al(SiO4)2,6.8228,0.246,0.0
mp-1020650,Sr3Ge2(B3O8)2,9.465,0.4604,0.0
mp-1020664,Rb2Li5(BO2)7,7.5378,0.5103,0.0
mp-1038204,LiMg30AlO32,9.7432,0.4352,0.0
mp-1038227,LiMg30AlO32,9.7432,0.4352,0.0
mp-1080005,Cs3Li2Br5,10.1759,0.3262,0.0
mp-10970,LiErO2,13.2455,0.4944,0.0
mp-1101171,Y2Zr2O7,21.6965,1.1176,0.0
mp-1101177,Y2Hf2O7,18.6269,0.733,0.0
mp-1101390,SmHO2,15.2701,0.4323,0.0
mp-1102846,H2SeO3,5.8183,0.3148,0.0
mp-1105589,Al2Si2H4O9,4.9117,0.4416,0.0
mp-1105620,Na4Sr(SiO3)3,8.5011,0.37,0.0
mp-1111202,K2RbYCl6,11.2372,0.4522,0.0
mp-1111205,K2RbTbCl6,11.3241,0.4478,0.0
mp-1111215,K2RbDyCl6,11.2158,0.4727,0.0
mp-1111217,K2RbCrF6,8.388,0.4341,0.0
mp-1111695,K3CrF6,8.0322,0.4266,0.0
mp-1112681,Cs2LiLaCl6,13.2835,0.4613,0.0
mp-1113327,CsRb2YCl6,10.2344,0.4549,0.0
mp-1113351,CsRb2TbCl6,10.3021,0.459,0.0
mp-1113352,CsRb2TmCl6,10.13,0.4374,0.0
mp-1113391,CsRb2LuCl6,10.1769,0.4558,0.0
mp-1113406,CsRb2ErCl6,10.3209,0.4456,0.0
mp-1113428,CsRb2DyCl6,10.3257,0.4546,0.0
mp-1114494,Rb3BiF6,8.5947,0.3658,0.0
mp-1114567,Rb2LiLaCl6,13.8465,0.4573,0.0
mp-1114627,Rb3LaCl6,10.5566,0.4081,0.0
mp-1114630,Rb3PrCl6,10.6665,0.46,0.0
mp-1114712,Rb3CrF6,7.8829,0.3889,0.0
mp-1133317,Na3Zr2Si2PO12,11.2231,0.7997,0.0
mp-1133351,Na3Zr2Si2PO12,11.0206,0.7331,0.0
mp-1173560,NaMg3Si4O11F,10.0923,1.1342,0.0
mp-1173798,Na2Al2Si3(HO3)4,5.714,0.2826,0.0
mp-1176635,LiMnF3,10.9433,1.0792,0.0
mp-1177101,Li5FeOF5,8.397,0.4738,0.0
mp-1178160,HoBrO,16.1635,0.5888,0.0
mp-1178178,HoTmO3,19.6386,0.8432,0.0
mp-1183012,Al2Si3H8(NO5)2,6.6956,0.2811,0.0
mp-1183664,Ca6Si6H2O19,10.0466,0.559,0.0
mp-1185531,LiNd6B3O13F2,13.2199,0.4808,0.0
mp-1187516,YbSiO3,20.9201,1.0959,0.0
mp-1190242,TbH9C5(NO4)2,7.8452,0.4378,0.0
mp-1190412,RbLi(C2N3)2,11.2919,0.8522,0.0
mp-1190566,TlSO3F,20.239,1.0737,0.0
mp-1190947,MgH12(NO)6,8.0168,0.5274,0.0
mp-1191311,Ba2MgSi2O7,10.9339,0.4437,0.0
mp-1191501,FeH10S2(NO2)4,6.1802,0.4554,0.0
mp-1191644,H2S,4.7288,0.4278,0.0
mp-1192370,Na5Pr4Si4O16F,10.7275,0.5352,0.0
mp-1192521,Na5Nd4Si4O16F,10.1913,0.5143,0.0
mp-1192933,CsAlSiO4,6.8111,0.281,0.0
mp-1193256,NaC2NO3,5.4303,0.3087,0.0
mp-1194365,Th(BO2)4,10.2155,0.5135,0.0
mp-1194756,Na4LuC3O9F,8.8048,0.2955,0.0
mp-1194993,Cs2LiNd(BO3)2,10.2442,0.7469,0.0
mp-1195060,MnP2(HO)4,5.8836,0.3588,0.0
mp-1195085,K2LiC3(SN)3,6.9801,0.4208,0.0
mp-1195144,Sb2H3CNF14,7.8488,0.5914,0.0
mp-1195311,CaLaMgAl2Si3HO13,9.6624,0.5016,0.0
mp-1195746,MgSiO3,6.2948,0.4594,0.0
mp-1195757,Li2Sn(H5O4)2,7.2444,0.2947,0.0
mp-1195921,La2P3(HO3)3,9.5174,0.3515,0.0
mp-1195973,NdH5(SeO4)2,7.6732,0.3656,0.0
mp-1196441,LiB2H11N2,4.867,0.4301,0.0
mp-1196855,La2P3(HO2)5,9.0145,0.4213,0.0
mp-1196911,MnPb(SO4)2,18.6994,1.2645,0.0
mp-1198270,MoH12C2(N3O2)2,6.2792,0.4169,0.0
mp-1198782,Ca2Al3H3O8,7.5,0.3533,0.0
mp-1198813,MoH8(NO2)2,6.7675,0.7331,0.0
mp-1198898,CsTh2(PO4)3,11.0306,0.5292,0.0
mp-1199031,Na2Al2Si3H6O13,5.9447,0.3887,0.0
mp-1199138,MgH18Br2O9,6.1048,0.3769,0.0
mp-1199622,ZrP2H4O9,6.9028,0.4684,0.0
mp-1199629,Ba2CdP4(H3O8)2,8.2603,0.4722,0.0
mp-1199954,Mn(BO2)2,6.664,0.4259,0.0
mp-1200751,MnBP(HO3)2,9.3956,0.9187,0.0
mp-1201301,K2Hf2O5,18.2188,1.3099,0.0
mp-1201495,Cs2Al2Si3O10,6.7972,0.2967,0.0
mp-1201808,Ba2MnP4(H3O8)2,7.2629,0.424,0.0
mp-1201894,P2H17C6NO2,5.0593,0.5117,0.0
mp-1201921,NaSb2H2OF7,7.1177,0.4323,0.0
mp-1202375,NaB3SeO7,6.316,0.5622,0.0
mp-1203037,KTi2H2F11,7.3191,0.4911,0.0
mp-1203183,LiPH3NO3,6.0419,0.3665,0.0
mp-1203272,H13C2Cl3O8,5.5111,0.4983,0.0
mp-1203838,Rb2Ti4H3F21,6.9497,0.6059,0.0
mp-1204445,ThH2(SO4)3,5.5014,0.4888,0.0
mp-1204611,Th2BPO8,11.3579,0.3579,0.0
mp-1204682,H8S(NO2)2,6.7669,0.6053,0.0
mp-1204749,LiAl(H3C)4,5.8803,0.5525,0.0
mp-1207478,Zr(ClO4)4,8.8273,1.4336,0.0
mp-1208513,Tb2Be2GeO7,13.3918,0.4337,0.0
mp-1208633,SrLiPO4,9.4083,0.3169,0.0
mp-1208687,Tb3PO7,14.6046,0.7041,0.0
mp-1209079,Sc2SiO5,13.2525,0.662,0.0
mp-1209170,RbSm2Cl7,8.2234,0.4504,0.0
mp-1209188,RbTb2Cl7,7.9712,0.4417,0.0
mp-1209287,RbSbClF3,5.8048,0.559,0.0
mp-1209392,RbPr(WO4)2,13.6302,0.5106,0.0
mp-1210101,NaBe2Tl3F8,19.9436,1.4219,0.0
mp-1210115,NaSrPO4,8.7455,0.2623,0.0
mp-1210309,Na3TbBr6,7.7427,0.2515,0.0
mp-1210332,Na3TmBr6,7.6918,0.2669,0.0
mp-1210364,Na2Sm2B2O7,10.9194,0.3761,0.0
mp-1210441,Na3LuBr6,7.6953,0.269,0.0
mp-1210506,Na3HoBr6,7.8247,0.2582,0.0
mp-1210529,Na3ErBr6,7.8039,0.2634,0.0
mp-1210536,Na3DyBr6,7.7383,0.2515,0.0
mp-1210617,MgTlCl3,13.8138,0.4527,0.0
mp-1210908,Li2Lu5B3O13,13.7891,0.3261,0.0
mp-1211270,KYbBr3,8.2323,0.3569,0.0
mp-1211332,KZn(PO3)3,5.9447,0.2287,0.0
mp-1211526,KTb2Cl7,9.3248,0.4957,0.0
mp-1211607,Li3La2(BO3)3,12.1075,0.5232,0.0
mp-1211622,KSm(WO4)2,14.5442,0.5111,0.0
mp-1211628,KEr(CO3)2,8.3415,0.3587,0.0
mp-1212238,H2PbCl2O7,11.1332,1.6364,0.0
mp-1212368,Ho2Be2GeO7,13.7569,0.438,0.0
mp-1212387,GdHfF7,19.1193,1.5329,0.0
mp-1212520,GdZrF7,19.7606,1.5793,0.0
mp-1212985,ErScO3,25.7983,1.7646,0.0
mp-1213255,Er3Sc2Al3O12,7.9512,0.3651,0.0
mp-1213272,CsSm2Cl7,8.5733,0.4004,0.0
mp-1214050,Ca4ErB3O10,11.4006,0.4431,0.0
mp-1214672,Ba2Mg2MnF10,7.7529,0.4062,0.0
mp-1214801,Ba2YbCl7,10.4062,0.5097,0.0
mp-1214960,AlH5(SeO4)2,5.8809,0.4586,0.0
mp-1215941,YSc(BO3)2,13.7613,0.5109,0.0
mp-1216239,Y9Er3Al20O48,19.8345,2.4046,0.0
mp-1216448,YH18(BrO6)3,6.5486,0.3888,0.0
mp-1216586,TmSc(BO3)2,13.8148,0.4994,0.0
mp-1217448,Th4P6PbO24,14.9357,0.5839,0.0
mp-1217607,TbBO3,13.825,0.4277,0.0
mp-1217661,Tb5Si2BO13,15.3588,0.5831,0.0
mp-1218249,SrLa4Si3O13,16.1587,0.5805,0.0
mp-1218410,SrCaMgSi2O7,9.593,0.4997,0.0
mp-1218454,SrCa3Hf4O12,22.4701,1.1418,0.0
mp-1218862,Sr2CaAlO4F,11.8728,0.5304,0.0
mp-1219120,SmH18(BrO6)3,6.6686,0.4048,0.0
mp-1219551,SbH5(OF3)2,6.0301,0.3135,0.0
mp-1219930,Pr4B3O10F,13.229,0.4349,0.0
mp-1220119,PrH18(BrO6)3,6.7351,0.4112,0.0
mp-1220171,NiH7C3NO6,6.268,0.6917,0.0
mp-1220819,NaY9(Si3O13)2,13.5917,0.7943,0.0
mp-1221031,NaNd9(Si3O13)2,13.5853,0.871,0.0
mp-1221034,NaGdF4,8.9018,0.6875,0.0
mp-1221322,Na4P4H10N4O11,6.4625,0.3461,0.0
mp-1222268,MgAsH16NO10,6.597,0.5842,0.0
mp-1222283,LuSc(BO3)2,13.6335,0.4998,0.0
mp-1222409,LiGaBH3O5,7.2635,0.3923,0.0
mp-1222450,LuBO3,12.7559,0.4796,0.0
mp-1222492,Li3ErBr6,15.6895,1.1247,0.0
mp-1223421,KPr9(Si3O13)2,13.7932,0.8934,0.0
mp-1223480,KNd9(Si3O13)2,13.4755,0.8333,0.0
mp-1223541,KAlSiO4,5.8645,0.3092,0.0
mp-1223556,KMnH5(SO5)2,7.5289,0.504,0.0
mp-1223616,KZnP2H5O9,7.1804,0.4785,0.0
mp-1223648,K2BrCl,6.8849,0.4539,0.0
mp-1223790,K3BrCl2,10.2639,0.3859,0.0
mp-1223817,K4MoWO8,10.911,0.5754,0.0
mp-1223873,HoSc(BO3)2,14.0071,0.5134,0.0
mp-1224055,K2Ba7(Si2O5)8,7.1919,0.4855,0.0
mp-1224065,K2MnH8(SO6)2,7.0185,0.6663,0.0
mp-1224320,K3Na9Sr4(BO2)20,7.4699,0.3088,0.0
mp-1225362,Dy2CO5,10.6753,0.4013,0.0
mp-1225475,ErSc(BO3)2,13.9933,0.5119,0.0
mp-1225948,CsGaNiF6,13.0792,1.4503,0.0
mp-1226414,Cs3H(SF6)2,14.693,1.0982,0.0
mp-1226863,CaBHO3,8.1508,0.3265,0.0
mp-1227220,CaLa4Si3O13,16.7828,0.5982,0.0
mp-1227482,BaSrMgSi2O7,9.9775,0.455,0.0
mp-1227590,Ca2Al3O6F,11.3812,0.6008,0.0
mp-1227593,Ca2Al2Si(HO4)2,9.3121,0.5482,0.0
mp-1227619,Ca4Al6SO16,14.2796,1.349,0.0
mp-1227873,Ca10Si3S3(O12F)2,9.6314,0.3976,0.0
mp-1228059,Ba3SrMg2(Si2O7)2,9.3872,0.335,0.0
mp-1233677,CaAl2(Si3O8)2,6.3263,0.7008,0.0
mp-1237338,Rb3BiF6,7.889,0.3654,0.0
mp-12436,Rb2Mn2(SO4)3,7.6946,0.378,0.0
mp-1246991,Sr2MgSi2O7,10.4958,0.4266,0.0
mp-14387,Tb3Al5O12,8.1776,0.3845,0.0
mp-14556,SmCd(BO2)5,8.0379,0.3654,0.0
mp-15004,Ca3ZrSi2O9,13.9239,1.1749,0.0
mp-15059,GdSnF7,9.0772,0.5479,0.0
mp-1577040,LiMnP2HO7,8.9025,0.9048,0.0
mp-16970,Na2Si2O5,6.5507,0.2973,0.0
mp-17357,NaSmSiO4,10.9411,0.432,0.0
mp-17921,NbSeOF7,4.9382,0.7005,0.0
mp-18043,Sr6YSc(BO3)6,8.954,0.3741,0.0
mp-18050,Li2MoO4,24.5358,3.3355,0.0
mp-18510,Sr2SiO4,13.0344,0.5607,0.0
mp-18677,PrSc3(BO3)4,12.0374,0.5072,0.0
mp-19220,CaSi2NiO6,9.4156,0.3539,0.0
mp-21099,K2Pb(SO4)2,10.3178,0.4392,0.0
mp-22220,LaLuO3,25.5831,1.1406,0.0
mp-23068,NdBrO,14.3188,0.4264,0.0
mp-23146,TlZnSClO4,12.6508,0.7588,0.0
mp-23303,RbBr,6.7093,0.3633,0.0
mp-23609,Zn3B7ClO13,6.6118,0.4151,0.0
mp-23622,Sm3Si2ClO8,12.3141,0.3424,0.0
mp-23634,KSbClF3,5.7284,0.5972,0.0
mp-23709,Mg(AlH4)2,6.8281,0.5483,0.0
mp-23951,Cs(BH)3,8.9945,0.3625,0.0
mp-23993,H4CSN2,5.9186,0.5442,0.0
mp-24230,HCNO,4.7013,0.4486,0.0
mp-24313,ZnH6(CO3)2,6.2654,0.3004,0.0
mp-24328,RbHCO2,6.3948,0.3265,0.0
mp-24574,NdH5(SeO4)2,7.6732,0.3656,0.0
mp-24606,Rb2MgH8(CO5)2,5.9102,0.2895,0.0
mp-24654,KZnP2H5O9,6.6417,0.4375,0.0
mp-24749,CdH6(CO3)2,7.9998,0.3631,0.0
mp-26027,LiNi(PO3)3,8.0831,1.3956,0.0
mp-26131,LiMo(PO3)4,6.643,0.5092,0.0
mp-26157,LiSb(PO3)4,6.4268,1.493,0.0
mp-28094,RbDy2Cl7,7.8785,0.4702,0.0
mp-28274,Ba3In2F12,15.7245,0.9349,0.0
mp-28341,LiGaCl4,4.8548,0.4386,0.0
mp-28549,Li8SiO6,7.5372,0.3322,0.0
mp-28850,MnAlF5,7.2022,0.4124,0.0
mp-29144,KTe2F9,6.0702,0.3603,0.0
mp-29222,Ba2Si3O8,10.0326,0.4742,0.0
mp-29309,Si2H6S,2.3595,0.596,0.0
mp-29327,SmBrO,14.7066,0.4187,0.0
mp-29903,TlTeF5,8.7219,0.4748,0.0
mp-3050,Y3Al5O12,7.9286,0.3667,0.0
mp-30926,LaB5O9,7.8152,0.4362,0.0
mp-31119,TbScO3,27.8792,1.973,0.0
mp-31120,DyScO3,27.3526,1.9021,0.0
mp-31121,HoScO3,26.8174,1.8913,0.0
mp-3193,Na2Si2O5,4.8811,0.2729,0.0
mp-3476,P2PbO6,31.6057,3.3693,0.0
mp-34993,LiAlO2,34.5495,6.9397,0.0
mp-3932,Ca3Si2O7,10.7698,0.5199,0.0
mp-3962,LaPO4,12.5764,0.4487,0.0
mp-42163,Ca10Si3S3(ClO12)2,13.0146,0.8917,0.0
mp-4321,MgSiO3,8.0326,0.3761,0.0
mp-4758,K2NbF7,10.1654,0.621,0.0
mp-5024,ZrP2O7,12.5205,0.7982,0.0
mp-5079,KSbF4,12.858,0.5698,0.0
mp-5152,La2SiO5,20.7808,0.7284,0.0
mp-5263,Ca4P2O9,14.236,1.0301,0.0
mp-530695,GdZr3F15,13.2728,1.0047,0.0
mp-542704,CsHCO2,6.3018,0.3694,0.0
mp-552120,YClO,14.298,0.6764,0.0
mp-553897,Ba2Si3O8,9.3337,0.4637,0.0
mp-554063,SmSeClO3,9.6965,0.335,0.0
mp-554532,K2TeClF5,8.2904,0.4916,0.0
mp-554539,Ca6Si3H2O13,10.2546,0.4957,0.0
mp-554856,Na2Si2O5,6.0432,0.2677,0.0
mp-555314,Sr7Zr(Si2O7)3,9.2862,0.474,0.0
mp-555842,Na3WO4F,9.0301,0.4616,0.0
mp-555952,Sb4RuC6(O3F11)2,6.8884,0.4862,0.0
mp-556061,CsSb2F11,6.5943,0.5241,0.0
mp-556137,Li2Ca4Si4O13,8.8739,0.3998,0.0
mp-556307,Na2Si2O5,4.8811,0.2729,0.0
mp-556423,Na2Si2O5,4.4962,0.3049,0.0
mp-556670,MnH6SO6,7.4322,0.5007,0.0
mp-556783,NaLiCO3,8.7607,0.5749,0.0
mp-556867,K2PrZr(PO4)3,6.788,0.3171,0.0
mp-556942,Ca2SiO4,11.8008,0.6407,0.0
mp-557006,Na2SbSO4F3,6.0848,0.277,0.0
mp-557176,Ba5B4(O5F)2,10.2619,0.4299,0.0
mp-557360,AsPCl3OF5,3.5056,0.51,0.0
mp-557375,NaLiCO3,6.1436,0.3591,0.0
mp-557589,TlZn(PO3)3,10.7055,0.4494,0.0
mp-557656,RbNaSi2O5,5.7061,0.2738,0.0
mp-557669,K3Na(MoO4)2,8.0364,0.3988,0.0
mp-558126,LaH4S2NO8,7.2558,0.338,0.0
mp-558129,KNaSi2O5,5.831,0.279,0.0
mp-558294,Li3TaO4,22.5266,2.6632,0.0
mp-558347,K4Ba(SiO3)3,10.7295,0.4134,0.0
mp-558603,K2Si4O9,5.5165,0.3473,0.0
mp-558616,SrZnP2O7,8.7886,0.4593,0.0
mp-558754,Sb4OsC6(O3F11)2,6.8477,0.5162,0.0
mp-558893,SbCSF11,1.5188,0.455,0.0
mp-559301,SbP(Cl2F3)2,5.104,0.6704,0.0
mp-559489,K2ZrSi2O7,8.9975,0.437,0.0
mp-559533,NaLiCO3,6.163,0.3223,0.0
mp-559901,KNa3Al4(SiO4)4,6.0944,0.3464,0.0
mp-559904,NaLi3SiO4,7.9417,0.3327,0.0
mp-560072,Li4Be3As3ClO12,6.1443,0.3273,0.0
mp-560535,K4Sr(SiO3)3,10.5922,0.438,0.0
mp-560626,Ba2Ni7F18,8.7476,0.4677,0.0
mp-560629,K3Al2(PO4)3,7.3014,0.3268,0.0
mp-560818,Sr5B3O9F,11.5691,0.4321,0.0
mp-560939,NaLaP2O7,8.247,0.2925,0.0
mp-561457,CsAlSiO4,6.9361,0.2397,0.0
mp-561567,Cs4CdNi3F12,9.0325,0.3793,0.0
mp-5634,NdOF,15.3275,0.4916,0.0
mp-571232,YbBr2,6.8895,0.2878,0.0
mp-571418,RbYbBr3,8.2839,0.3781,0.0
mp-572951,CsNaSi2O5,6.911,0.257,0.0
mp-5899,NdAlO3,21.2954,0.9473,0.0
mp-605691,La2P3H7O11,9.1002,0.4555,0.0
mp-608314,Rb2ZnCl4,7.5686,0.2404,0.0
mp-608516,CsGaCl4,7.0316,0.3198,0.0
mp-614628,Na3Ca(BO2)5,7.3788,0.2929,0.0
mp-625578,H5BrO2,12.208,0.781,0.0
mp-6368,CsSO2F,5.9707,0.2419,0.0
mp-643,ThO2,11.9642,0.7258,0.0
mp-643248,Na2AlH4ClO4,8.2602,0.5661,0.0
mp-6441,K2PO3F,6.936,0.302,0.0
mp-6531,K2Mn2(SO4)3,9.0544,0.6227,0.0
mp-6607,Ca5Si2SO12,10.6411,0.3603,0.0
mp-669333,Ba5Si8O21,9.2694,0.582,0.0
mp-673092,Li4Sn(PO3)6,8.3843,1.0263,0.0
mp-674506,NdPb7F17,19.2754,0.7214,0.0
mp-675342,NdPb4F11,28.8662,3.3022,0.0
mp-675831,Bi2Pb3F12,20.4823,0.7376,0.0
mp-677042,Na7Zr4Si5PO24,9.7952,0.5678,0.0
mp-677437,Na3Zr2Si2PO12,11.0206,0.7331,0.0
mp-680577,KGa2Cl7,6.1388,0.5049,0.0
mp-684427,LiSb(PO3)4,6.4268,1.493,0.0
mp-684489,LiBiP2O7,22.8645,3.2701,0.0
mp-686748,Ca2Al2Si(HO4)2,9.817,0.4674,0.0
mp-6892,Na6Mg2C4SO16,3.8259,0.2843,0.0
mp-695354,Na3Zr2Si2PO12,11.2231,0.7997,0.0
mp-695892,KH(IF6)2,6.9584,0.7751,0.0
mp-697683,PH8N3O2,6.4787,0.4744,0.0
mp-697914,ZrP2(H3O5)2,7.7185,0.7567,0.0
mp-6995,SrAl12O19,7.8358,0.5249,0.0
mp-703521,Na5P3(H3O4)4,6.3912,0.4046,0.0
mp-706579,KH3(SeO3)2,7.2252,0.4009,0.0
mp-707071,ZnH10C4N6(ClO2)2,6.8188,0.6282,0.0
mp-707530,Na3AlP2H2O9,7.8233,0.3524,0.0
mp-707940,ZrCd2H12(O3F4)2,7.176,0.3735,0.0
mp-720723,KAl2NiP3(H2O7)2,6.472,0.3295,0.0
mp-720835,Mg5H10(C2O9)2,5.1069,0.2579,0.0
mp-722348,RbP(HO2)2,6.2827,0.3086,0.0
mp-7257,K3NaP2(O3F)2,8.1741,0.4451,0.0
mp-733508,SmH5(SeO4)2,7.553,0.3699,0.0
mp-740711,Cs3B6H12Se4Br,6.1963,0.3424,0.0
mp-744434,YNiH3SO7,9.2894,0.478,0.0
mp-752435,DyTmO3,19.5559,0.8344,0.0
mp-752449,La2B4O9,12.4043,0.4378,0.0
mp-752717,La2SiO5,18.0473,0.9168,0.0
mp-753711,Ca3(PO4)2,14.3626,0.9173,0.0
mp-7538,LaErO3,26.1219,1.2157,0.0
mp-754283,HoHO2,12.7872,0.5687,0.0
mp-754526,TmBrO,7.5647,0.3748,0.0
mp-754613,K2ErPCO7,8.2731,0.3236,0.0
mp-754759,Y2O3,10.7917,0.398,0.0
mp-755165,YScO3,27.9361,2.0674,0.0
mp-755659,DyHO2,13.5645,0.5097,0.0
mp-755740,TbHoO3,20.269,0.8989,0.0
mp-755916,LiMn(PO3)3,8.5499,0.5267,0.0
mp-756048,TbErO3,20.0495,0.8786,0.0
mp-756118,TbSmO3,21.2571,0.9186,0.0
mp-756452,SmDyO3,20.7445,0.8964,0.0
mp-756647,K2YPCO7,8.1749,0.3342,0.0
mp-758839,NiP4H16(NO8)2,6.4215,0.5147,0.0
mp-758944,LiBi(PO3)4,16.3119,4.3444,0.0
mp-759141,LiBi(PO3)4,16.2043,3.6601,0.0
mp-759424,Li7Bi2P7O24,12.82,2.7178,0.0
mp-759844,Li6MnF8,9.8416,0.6335,0.0
mp-761075,NiP4O11,6.7366,0.8895,0.0
mp-761113,WOF4,6.4333,0.4957,0.0
mp-765592,Li2NiP2O7,10.8101,1.3134,0.0
mp-766269,ZnPH5C2N4O3,7.9211,0.378,0.0
mp-767114,SnP4O11,7.8137,0.7015,0.0
mp-767341,Li2ScPCO7,8.7977,0.4611,0.0
mp-767414,K2HoPCO7,8.2576,0.3346,0.0
mp-767523,Na2SmPCO7,8.5109,0.341,0.0
mp-767529,Na2TbPCO7,8.4001,0.3231,0.0
mp-768129,Na2HoPCO7,8.3074,0.3083,0.0
mp-768154,Na3MgPCO7,7.6127,0.2552,0.0
mp-768307,BaSO3,9.3228,0.3334,0.0
mp-768518,LaAlO3,15.0735,0.6129,0.0
mp-768670,K3MgPCO7,7.5362,0.2682,0.0
mp-768875,Li6B4O9,8.267,0.3469,0.0
mp-768920,Ho2(SeO3)3,8.6385,0.411,0.0
mp-769173,PrOF,16.1756,0.5907,0.0
mp-769301,Ca4Ta2O9,25.4805,1.222,0.0
mp-769307,Ca4Ta2O9,36.8047,2.4272,0.0
mp-769381,Ca3Ta2O8,22.4518,1.1663,0.0
mp-771336,Na3MgPCO7,10.1358,0.593,0.0
mp-771961,K2WO4,8.3796,0.5887,0.0
mp-772240,Li2MnH4(SO5)2,6.6596,0.3334,0.0
mp-772802,K2TmPCO7,8.2653,0.3104,0.0
mp-772832,K2LuPCO7,8.3275,0.3007,0.0
mp-776593,LuScO3,24.0741,1.4328,0.0
mp-777817,Li2Mn2(SO4)3,8.4596,0.4065,0.0
mp-778151,ErLuO3,19.0816,0.8379,0.0
mp-780362,La(ClO4)3,3.5892,0.8199,0.0
mp-780387,YbHfO3,31.4649,1.5303,0.0
mp-780411,LaAlO3,18.6074,1.2143,0.0
mp-780420,Lu4Al2O9,15.1466,0.523,0.0
mp-780468,LiMn2P4H11O18,12.5703,2.4759,0.0
mp-781707,La4Al2O9,23.3019,1.3774,0.0
mp-7995,Mg2BO3F,7.0748,0.235,0.0
mp-849311,MgSb2H2F14,5.5421,0.716,0.0
mp-861962,BaSb2F12,8.5234,0.6414,0.0
mp-862701,CsCaCO3F,7.9578,0.2713,0.0
mp-866613,CsNa2Be6(BO3)5,6.8414,0.3832,0.0
mp-867129,RbZnH2Se2ClO6,7.615,0.357,0.0
mp-9480,KAlSiO4,6.1658,0.3099,0.0
mp-973981,LuBrO,16.2874,0.6386,0.0
mp-975336,KCSN,5.9669,0.3463,0.0
mp-975666,PrBrO,14.0938,0.4153,0.0
mp-977298,LiBeH3,10.8258,0.9958,0.0
mp-989533,NaTl2InF6,20.3722,0.95,0.0
mp-989565,Rb2TlGaF6,13.053,0.6525,0.0
mvc-10400,BaZnSbF7,10.3662,0.6215,0.0
mvc-16411,CaSbF5,12.3633,0.901,0.0
mvc-2204,MgNi(PO3)4,6.6219,0.3763,0.0
mvc-3481,CaSbF5,10.2178,0.7077,0.0
mp-1019549,BaMg2Si2O7,9.7943,0.5294,0.0
mp-1019572,CaAl2SiO6,6.7135,0.5471,0.0
mp-1019573,CaAl2SiO6,6.7135,0.5471,0.0
mp-1019580,CaMg(SiO3)2,6.2259,0.3876,0.0
mp-1019584,CaAl2SiO6,10.8363,0.6717,0.0
mp-1019586,CaAl2SiO6,23.9829,5.8839,0.0
mp-1019587,CaAl2SiO6,9.6088,0.5278,0.0
mp-1019603,Cs2BaP2O7,8.1836,0.3358,0.0
mp-1019898,LaPO4,10.8368,0.3953,0.0
mp-1020115,MgSiO3,5.1348,0.3951,0.0
mp-1020117,MgSiO3,5.1348,0.3951,0.0
mp-1020118,MgSiO3,5.1742,0.3544,0.0
mp-1020124,MgSiO3,4.583,0.3546,0.0
mp-1020125,MgSiO3,5.1742,0.3544,0.0
mp-1020361,MgSiO3,5.6873,0.4546,0.0
mp-1020661,NaAl(SiO3)2,5.7242,0.4412,0.0
mp-1078197,H3CBr,3.7979,0.4432,0.0
mp-1079676,LiBeH3,9.6789,0.4957,0.0
mp-1080017,Cs2NaLaCl6,10.6378,0.4622,0.0
mp-1103762,Rb3Er(PO4)2,9.7688,0.3434,0.0
mp-1104817,Rb3Na(WO4)2,8.3651,0.4472,0.0
mp-1104938,Rb3Na(MoO4)2,7.9985,0.3173,0.0
mp-1111108,K2NaAsF6,10.3215,0.7876,0.0
mp-1111139,K2NaLaCl6,12.251,0.4394,0.0
mp-1111160,K3SmCl6,11.4429,0.424,0.0
mp-1111204,K2RbTmCl6,10.1877,0.4911,0.0
mp-1111209,K2RbLuCl6,10.2833,0.5351,0.0
mp-1111216,K2RbErCl6,10.6416,0.5393,0.0
mp-1111257,K2LiLaCl6,13.7704,0.4455,0.0
mp-1111391,K3NdCl6,11.5323,0.427,0.0
mp-1111502,K3AlCl6,8.53,0.3166,0.0
mp-1111968,Cs2RbAsF6,8.9107,0.629,0.0
mp-1112586,Cs2AlInF6,7.5182,0.4672,0.0
mp-1112606,Cs3BiF6,9.1135,0.454,0.0
mp-1113059,Cs2KAlCl6,8.0216,0.3052,0.0
mp-1114359,Rb2LiMoF6,7.8742,0.5182,0.0
mp-1114443,Rb2NaLaCl6,11.0481,0.4591,0.0
mp-1114489,Rb3AlCl6,9.177,0.2918,0.0
mp-1114629,Rb3NdCl6,10.664,0.4518,0.0
mp-1114634,Rb3SmCl6,10.6965,0.4637,0.0
mp-1114640,KRb2AsF6,8.0783,0.5241,0.0
mp-1114698,Rb2LiAsF6,18.3041,1.4864,0.0
mp-1173402,NiGeH12(OF)6,5.4811,0.3589,0.0
mp-1173738,Na3Mg4ScSi8(O11F)2,5.0381,0.3905,0.0
mp-1173812,Na3Mg4ScSi8(O11F)2,7.0675,0.4238,0.0
mp-1176669,LiHoO2,17.4331,0.8288,0.0
mp-1178362,DyClO,15.2501,0.6651,0.0
mp-1180494,Mg7Si2(H3O7)2,6.2488,0.4103,0.0
mp-1180560,NaY(C2O5)2,6.1374,0.342,0.0
mp-1180666,Li2BeH4,9.0373,0.3457,0.0
