Bi2Zr2O7,Bi2Zr2O7,Bi2Zr2O7,CsTaTeO6,CsTaTeO6,CsTaTeO6
energy (eV),(F(R)-E)^1/2,Fit,energy (eV),(F(R)-E)^1/2,Fit
0.7873,0.0502,-4.39477,0.7873,0.19289,-0.67528
0.7878,0.05008,-4.39329,0.7878,0.19289,-0.67403
0.7883,0.05022,-4.3918,0.7883,0.19316,-0.67277
0.7888,0.05032,-4.39032,0.7888,0.19328,-0.67151
0.78931,0.0502,-4.38883,0.78931,0.1934,-0.67025
0.78981,0.05024,-4.38734,0.78981,0.19357,-0.66899
0.79031,0.0503,-4.38585,0.79031,0.19371,-0.66773
0.79082,0.05033,-4.38435,0.79082,0.1938,-0.66646
0.79132,0.05038,-4.38285,0.79132,0.19394,-0.6652
0.79183,0.05042,-4.38136,0.79183,0.19421,-0.66393
0.79233,0.05035,-4.37986,0.79233,0.19439,-0.66266
0.79284,0.05044,-4.37835,0.79284,0.19449,-0.66139
0.79335,0.05047,-4.37685,0.79335,0.19458,-0.66012
0.79385,0.05063,-4.37534,0.79385,0.19478,-0.65884
0.79436,0.05045,-4.37384,0.79436,0.19484,-0.65757
0.79487,0.05054,-4.37233,0.79487,0.19511,-0.65629
0.79538,0.05064,-4.37081,0.79538,0.19522,-0.65501
0.79589,0.05059,-4.3693,0.79589,0.19535,-0.65373
0.7964,0.05071,-4.36779,0.7964,0.19566,-0.65245
0.79692,0.05083,-4.36627,0.79692,0.19577,-0.65117
0.79743,0.05081,-4.36475,0.79743,0.19585,-0.64988
0.79794,0.05076,-4.36323,0.79794,0.19598,-0.64859
0.79845,0.05074,-4.3617,0.79845,0.19617,-0.6473
0.79897,0.05078,-4.36018,0.79897,0.19619,-0.64601
0.79948,0.05081,-4.35865,0.79948,0.19647,-0.64472
0.8,0.05087,-4.35712,0.8,0.19666,-0.64343
0.80052,0.05091,-4.35559,0.80052,0.19679,-0.64213
0.80103,0.05103,-4.35406,0.80103,0.19699,-0.64084
0.80155,0.05124,-4.35252,0.80155,0.19713,-0.63954
0.80207,0.05096,-4.35099,0.80207,0.19715,-0.63824
0.80259,0.05108,-4.34945,0.80259,0.19753,-0.63693
0.80311,0.05118,-4.3479,0.80311,0.19757,-0.63563
0.80363,0.05115,-4.34636,0.80363,0.19765,-0.63432
0.80415,0.05119,-4.34482,0.80415,0.19786,-0.63302
0.80467,0.05126,-4.34327,0.80467,0.19813,-0.63171
0.80519,0.05123,-4.34172,0.80519,0.19831,-0.6304
0.80572,0.05125,-4.34017,0.80572,0.1983,-0.62908
0.80624,0.05137,-4.33862,0.80624,0.19848,-0.62777
0.80677,0.05134,-4.33706,0.80677,0.19881,-0.62645
0.80729,0.05148,-4.3355,0.80729,0.19881,-0.62514
0.80782,0.05141,-4.33394,0.80782,0.1989,-0.62382
0.80834,0.05144,-4.33238,0.80834,0.19919,-0.6225
0.80887,0.05144,-4.33082,0.80887,0.19923,-0.62117
0.8094,0.05154,-4.32925,0.8094,0.19945,-0.61985
0.80993,0.05163,-4.32769,0.80993,0.19968,-0.61852
0.81046,0.05171,-4.32612,0.81046,0.19987,-0.6172
0.81099,0.05169,-4.32454,0.81099,0.20005,-0.61587
0.81152,0.05176,-4.32297,0.81152,0.20017,-0.61453
0.81205,0.05175,-4.3214,0.81205,0.20027,-0.6132
0.81258,0.05163,-4.31982,0.81258,0.20036,-0.61187
0.81311,0.05186,-4.31824,0.81311,0.20068,-0.61053
0.81365,0.05185,-4.31666,0.81365,0.2009,-0.60919
0.81418,0.05189,-4.31507,0.81418,0.20106,-0.60785
0.81472,0.05197,-4.31349,0.81472,0.20113,-0.60651
0.81525,0.05211,-4.3119,0.81525,0.20136,-0.60517
0.81579,0.05205,-4.31031,0.81579,0.20154,-0.60382
0.81633,0.05203,-4.30872,0.81633,0.20163,-0.60247
0.81686,0.05208,-4.30712,0.81686,0.20187,-0.60112
0.8174,0.05214,-4.30552,0.8174,0.20195,-0.59977
0.81794,0.05225,-4.30393,0.81794,0.20217,-0.59842
0.81848,0.05228,-4.30232,0.81848,0.2024,-0.59707
0.81902,0.05224,-4.30072,0.81902,0.20254,-0.59571
0.81956,0.05237,-4.29912,0.81956,0.20275,-0.59435
0.82011,0.05239,-4.29751,0.82011,0.20289,-0.59299
0.82065,0.05245,-4.2959,0.82065,0.20302,-0.59163
0.82119,0.05243,-4.29429,0.82119,0.20319,-0.59027
0.82174,0.05246,-4.29268,0.82174,0.20339,-0.5889
0.82228,0.05253,-4.29106,0.82228,0.20352,-0.58754
0.82283,0.05267,-4.28944,0.82283,0.20376,-0.58617
0.82337,0.05258,-4.28782,0.82337,0.20383,-0.5848
0.82392,0.05276,-4.2862,0.82392,0.20413,-0.58343
0.82447,0.05279,-4.28458,0.82447,0.20427,-0.58205
0.82502,0.05275,-4.28295,0.82502,0.20442,-0.58068
0.82557,0.05278,-4.28132,0.82557,0.20462,-0.5793
0.82612,0.05295,-4.27969,0.82612,0.20482,-0.57792
0.82667,0.05295,-4.27806,0.82667,0.20489,-0.57654
0.82722,0.0529,-4.27642,0.82722,0.20503,-0.57515
0.82777,0.0528,-4.27479,0.82777,0.20513,-0.57377
0.82832,0.05306,-4.27315,0.82832,0.2056,-0.57238
0.82888,0.05321,-4.2715,0.82888,0.20574,-0.57099
0.82943,0.0531,-4.26986,0.82943,0.20574,-0.5696
0.82999,0.05322,-4.26821,0.82999,0.20596,-0.56821
0.83054,0.05335,-4.26657,0.83054,0.20619,-0.56681
0.8311,0.05339,-4.26492,0.8311,0.20632,-0.56542
0.83166,0.05334,-4.26326,0.83166,0.20645,-0.56402
0.83221,0.05328,-4.26161,0.83221,0.20653,-0.56262
0.83277,0.05359,-4.25995,0.83277,0.20695,-0.56122
0.83333,0.05347,-4.25829,0.83333,0.20704,-0.55981
0.83389,0.05357,-4.25663,0.83389,0.20713,-0.55841
0.83445,0.0535,-4.25497,0.83445,0.20725,-0.557
0.83502,0.05366,-4.2533,0.83502,0.20755,-0.55559
0.83558,0.05372,-4.25163,0.83558,0.20774,-0.55418
0.83614,0.05373,-4.24996,0.83614,0.20791,-0.55277
0.83671,0.05381,-4.24829,0.83671,0.2081,-0.55135
0.83727,0.05391,-4.24661,0.83727,0.20833,-0.54993
0.83784,0.05389,-4.24494,0.83784,0.2084,-0.54851
0.8384,0.05399,-4.24326,0.8384,0.20851,-0.54709
0.83897,0.054,-4.24157,0.83897,0.20881,-0.54567
0.83954,0.05396,-4.23989,0.83954,0.20891,-0.54425
0.84011,0.05409,-4.2382,0.84011,0.20918,-0.54282
0.84068,0.05413,-4.23652,0.84068,0.20925,-0.54139
0.84125,0.05425,-4.23482,0.84125,0.20957,-0.53996
0.84182,0.05426,-4.23313,0.84182,0.20973,-0.53853
0.84239,0.05436,-4.23144,0.84239,0.20996,-0.53709
0.84296,0.05439,-4.22974,0.84296,0.21014,-0.53566
0.84354,0.05434,-4.22804,0.84354,0.21018,-0.53422
0.84411,0.05448,-4.22633,0.84411,0.21044,-0.53278
0.84469,0.05466,-4.22463,0.84469,0.21079,-0.53133
0.84526,0.05466,-4.22292,0.84526,0.21095,-0.52989
0.84584,0.0547,-4.22121,0.84584,0.21109,-0.52844
0.84642,0.05457,-4.2195,0.84642,0.21109,-0.527
0.84699,0.05472,-4.21779,0.84699,0.21143,-0.52555
0.84757,0.05479,-4.21607,0.84757,0.2117,-0.52409
0.84815,0.05485,-4.21435,0.84815,0.21174,-0.52264
0.84873,0.05479,-4.21263,0.84873,0.21188,-0.52118
0.84932,0.05498,-4.21091,0.84932,0.21211,-0.51972
0.8499,0.05503,-4.20918,0.8499,0.21233,-0.51826
0.85048,0.05502,-4.20745,0.85048,0.21239,-0.5168
0.85106,0.05503,-4.20572,0.85106,0.21257,-0.51534
0.85165,0.05506,-4.20399,0.85165,0.21277,-0.51387
0.85223,0.0551,-4.20225,0.85223,0.2129,-0.5124
0.85282,0.05516,-4.20052,0.85282,0.21312,-0.51093
0.85341,0.05524,-4.19878,0.85341,0.21319,-0.50946
0.85399,0.05522,-4.19703,0.85399,0.21345,-0.50799
0.85458,0.05521,-4.19529,0.85458,0.21362,-0.50651
0.85517,0.05519,-4.19354,0.85517,0.21376,-0.50503
0.85576,0.05525,-4.19179,0.85576,0.21395,-0.50355
0.85635,0.05523,-4.19004,0.85635,0.21402,-0.50207
0.85695,0.05524,-4.18828,0.85695,0.21429,-0.50058
0.85754,0.0553,-4.18653,0.85754,0.21455,-0.4991
0.85813,0.05526,-4.18477,0.85813,0.21455,-0.49761
0.85873,0.0553,-4.18301,0.85873,0.21481,-0.49612
0.85932,0.0553,-4.18124,0.85932,0.21496,-0.49463
0.85992,0.05527,-4.17947,0.85992,0.21517,-0.49313
0.86051,0.05523,-4.1777,0.86051,0.21536,-0.49163
0.86111,0.0553,-4.17593,0.86111,0.21553,-0.49013
0.86171,0.05528,-4.17416,0.86171,0.21566,-0.48863
0.86231,0.05536,-4.17238,0.86231,0.21588,-0.48713
0.86291,0.0553,-4.1706,0.86291,0.21613,-0.48562
0.86351,0.05531,-4.16882,0.86351,0.2162,-0.48412
0.86411,0.05531,-4.16704,0.86411,0.21636,-0.48261
0.86471,0.05538,-4.16525,0.86471,0.21652,-0.4811
0.86532,0.05536,-4.16346,0.86532,0.21669,-0.47958
0.86592,0.05533,-4.16167,0.86592,0.21691,-0.47807
0.86653,0.05534,-4.15988,0.86653,0.21707,-0.47655
0.86713,0.05527,-4.15808,0.86713,0.21723,-0.47503
0.86774,0.05532,-4.15628,0.86774,0.21736,-0.47351
0.86835,0.05527,-4.15448,0.86835,0.21746,-0.47198
0.86896,0.05534,-4.15267,0.86896,0.21768,-0.47046
0.86957,0.05534,-4.15087,0.86957,0.21783,-0.46893
0.87018,0.05535,-4.14906,0.87018,0.21804,-0.4674
0.87079,0.05534,-4.14725,0.87079,0.21806,-0.46586
0.8714,0.05528,-4.14543,0.8714,0.21825,-0.46433
0.87201,0.05524,-4.14362,0.87201,0.21835,-0.46279
0.87262,0.05524,-4.1418,0.87262,0.21858,-0.46125
0.87324,0.05527,-4.13997,0.87324,0.21865,-0.45971
0.87385,0.05507,-4.13815,0.87385,0.21867,-0.45817
0.87447,0.05513,-4.13632,0.87447,0.21889,-0.45662
0.87509,0.05519,-4.13449,0.87509,0.21902,-0.45507
0.87571,0.05508,-4.13266,0.87571,0.2192,-0.45352
0.87633,0.05504,-4.13082,0.87633,0.21914,-0.45197
0.87694,0.05528,-4.12899,0.87694,0.21994,-0.45042
0.87757,0.05496,-4.12715,0.87757,0.21954,-0.44886
0.87819,0.05495,-4.1253,0.87819,0.2195,-0.4473
0.87881,0.05494,-4.12346,0.87881,0.21944,-0.44574
0.87943,0.05454,-4.12161,0.87943,0.21959,-0.44418
0.88006,0.05447,-4.11976,0.88006,0.21958,-0.44261
0.88068,0.05441,-4.11791,0.88068,0.21981,-0.44104
0.88131,0.05439,-4.11605,0.88131,0.22002,-0.43947
0.88193,0.05414,-4.11419,0.88193,0.21974,-0.4379
0.88256,0.05422,-4.11233,0.88256,0.22015,-0.43633
0.88319,0.05386,-4.11047,0.88319,0.22002,-0.43475
0.88382,0.05372,-4.1086,0.88382,0.22021,-0.43317
0.88445,0.05347,-4.10673,0.88445,0.2201,-0.43159
0.88508,0.05349,-4.10486,0.88508,0.22016,-0.43
0.88571,0.05353,-4.10299,0.88571,0.22061,-0.42842
0.88635,0.05319,-4.10111,0.88635,0.22036,-0.42683
0.88698,0.05298,-4.09923,0.88698,0.22011,-0.42524
0.88762,0.05299,-4.09735,0.88762,0.22045,-0.42365
0.88825,0.05263,-4.09546,0.88825,0.2205,-0.42205
0.88889,0.05299,-4.09357,0.88889,0.22047,-0.42046
0.88953,0.05266,-4.09168,0.88953,0.22025,-0.41886
0.89017,0.05229,-4.08979,0.89017,0.22011,-0.41725
0.8908,0.05244,-4.08789,0.8908,0.22052,-0.41565
0.89145,0.05188,-4.086,0.89145,0.22016,-0.41404
0.89209,0.05169,-4.08409,0.89209,0.22017,-0.41243
0.89273,0.05185,-4.08219,0.89273,0.22034,-0.41082
0.89337,0.05177,-4.08028,0.89337,0.22055,-0.40921
0.89402,0.05154,-4.07837,0.89402,0.22065,-0.40759
0.89466,0.05156,-4.07646,0.89466,0.22106,-0.40598
0.89531,0.05169,-4.07455,0.89531,0.22146,-0.40436
0.89595,0.0517,-4.07263,0.89595,0.22187,-0.40273
0.8966,0.05167,-4.07071,0.8966,0.22228,-0.40111
0.89725,0.05185,-4.06878,0.89725,0.22229,-0.39948
0.8979,0.05195,-4.06686,0.8979,0.22291,-0.39785
0.89855,0.05215,-4.06493,0.89855,0.22358,-0.39622
0.8992,0.05232,-4.063,0.8992,0.22405,-0.39458
0.89985,0.05255,-4.06106,0.89985,0.22463,-0.39295
0.90051,0.05272,-4.05912,0.90051,0.22521,-0.39131
0.90116,0.05316,-4.05718,0.90116,0.22589,-0.38967
0.90182,0.05348,-4.05524,0.90182,0.22646,-0.38802
0.90247,0.0536,-4.05329,0.90247,0.22681,-0.38638
0.90313,0.0538,-4.05135,0.90313,0.2272,-0.38473
0.90379,0.054,-4.04939,0.90379,0.22764,-0.38308
0.90445,0.05419,-4.04744,0.90445,0.22798,-0.38142
0.90511,0.05433,-4.04548,0.90511,0.22836,-0.37977
0.90577,0.05462,-4.04352,0.90577,0.22882,-0.37811
0.90643,0.0546,-4.04156,0.90643,0.22911,-0.37645
0.9071,0.05453,-4.03959,0.9071,0.22919,-0.37478
0.90776,0.05477,-4.03762,0.90776,0.22978,-0.37312
0.90842,0.05502,-4.03565,0.90842,0.23042,-0.37145
0.90909,0.05498,-4.03368,0.90909,0.23095,-0.36978
0.90976,0.0552,-4.0317,0.90976,0.23116,-0.36811
0.91043,0.05515,-4.02972,0.91043,0.23195,-0.36643
0.91109,0.05533,-4.02774,0.91109,0.23238,-0.36475
0.91176,0.05543,-4.02575,0.91176,0.23293,-0.36307
0.91244,0.05543,-4.02376,0.91244,0.23319,-0.36139
0.91311,0.05568,-4.02177,0.91311,0.23369,-0.3597
0.91378,0.05558,-4.01977,0.91378,0.23399,-0.35802
0.91445,0.05585,-4.01778,0.91445,0.23449,-0.35633
0.91513,0.05593,-4.01577,0.91513,0.23496,-0.35463
0.91581,0.05604,-4.01377,0.91581,0.23527,-0.35294
0.91648,0.05587,-4.01176,0.91648,0.23536,-0.35124
0.91716,0.05627,-4.00975,0.91716,0.23587,-0.34954
0.91784,0.05637,-4.00774,0.91784,0.23629,-0.34784
0.91852,0.05638,-4.00573,0.91852,0.23632,-0.34613
0.9192,0.05653,-4.00371,0.9192,0.23656,-0.34442
0.91988,0.05668,-4.00168,0.91988,0.23691,-0.34271
0.92056,0.05673,-3.99966,0.92056,0.23708,-0.341
0.92125,0.05679,-3.99763,0.92125,0.23746,-0.33928
0.92193,0.05689,-3.9956,0.92193,0.23767,-0.33757
0.92262,0.05705,-3.99357,0.92262,0.23789,-0.33585
0.92331,0.05707,-3.99153,0.92331,0.23804,-0.33412
0.92399,0.05712,-3.98949,0.92399,0.23829,-0.3324
0.92468,0.05705,-3.98745,0.92468,0.23851,-0.33067
0.92537,0.05727,-3.9854,0.92537,0.2389,-0.32894
0.92606,0.05732,-3.98335,0.92606,0.23896,-0.3272
0.92676,0.05728,-3.9813,0.92676,0.23945,-0.32547
0.92745,0.05732,-3.97925,0.92745,0.23954,-0.32373
0.92814,0.05748,-3.97719,0.92814,0.23981,-0.32199
0.92884,0.05755,-3.97513,0.92884,0.24015,-0.32024
0.92954,0.05754,-3.97306,0.92954,0.24063,-0.3185
0.93023,0.0575,-3.97099,0.93023,0.24066,-0.31675
0.93093,0.05755,-3.96892,0.93093,0.24093,-0.315
0.93163,0.05765,-3.96685,0.93163,0.24137,-0.31324
0.93233,0.05773,-3.96477,0.93233,0.24164,-0.31148
0.93303,0.05772,-3.96269,0.93303,0.24189,-0.30972
0.93373,0.0578,-3.96061,0.93373,0.24219,-0.30796
0.93444,0.05783,-3.95852,0.93444,0.2425,-0.3062
0.93514,0.05792,-3.95643,0.93514,0.24282,-0.30443
0.93585,0.05792,-3.95434,0.93585,0.24321,-0.30266
0.93656,0.05791,-3.95225,0.93656,0.24337,-0.30089
0.93726,0.05794,-3.95015,0.93726,0.24364,-0.29911
0.93797,0.05805,-3.94805,0.93797,0.24405,-0.29733
0.93868,0.05818,-3.94594,0.93868,0.24443,-0.29555
0.93939,0.05818,-3.94383,0.93939,0.24468,-0.29377
0.94011,0.05819,-3.94172,0.94011,0.24489,-0.29198
0.94082,0.05825,-3.93961,0.94082,0.24523,-0.29019
0.94153,0.05819,-3.93749,0.94153,0.24547,-0.2884
0.94225,0.05821,-3.93537,0.94225,0.24579,-0.2866
0.94297,0.05834,-3.93324,0.94297,0.24621,-0.28481
0.94368,0.05839,-3.93111,0.94368,0.24654,-0.28301
0.9444,0.05841,-3.92898,0.9444,0.24683,-0.2812
0.94512,0.05844,-3.92685,0.94512,0.24711,-0.2794
0.94584,0.0585,-3.92471,0.94584,0.24746,-0.27759
0.94656,0.05848,-3.92257,0.94656,0.24777,-0.27578
0.94729,0.05864,-3.92043,0.94729,0.24815,-0.27396
0.94801,0.05871,-3.91828,0.94801,0.24864,-0.27215
0.94874,0.05856,-3.91613,0.94874,0.24878,-0.27033
0.94946,0.05855,-3.91397,0.94946,0.24916,-0.26851
0.95019,0.05865,-3.91182,0.95019,0.24955,-0.26668
0.95092,0.05879,-3.90966,0.95092,0.25001,-0.26485
0.95165,0.05882,-3.90749,0.95165,0.2503,-0.26302
0.95238,0.05873,-3.90533,0.95238,0.25054,-0.26119
0.95311,0.05881,-3.90316,0.95311,0.2509,-0.25935
0.95385,0.05899,-3.90098,0.95385,0.25132,-0.25751
0.95458,0.05913,-3.8988,0.95458,0.25172,-0.25567
0.95532,0.05905,-3.89662,0.95532,0.25191,-0.25383
0.95605,0.05899,-3.89444,0.95605,0.25236,-0.25198
0.95679,0.05917,-3.89225,0.95679,0.25279,-0.25013
0.95753,0.0592,-3.89006,0.95753,0.25301,-0.24828
0.95827,0.05916,-3.88787,0.95827,0.25334,-0.24642
0.95901,0.05921,-3.88567,0.95901,0.25363,-0.24456
0.95975,0.05925,-3.88347,0.95975,0.25403,-0.2427
0.9605,0.05938,-3.88127,0.9605,0.25446,-0.24083
0.96124,0.05944,-3.87906,0.96124,0.25469,-0.23897
0.96199,0.05951,-3.87685,0.96199,0.25522,-0.2371
0.96273,0.0594,-3.87463,0.96273,0.25558,-0.23522
0.96348,0.05945,-3.87242,0.96348,0.25596,-0.23335
0.96423,0.05954,-3.87019,0.96423,0.25621,-0.23147
0.96498,0.05963,-3.86797,0.96498,0.2566,-0.22958
0.96573,0.05964,-3.86574,0.96573,0.25693,-0.2277
0.96648,0.05966,-3.86351,0.96648,0.25736,-0.22581
0.96724,0.0597,-3.86127,0.96724,0.25769,-0.22392
0.96799,0.05971,-3.85904,0.96799,0.25799,-0.22203
0.96875,0.05974,-3.85679,0.96875,0.25848,-0.22013
0.96951,0.05989,-3.85455,0.96951,0.25882,-0.21823
0.97027,0.05984,-3.8523,0.97027,0.25918,-0.21633
0.97103,0.05993,-3.85005,0.97103,0.25963,-0.21442
0.97179,0.05987,-3.84779,0.97179,0.25987,-0.21251
0.97255,0.05999,-3.84553,0.97255,0.26041,-0.2106
0.97331,0.06004,-3.84327,0.97331,0.26077,-0.20868
0.97408,0.06006,-3.841,0.97408,0.26115,-0.20677
0.97484,0.0601,-3.83873,0.97484,0.26157,-0.20485
0.97561,0.0601,-3.83645,0.97561,0.26185,-0.20292
0.97638,0.06018,-3.83418,0.97638,0.26235,-0.20099
0.97715,0.06025,-3.8319,0.97715,0.26268,-0.19906
0.97792,0.06034,-3.82961,0.97792,0.26317,-0.19713
0.97869,0.06033,-3.82732,0.97869,0.2636,-0.1952
0.97946,0.06033,-3.82503,0.97946,0.26393,-0.19326
0.98024,0.06037,-3.82274,0.98024,0.26423,-0.19131
0.98101,0.06042,-3.82044,0.98101,0.26478,-0.18937
0.98179,0.06035,-3.81813,0.98179,0.26501,-0.18742
0.98257,0.06042,-3.81583,0.98257,0.26538,-0.18547
0.98335,0.06051,-3.81352,0.98335,0.26582,-0.18351
0.98413,0.06048,-3.8112,0.98413,0.26629,-0.18156
0.98491,0.06062,-3.80888,0.98491,0.26674,-0.1796
0.98569,0.06057,-3.80656,0.98569,0.26711,-0.17763
0.98648,0.06066,-3.80424,0.98648,0.26759,-0.17566
0.98726,0.06067,-3.80191,0.98726,0.26793,-0.17369
0.98805,0.06064,-3.79958,0.98805,0.26828,-0.17172
0.98884,0.06068,-3.79724,0.98884,0.26879,-0.16974
0.98962,0.06078,-3.7949,0.98962,0.26927,-0.16777
0.99042,0.06077,-3.79256,0.99042,0.26962,-0.16578
0.99121,0.06088,-3.79021,0.99121,0.27006,-0.1638
0.992,0.06094,-3.78786,0.992,0.2705,-0.16181
0.99279,0.06099,-3.7855,0.99279,0.27098,-0.15982
0.99359,0.06101,-3.78315,0.99359,0.27142,-0.15782
0.99439,0.06091,-3.78078,0.99439,0.27179,-0.15582
0.99518,0.06091,-3.77842,0.99518,0.27219,-0.15382
0.99598,0.06106,-3.77605,0.99598,0.27279,-0.15181
0.99678,0.06119,-3.77367,0.99678,0.27327,-0.14981
0.99759,0.06115,-3.7713,0.99759,0.27366,-0.14779
0.99839,0.06125,-3.76891,0.99839,0.27413,-0.14578
0.99919,0.06127,-3.76653,0.99919,0.27462,-0.14376
1,0.06127,-3.76414,1,0.27506,-0.14174
1.00081,0.06133,-3.76175,1.00081,0.27557,-0.13972
1.00162,0.06136,-3.75935,1.00162,0.27606,-0.13769
1.00243,0.06145,-3.75695,1.00243,0.2765,-0.13566
1.00324,0.06154,-3.75454,1.00324,0.27714,-0.13362
1.00405,0.06152,-3.75214,1.00405,0.27758,-0.13158
1.00486,0.06159,-3.74972,1.00486,0.27802,-0.12954
1.00568,0.06168,-3.74731,1.00568,0.2785,-0.1275
1.00649,0.06177,-3.74489,1.00649,0.27908,-0.12545
1.00731,0.06178,-3.74246,1.00731,0.27952,-0.1234
1.00813,0.0618,-3.74004,1.00813,0.28006,-0.12135
1.00895,0.06183,-3.7376,1.00895,0.2806,-0.11929
1.00977,0.06186,-3.73517,1.00977,0.28104,-0.11723
1.01059,0.06189,-3.73273,1.01059,0.28155,-0.11516
1.01142,0.06197,-3.73028,1.01142,0.28197,-0.1131
1.01224,0.06198,-3.72783,1.01224,0.28254,-0.11102
1.01307,0.06207,-3.72538,1.01307,0.28306,-0.10895
1.0139,0.06213,-3.72293,1.0139,0.2837,-0.10687
1.01473,0.06216,-3.72047,1.01473,0.28415,-0.10479
1.01556,0.06209,-3.718,1.01556,0.28456,-0.10271
1.01639,0.06212,-3.71553,1.01639,0.28509,-0.10062
1.01723,0.0622,-3.71306,1.01723,0.28565,-0.09853
1.01806,0.06228,-3.71059,1.01806,0.28618,-0.09643
1.0189,0.0623,-3.70811,1.0189,0.28666,-0.09433
1.01974,0.06235,-3.70562,1.01974,0.28732,-0.09223
1.02058,0.06236,-3.70313,1.02058,0.28782,-0.09013
1.02142,0.06235,-3.70064,1.02142,0.28835,-0.08802
1.02226,0.06234,-3.69814,1.02226,0.28879,-0.0859
1.0231,0.06249,-3.69564,1.0231,0.28943,-0.08379
1.02395,0.06257,-3.69314,1.02395,0.29001,-0.08167
1.02479,0.06262,-3.69063,1.02479,0.29062,-0.07955
1.02564,0.06261,-3.68812,1.02564,0.29113,-0.07742
1.02649,0.06257,-3.6856,1.02649,0.29161,-0.07529
1.02734,0.06266,-3.68308,1.02734,0.29224,-0.07316
1.02819,0.06275,-3.68055,1.02819,0.29284,-0.07102
1.02905,0.06272,-3.67802,1.02905,0.29332,-0.06888
1.0299,0.06273,-3.67549,1.0299,0.29391,-0.06674
1.03076,0.06282,-3.67295,1.03076,0.29461,-0.06459
1.03161,0.06279,-3.67041,1.03161,0.29507,-0.06244
1.03247,0.06283,-3.66786,1.03247,0.29564,-0.06028
1.03333,0.06287,-3.66531,1.03333,0.29628,-0.05813
1.0342,0.06251,-3.66275,1.0342,0.29775,-0.05596
1.03506,0.06244,-3.66019,1.03506,0.29794,-0.0538
1.03592,0.06248,-3.65763,1.03592,0.29861,-0.05163
1.03679,0.06259,-3.65506,1.03679,0.2993,-0.04946
1.03766,0.06277,-3.65249,1.03766,0.29989,-0.04728
1.03853,0.06268,-3.64991,1.03853,0.3004,-0.0451
1.0394,0.06276,-3.64733,1.0394,0.301,-0.04292
1.04027,0.06277,-3.64475,1.04027,0.30169,-0.04073
1.04114,0.06271,-3.64216,1.04114,0.30226,-0.03854
1.04202,0.06274,-3.63956,1.04202,0.30293,-0.03634
1.04289,0.06281,-3.63697,1.04289,0.30352,-0.03415
1.04377,0.06282,-3.63436,1.04377,0.30416,-0.03194
1.04465,0.06289,-3.63176,1.04465,0.30486,-0.02974
1.04553,0.06293,-3.62914,1.04553,0.30544,-0.02753
1.04641,0.06283,-3.62653,1.04641,0.30604,-0.02531
1.0473,0.06288,-3.62391,1.0473,0.3067,-0.0231
1.04818,0.06303,-3.62128,1.04818,0.30738,-0.02088
1.04907,0.06305,-3.61865,1.04907,0.308,-0.01865
1.04996,0.06318,-3.61602,1.04996,0.30881,-0.01642
1.05085,0.06316,-3.61338,1.05085,0.30948,-0.01419
1.05174,0.06312,-3.61074,1.05174,0.31011,-0.01196
1.05263,0.0632,-3.60809,1.05263,0.31082,-0.00972
1.05353,0.06324,-3.60544,1.05353,0.31156,-0.00747
1.05442,0.0633,-3.60278,1.05442,0.31225,-0.00523
1.05532,0.06339,-3.60012,1.05532,0.31289,-0.00298
1.05622,0.06343,-3.59746,1.05622,0.31354,-7.20E-04
1.05712,0.06351,-3.59479,1.05712,0.31431,0.00154
1.05802,0.06349,-3.59211,1.05802,0.31503,0.0038
1.05892,0.0636,-3.58944,1.05892,0.31577,0.00607
1.05983,0.06357,-3.58675,1.05983,0.31651,0.00834
1.06074,0.06362,-3.58406,1.06074,0.31709,0.01061
1.06164,0.06375,-3.58137,1.06164,0.31795,0.01289
1.06255,0.06379,-3.57867,1.06255,0.3187,0.01517
1.06346,0.06383,-3.57597,1.06346,0.31938,0.01746
1.06438,0.06387,-3.57327,1.06438,0.32015,0.01975
1.06529,0.06385,-3.57055,1.06529,0.32092,0.02204
1.06621,0.06322,-3.56784,1.06621,0.32161,0.02434
1.06713,0.06406,-3.56512,1.06713,0.32234,0.02664
1.06804,0.0641,-3.56239,1.06804,0.32304,0.02895
1.06897,0.06414,-3.55966,1.06897,0.32385,0.03126
1.06989,0.06425,-3.55693,1.06989,0.32463,0.03357
1.07081,0.06422,-3.55419,1.07081,0.32542,0.03589
1.07174,0.06434,-3.55145,1.07174,0.32618,0.03821
1.07266,0.06483,-3.5487,1.07266,0.3274,0.04053
1.07359,0.06423,-3.54594,1.07359,0.3276,0.04286
1.07452,0.06416,-3.54318,1.07452,0.32833,0.0452
1.07546,0.06428,-3.54042,1.07546,0.32908,0.04754
1.07639,0.06399,-3.53765,1.07639,0.32986,0.04988
1.07732,0.06437,-3.53488,1.07732,0.33082,0.05222
1.07826,0.06437,-3.5321,1.07826,0.33154,0.05457
1.0792,0.06436,-3.52932,1.0792,0.33234,0.05693
1.08014,0.06485,-3.52653,1.08014,0.33387,0.05928
1.08108,0.0643,-3.52374,1.08108,0.33416,0.06165
1.08202,0.06434,-3.52094,1.08202,0.33484,0.06401
1.08297,0.06436,-3.51814,1.08297,0.33567,0.06638
1.08392,0.06448,-3.51534,1.08392,0.3368,0.06876
1.08486,0.06475,-3.51252,1.08486,0.33783,0.07114
1.08581,0.06467,-3.50971,1.08581,0.33856,0.07352
1.08677,0.06467,-3.50689,1.08677,0.33925,0.07591
