Bi2Zr2O7,Bi2Zr2O7,Bi2Zr2O7,CsTaTeO6,CsTaTeO6,CsTaTeO6
energy (eV),(F(R)-E)^1/2,Fit,energy (eV),(F(R)-E)^1/2,Fit
1.08772,0.06468,-3.50406,1.08772,0.3401,0.0783
1.08867,0.0647,-3.50123,1.08867,0.34113,0.08069
1.08963,0.06475,-3.49839,1.08963,0.34203,0.08309
1.09059,0.06489,-3.49555,1.09059,0.34251,0.0855
1.09155,0.06479,-3.4927,1.09155,0.34387,0.08791
1.09251,0.06478,-3.48985,1.09251,0.34489,0.09032
1.09347,0.06498,-3.487,1.09347,0.34583,0.09273
1.09444,0.06498,-3.48414,1.09444,0.34664,0.09516
1.09541,0.06503,-3.48127,1.09541,0.34759,0.09758
1.09637,0.06504,-3.4784,1.09637,0.34801,0.10001
1.09735,0.0651,-3.47552,1.09735,0.3496,0.10244
1.09832,0.06514,-3.47264,1.09832,0.35034,0.10488
1.09929,0.06516,-3.46975,1.09929,0.35129,0.10732
1.10027,0.06532,-3.46686,1.10027,0.35219,0.10977
1.10124,0.06549,-3.46396,1.10124,0.35336,0.11222
1.10222,0.06526,-3.46106,1.10222,0.35416,0.11468
1.1032,0.06477,-3.45815,1.1032,0.35513,0.11714
1.10419,0.06538,-3.45524,1.10419,0.35607,0.1196
1.10517,0.06554,-3.45232,1.10517,0.35713,0.12207
1.10616,0.06552,-3.4494,1.10616,0.35814,0.12454
1.10714,0.06561,-3.44647,1.10714,0.35924,0.12702
1.10813,0.06548,-3.44354,1.10813,0.36023,0.1295
1.10912,0.06563,-3.4406,1.10912,0.36132,0.13199
1.11012,0.0658,-3.43765,1.11012,0.36247,0.13448
1.11111,0.06576,-3.43471,1.11111,0.36349,0.13698
1.11211,0.06573,-3.43175,1.11211,0.36442,0.13948
1.11311,0.06554,-3.42879,1.11311,0.36551,0.14198
1.11411,0.06574,-3.42583,1.11411,0.36651,0.14449
1.11511,0.06593,-3.42286,1.11511,0.3676,0.147
1.11611,0.06601,-3.41988,1.11611,0.36858,0.14952
1.11712,0.06602,-3.4169,1.11712,0.36965,0.15204
1.11812,0.06639,-3.41391,1.11812,0.37106,0.15457
1.11913,0.06613,-3.41092,1.11913,0.37193,0.1571
1.12014,0.06581,-3.40792,1.12014,0.37274,0.15964
1.12116,0.06604,-3.40492,1.12116,0.37388,0.16218
1.12217,0.06611,-3.40191,1.12217,0.37482,0.16472
1.12319,0.0665,-3.3989,1.12319,0.37646,0.16727
1.12421,0.06613,-3.39588,1.12421,0.37727,0.16983
1.12523,0.06612,-3.39285,1.12523,0.37821,0.17238
1.12625,0.06623,-3.38982,1.12625,0.3793,0.17495
1.12727,0.06639,-3.38679,1.12727,0.38082,0.17752
1.1283,0.06637,-3.38375,1.1283,0.38207,0.18009
1.12933,0.06648,-3.3807,1.12933,0.38307,0.18267
1.13036,0.06656,-3.37765,1.13036,0.3836,0.18525
1.13139,0.06666,-3.37459,1.13139,0.38557,0.18784
1.13242,0.0666,-3.37153,1.13242,0.38679,0.19043
1.13346,0.06655,-3.36846,1.13346,0.38794,0.19302
1.13449,0.06669,-3.36538,1.13449,0.38915,0.19563
1.13553,0.06674,-3.3623,1.13553,0.38984,0.19823
1.13657,0.06676,-3.35922,1.13657,0.39167,0.20084
1.13761,0.06678,-3.35612,1.13761,0.39283,0.20346
1.13866,0.06698,-3.35303,1.13866,0.39398,0.20608
1.13971,0.06713,-3.34992,1.13971,0.39482,0.2087
1.14075,0.06707,-3.34682,1.14075,0.39638,0.21133
1.1418,0.06651,-3.3437,1.1418,0.3975,0.21397
1.14286,0.06713,-3.34058,1.14286,0.3986,0.21661
1.14391,0.0672,-3.33746,1.14391,0.39997,0.21925
1.14497,0.06757,-3.33432,1.14497,0.40158,0.2219
1.14603,0.06717,-3.33119,1.14603,0.40244,0.22456
1.14709,0.06677,-3.32804,1.14709,0.40371,0.22722
1.14815,0.06723,-3.32489,1.14815,0.40498,0.22988
1.14921,0.06722,-3.32174,1.14921,0.40631,0.23255
1.15028,0.06736,-3.31858,1.15028,0.40802,0.23522
1.15135,0.06733,-3.31541,1.15135,0.40901,0.2379
1.15242,0.06746,-3.31224,1.15242,0.41057,0.24059
1.15349,0.06758,-3.30906,1.15349,0.41203,0.24328
1.15456,0.06758,-3.30588,1.15456,0.41338,0.24597
1.15564,0.06761,-3.30269,1.15564,0.41471,0.24867
1.15672,0.06768,-3.29949,1.15672,0.41583,0.25137
1.1578,0.06757,-3.29629,1.1578,0.41771,0.25408
1.15888,0.0677,-3.29308,1.15888,0.41903,0.2568
1.15996,0.06794,-3.28987,1.15996,0.42032,0.25952
1.16105,0.06797,-3.28665,1.16105,0.42155,0.26224
1.16214,0.06794,-3.28342,1.16214,0.42323,0.26497
1.16323,0.06801,-3.28019,1.16323,0.42455,0.26771
1.16432,0.0683,-3.27695,1.16432,0.42593,0.27044
1.16541,0.06765,-3.2737,1.16541,0.42744,0.27319
1.16651,0.06814,-3.27045,1.16651,0.42858,0.27594
1.16761,0.0682,-3.2672,1.16761,0.43016,0.2787
1.16871,0.06825,-3.26393,1.16871,0.43202,0.28146
1.16981,0.06816,-3.26066,1.16981,0.43283,0.28422
1.17092,0.06816,-3.25739,1.17092,0.43445,0.28699
1.17202,0.06845,-3.25411,1.17202,0.43633,0.28977
1.17313,0.06832,-3.25082,1.17313,0.43771,0.29255
1.17424,0.06841,-3.24753,1.17424,0.43927,0.29534
1.17536,0.06864,-3.24423,1.17536,0.44076,0.29813
1.17647,0.06859,-3.24092,1.17647,0.44254,0.30093
1.17759,0.06857,-3.23761,1.17759,0.44387,0.30373
1.17871,0.06871,-3.23429,1.17871,0.44535,0.30654
1.17983,0.06868,-3.23096,1.17983,0.44722,0.30935
1.18095,0.06911,-3.22763,1.18095,0.44859,0.31217
1.18208,0.06924,-3.22429,1.18208,0.45029,0.31499
1.18321,0.06865,-3.22095,1.18321,0.45168,0.31782
1.18434,0.06913,-3.2176,1.18434,0.45327,0.32066
1.18547,0.06933,-3.21424,1.18547,0.4551,0.3235
1.1866,0.0692,-3.21088,1.1866,0.45678,0.32634
1.18774,0.06916,-3.20751,1.18774,0.45777,0.32919
1.18888,0.06931,-3.20413,1.18888,0.45994,0.33205
1.19002,0.06928,-3.20075,1.19002,0.46155,0.33491
1.19116,0.06936,-3.19736,1.19116,0.46335,0.33778
1.19231,0.06965,-3.19397,1.19231,0.46515,0.34065
1.19346,0.06954,-3.19056,1.19346,0.46642,0.34353
1.19461,0.06948,-3.18715,1.19461,0.46855,0.34641
1.19576,0.06965,-3.18374,1.19576,0.46991,0.3493
1.19691,0.06955,-3.18032,1.19691,0.47176,0.3522
1.19807,0.07008,-3.17689,1.19807,0.47353,0.3551
1.19923,0.07004,-3.17345,1.19923,0.47508,0.35801
1.20039,0.06975,-3.17001,1.20039,0.47692,0.36092
1.20155,0.06999,-3.16656,1.20155,0.4786,0.36384
1.20272,0.07009,-3.16311,1.20272,0.48041,0.36676
1.20388,0.0699,-3.15964,1.20388,0.48181,0.36969
1.20505,0.0702,-3.15617,1.20505,0.4841,0.37262
1.20623,0.07026,-3.1527,1.20623,0.48585,0.37556
1.2074,0.07024,-3.14922,1.2074,0.48744,0.37851
1.20858,0.07048,-3.14573,1.20858,0.48951,0.38146
1.20976,0.07028,-3.14223,1.20976,0.49118,0.38442
1.21094,0.07034,-3.13873,1.21094,0.49303,0.38738
1.21212,0.0707,-3.13522,1.21212,0.49494,0.39035
1.21331,0.07088,-3.1317,1.21331,0.49675,0.39333
1.2145,0.07057,-3.12818,1.2145,0.49855,0.39631
1.21569,0.07073,-3.12465,1.21569,0.50041,0.3993
1.21688,0.07086,-3.12111,1.21688,0.50246,0.40229
1.21807,0.07075,-3.11757,1.21807,0.50386,0.40529
1.21927,0.07087,-3.11402,1.21927,0.50627,0.40829
1.22047,0.07108,-3.11046,1.22047,0.50832,0.4113
1.22167,0.07114,-3.10689,1.22167,0.51008,0.41432
1.22288,0.07123,-3.10332,1.22288,0.51206,0.41734
1.22409,0.07114,-3.09974,1.22409,0.51419,0.42037
1.2253,0.07138,-3.09616,1.2253,0.516,0.4234
1.22651,0.07159,-3.09256,1.22651,0.51798,0.42644
1.22772,0.07134,-3.08896,1.22772,0.51979,0.42949
1.22894,0.07131,-3.08535,1.22894,0.52169,0.43254
1.23016,0.07167,-3.08174,1.23016,0.5238,0.4356
1.23138,0.07166,-3.07812,1.23138,0.5259,0.43866
1.2326,0.07176,-3.07449,1.2326,0.5282,0.44173
1.23383,0.07173,-3.07085,1.23383,0.53003,0.44481
1.23506,0.07191,-3.06721,1.23506,0.53237,0.44789
1.23629,0.07176,-3.06356,1.23629,0.53398,0.45098
1.23752,0.07209,-3.0599,1.23752,0.53633,0.45408
1.23876,0.07225,-3.05623,1.23876,0.53835,0.45718
1.24,0.07194,-3.05256,1.24,0.5404,0.46029
1.24124,0.07248,-3.04888,1.24124,0.54246,0.4634
1.24248,0.0722,-3.04519,1.24248,0.5444,0.46652
1.24373,0.07234,-3.0415,1.24373,0.54684,0.46965
1.24498,0.07248,-3.0378,1.24498,0.54881,0.47278
1.24623,0.07252,-3.03409,1.24623,0.55115,0.47592
1.24748,0.07263,-3.03037,1.24748,0.5534,0.47906
1.24874,0.07282,-3.02664,1.24874,0.55552,0.48221
1.25,0.07291,-3.02291,1.25,0.55778,0.48537
1.25126,0.07275,-3.01917,1.25126,0.55983,0.48853
1.25253,0.07326,-3.01543,1.25253,0.56221,0.4917
1.25379,0.07285,-3.01167,1.25379,0.56411,0.49488
1.25506,0.07315,-3.00791,1.25506,0.56702,0.49806
1.25633,0.07309,-3.00414,1.25633,0.56923,0.50125
1.25761,0.07324,-3.00036,1.25761,0.57155,0.50445
1.25888,0.07337,-2.99657,1.25888,0.57365,0.50765
1.26016,0.07343,-2.99278,1.26016,0.57592,0.51086
1.26144,0.07362,-2.98898,1.26144,0.57831,0.51408
1.26273,0.07323,-2.98517,1.26273,0.58051,0.5173
1.26402,0.0736,-2.98136,1.26402,0.58281,0.52053
1.26531,0.07355,-2.97753,1.26531,0.58516,0.52376
1.2666,0.07385,-2.9737,1.2666,0.58789,0.52701
1.26789,0.07377,-2.96986,1.26789,0.5901,0.53026
1.26919,0.07394,-2.96601,1.26919,0.59261,0.53351
1.27049,0.07403,-2.96216,1.27049,0.59502,0.53677
1.27179,0.07406,-2.95829,1.27179,0.59748,0.54004
1.2731,0.07414,-2.95442,1.2731,0.59967,0.54332
1.27441,0.07415,-2.95054,1.27441,0.60212,0.5466
1.27572,0.07436,-2.94665,1.27572,0.60451,0.54989
1.27703,0.07426,-2.94276,1.27703,0.607,0.55318
1.27835,0.0745,-2.93886,1.27835,0.60958,0.55649
1.27967,0.07445,-2.93494,1.27967,0.61202,0.55979
1.28099,0.07456,-2.93102,1.28099,0.61464,0.56311
1.28232,0.07463,-2.9271,1.28232,0.61702,0.56643
1.28364,0.07482,-2.92316,1.28364,0.6195,0.56976
1.28497,0.07482,-2.91922,1.28497,0.62204,0.5731
1.28631,0.07484,-2.91527,1.28631,0.62449,0.57644
1.28764,0.07491,-2.91131,1.28764,0.62707,0.57979
1.28898,0.07513,-2.90734,1.28898,0.63,0.58315
1.29032,0.07498,-2.90336,1.29032,0.63233,0.58652
1.29167,0.07534,-2.89937,1.29167,0.6349,0.58989
1.29301,0.07531,-2.89538,1.29301,0.63737,0.59327
1.29436,0.07533,-2.89138,1.29436,0.64007,0.59665
1.29572,0.07544,-2.88737,1.29572,0.64284,0.60005
1.29707,0.07552,-2.88335,1.29707,0.64555,0.60345
1.29843,0.07556,-2.87932,1.29843,0.64813,0.60685
1.29979,0.07595,-2.87529,1.29979,0.65087,0.61027
1.30115,0.07593,-2.87124,1.30115,0.65339,0.61369
1.30252,0.07587,-2.86719,1.30252,0.6561,0.61712
1.30389,0.0759,-2.86313,1.30389,0.65887,0.62055
1.30526,0.07615,-2.85906,1.30526,0.6616,0.62399
1.30664,0.07607,-2.85498,1.30664,0.66417,0.62744
1.30802,0.07654,-2.8509,1.30802,0.66694,0.6309
1.3094,0.0763,-2.8468,1.3094,0.6694,0.63437
1.31078,0.07633,-2.8427,1.31078,0.67187,0.63784
1.31217,0.07649,-2.83859,1.31217,0.67425,0.64132
1.31356,0.07653,-2.83446,1.31356,0.67667,0.6448
1.31495,0.07636,-2.83033,1.31495,0.67919,0.6483
1.31635,0.07653,-2.8262,1.31635,0.68205,0.6518
1.31775,0.07659,-2.82205,1.31775,0.6848,0.65531
1.31915,0.07679,-2.81789,1.31915,0.68797,0.65883
1.32055,0.07686,-2.81373,1.32055,0.69062,0.66235
1.32196,0.07697,-2.80955,1.32196,0.69361,0.66588
1.32337,0.0772,-2.80537,1.32337,0.69663,0.66942
1.32479,0.07727,-2.80118,1.32479,0.69939,0.67297
1.3262,0.07743,-2.79698,1.3262,0.70248,0.67652
1.32762,0.07763,-2.79277,1.32762,0.70555,0.68008
1.32905,0.07764,-2.78855,1.32905,0.70828,0.68365
1.33047,0.07786,-2.78432,1.33047,0.71127,0.68723
1.3319,0.07794,-2.78008,1.3319,0.71441,0.69081
1.33333,0.07814,-2.77584,1.33333,0.71726,0.69441
1.33477,0.07821,-2.77158,1.33477,0.72029,0.69801
1.33621,0.07847,-2.76732,1.33621,0.72355,0.70161
1.33765,0.07845,-2.76304,1.33765,0.72637,0.70523
1.33909,0.07864,-2.75876,1.33909,0.72926,0.70885
1.34054,0.07874,-2.75447,1.34054,0.73248,0.71249
1.34199,0.07897,-2.75017,1.34199,0.73562,0.71612
1.34345,0.07929,-2.74586,1.34345,0.73879,0.71977
1.3449,0.07933,-2.74154,1.3449,0.7419,0.72343
1.34636,0.07955,-2.73721,1.34636,0.74506,0.72709
1.34783,0.0797,-2.73287,1.34783,0.7482,0.73076
1.34929,0.07988,-2.72852,1.34929,0.75129,0.73444
1.35076,0.07991,-2.72416,1.35076,0.75458,0.73813
1.35224,0.08018,-2.71979,1.35224,0.75776,0.74182
1.35371,0.08021,-2.71542,1.35371,0.76102,0.74552
1.35519,0.08049,-2.71103,1.35519,0.76402,0.74924
1.35667,0.08062,-2.70663,1.35667,0.76721,0.75296
1.35816,0.08088,-2.70223,1.35816,0.7704,0.75668
1.35965,0.08101,-2.69781,1.35965,0.77359,0.76042
1.36114,0.08116,-2.69339,1.36114,0.77705,0.76416
1.36264,0.08134,-2.68895,1.36264,0.78015,0.76791
1.36414,0.08136,-2.68451,1.36414,0.78358,0.77167
1.36564,0.08171,-2.68005,1.36564,0.78663,0.77544
1.36714,0.08187,-2.67559,1.36714,0.78989,0.77922
1.36865,0.08206,-2.67112,1.36865,0.79369,0.783
1.37017,0.08213,-2.66663,1.37017,0.79708,0.7868
1.37168,0.08236,-2.66214,1.37168,0.80014,0.7906
1.3732,0.08263,-2.65763,1.3732,0.80369,0.79441
1.37472,0.08274,-2.65312,1.37472,0.80707,0.79823
1.37625,0.08305,-2.6486,1.37625,0.81043,0.80206
1.37778,0.08286,-2.64406,1.37778,0.81364,0.80589
1.37931,0.08322,-2.63952,1.37931,0.81773,0.80974
1.38085,0.08335,-2.63496,1.38085,0.82059,0.81359
1.38239,0.08368,-2.6304,1.38239,0.82412,0.81745
1.38393,0.08367,-2.62583,1.38393,0.82746,0.82132
1.38547,0.08397,-2.62124,1.38547,0.83086,0.8252
1.38702,0.08423,-2.61665,1.38702,0.83446,0.82909
1.38858,0.08437,-2.61204,1.38858,0.83796,0.83298
1.39013,0.08444,-2.60743,1.39013,0.84211,0.83689
1.39169,0.08468,-2.6028,1.39169,0.84502,0.8408
1.39326,0.08465,-2.59816,1.39326,0.84885,0.84473
1.39483,0.08518,-2.59352,1.39483,0.85268,0.84866
1.3964,0.08533,-2.58886,1.3964,0.85604,0.8526
1.39797,0.08553,-2.58419,1.39797,0.85951,0.85655
1.39955,0.08576,-2.57951,1.39955,0.86371,0.8605
1.40113,0.08587,-2.57483,1.40113,0.8671,0.86447
1.40271,0.08612,-2.57013,1.40271,0.8709,0.86845
1.4043,0.08636,-2.56542,1.4043,0.87423,0.87243
1.4059,0.08648,-2.5607,1.4059,0.87781,0.87642
1.40749,0.08683,-2.55596,1.40749,0.88185,0.88043
1.40909,0.08706,-2.55122,1.40909,0.88602,0.88444
1.41069,0.08719,-2.54647,1.41069,0.88884,0.88846
1.4123,0.08763,-2.54171,1.4123,0.89305,0.89249
1.41391,0.08769,-2.53693,1.41391,0.89665,0.89653
1.41553,0.08783,-2.53215,1.41553,0.90003,0.90058
1.41714,0.08794,-2.52735,1.41714,0.90369,0.90464
1.41876,0.08841,-2.52254,1.41876,0.90791,0.90871
1.42039,0.08874,-2.51772,1.42039,0.91207,0.91278
1.42202,0.08847,-2.51289,1.42202,0.91592,0.91687
1.42365,0.08876,-2.50805,1.42365,0.91923,0.92096
1.42529,0.08917,-2.5032,1.42529,0.9239,0.92507
1.42693,0.08962,-2.49834,1.42693,0.92781,0.92918
1.42857,0.08975,-2.49346,1.42857,0.93094,0.93331
1.43022,0.08983,-2.48858,1.43022,0.93462,0.93744
1.43187,0.08995,-2.48368,1.43187,0.93871,0.94158
1.43353,0.09018,-2.47877,1.43353,0.94315,0.94573
1.43519,0.09057,-2.47386,1.43519,0.9467,0.9499
1.43685,0.09083,-2.46892,1.43685,0.95137,0.95407
1.43852,0.09064,-2.46398,1.43852,0.95512,0.95825
1.44019,0.09108,-2.45903,1.44019,0.95859,0.96244
1.44186,0.0913,-2.45406,1.44186,0.96221,0.96664
1.44354,0.09151,-2.44909,1.44354,0.96704,0.97085
1.44522,0.09167,-2.4441,1.44522,0.97137,0.97507
1.44691,0.09203,-2.4391,1.44691,0.97479,0.9793
1.4486,0.09186,-2.43409,1.4486,0.9788,0.98354
1.45029,0.09216,-2.42906,1.45029,0.98267,0.98779
1.45199,0.09232,-2.42403,1.45199,0.98768,0.99205
1.45369,0.09274,-2.41898,1.45369,0.99165,0.99632
1.4554,0.09315,-2.41392,1.4554,0.99449,1.0006
1.45711,0.09319,-2.40885,1.45711,0.99934,1.00489
1.45882,0.09347,-2.40377,1.45882,1.00293,1.00919
1.46054,0.09351,-2.39867,1.46054,1.00757,1.0135
1.46226,0.09405,-2.39357,1.46226,1.01203,1.01782
1.46399,0.09404,-2.38845,1.46399,1.01706,1.02215
1.46572,0.09448,-2.38332,1.46572,1.0213,1.02649
1.46746,0.09457,-2.37818,1.46746,1.02368,1.03084
1.46919,0.095,-2.37302,1.46919,1.02753,1.03521
1.47094,0.09472,-2.36785,1.47094,1.03136,1.03958
1.47268,0.09523,-2.36267,1.47268,1.03804,1.04396
1.47444,0.09466,-2.35748,1.47444,1.04171,1.04835
1.47619,0.0958,-2.35228,1.47619,1.0458,1.05276
1.47795,0.09612,-2.34706,1.47795,1.04973,1.05717
1.47971,0.09591,-2.34183,1.47971,1.05489,1.06159
1.48148,0.09532,-2.33659,1.48148,1.05717,1.06603
1.48325,0.09625,-2.33134,1.48325,1.06311,1.07047
1.48503,0.09652,-2.32607,1.48503,1.06613,1.07493
1.48681,0.09668,-2.32079,1.48681,1.07145,1.0794
1.4886,0.09663,-2.3155,1.4886,1.07487,1.08387
1.49038,0.09703,-2.31019,1.49038,1.07925,1.08836
1.49218,0.09745,-2.30488,1.49218,1.08407,1.09286
1.49398,0.09663,-2.29955,1.49398,1.08716,1.09737
1.49578,0.0973,-2.2942,1.49578,1.09147,1.10189
1.49758,0.09725,-2.28885,1.49758,1.0973,1.10642
1.4994,0.09796,-2.28348,1.4994,1.10136,1.11096
1.50121,0.09747,-2.2781,1.50121,1.10545,1.11552
1.50303,0.09773,-2.2727,1.50303,1.10945,1.12008
1.50485,0.0983,-2.26729,1.50485,1.11449,1.12466
1.50668,0.09813,-2.26187,1.50668,1.11829,1.12924
1.50852,0.09843,-2.25644,1.50852,1.12244,1.13384
1.51035,0.09861,-2.25099,1.51035,1.12767,1.13845
1.5122,0.09941,-2.24553,1.5122,1.13364,1.14307
1.51404,0.09866,-2.24005,1.51404,1.13572,1.1477
1.51589,0.09932,-2.23457,1.51589,1.14135,1.15235
1.51775,0.09978,-2.22906,1.51775,1.14562,1.157
1.51961,0.10037,-2.22355,1.51961,1.14766,1.16167
1.52147,0.10006,-2.21802,1.52147,1.15266,1.16634
1.52334,0.10054,-2.21248,1.52334,1.15621,1.17103
1.52522,0.09948,-2.20692,1.52522,1.16254,1.17573
1.52709,0.10041,-2.20135,1.52709,1.16553,1.18044
1.52898,0.10048,-2.19577,1.52898,1.17179,1.18517
1.53086,0.10101,-2.19018,1.53086,1.17519,1.1899
1.53276,0.1008,-2.18456,1.53276,1.17898,1.19465
1.53465,0.10154,-2.17894,1.53465,1.18278,1.19941
1.53656,0.1013,-2.1733,1.53656,1.18966,1.20418
1.53846,0.10202,-2.16765,1.53846,1.19126,1.20896
1.54037,0.10154,-2.16198,1.54037,1.19622,1.21375
1.54229,0.10227,-2.1563,1.54229,1.20347,1.21856
1.54421,0.10209,-2.15061,1.54421,1.20519,1.22338
1.54613,0.10226,-2.1449,1.54613,1.21093,1.22821
1.54806,0.10228,-2.13918,1.54806,1.21218,1.23305
1.55,0.10311,-2.13344,1.55,1.22013,1.2379
1.55194,0.10709,-2.12769,1.55194,1.25785,1.24277
1.55388,0.10723,-2.12192,1.55388,1.26317,1.24765
1.55583,0.10756,-2.11614,1.55583,1.2683,1.25254
1.55779,0.10874,-2.11035,1.55779,1.27356,1.25744
1.55975,0.10964,-2.10454,1.55975,1.27905,1.26236
1.56171,0.10769,-2.09871,1.56171,1.28434,1.26728
1.56368,0.10915,-2.09287,1.56368,1.28619,1.27222
1.56566,0.10955,-2.08702,1.56566,1.29069,1.27718
1.56764,0.10861,-2.08115,1.56764,1.29684,1.28214
1.56962,0.10987,-2.07527,1.56962,1.29951,1.28712
1.57161,0.11106,-2.06937,1.57161,1.30985,1.29211
1.5736,0.11228,-2.06346,1.5736,1.31349,1.29711
1.5756,0.11011,-2.05753,1.5756,1.31744,1.30213
1.57761,0.11107,-2.05158,1.57761,1.32277,1.30716
1.57962,0.11121,-2.04563,1.57962,1.32445,1.3122
1.58163,0.1117,-2.03965,1.58163,1.33251,1.31725
1.58365,0.11081,-2.03366,1.58365,1.3352,1.32232
1.58568,0.11278,-2.02766,1.58568,1.34157,1.3274
1.58771,0.1126,-2.02164,1.58771,1.34615,1.33249
1.58974,0.11343,-2.0156,1.58974,1.35206,1.3376
1.59178,0.11252,-2.00955,1.59178,1.3541,1.34272
1.59383,0.11299,-2.00349,1.59383,1.35945,1.34785
1.59588,0.11336,-1.9974,1.59588,1.3662,1.35299
1.59794,0.11367,-1.99131,1.59794,1.36771,1.35815
1.6,0.1128,-1.98519,1.6,1.37275,1.36332
1.60207,0.11263,-1.97906,1.60207,1.38008,1.36851
1.60414,0.11367,-1.97292,1.60414,1.38208,1.37371
1.60622,0.1151,-1.96676,1.60622,1.38663,1.37892
1.6083,0.11453,-1.96058,1.6083,1.39393,1.38415
1.61039,0.11446,-1.95439,1.61039,1.39888,1.38939
1.61248,0.11534,-1.94818,1.61248,1.40011,1.39464
1.61458,0.11558,-1.94196,1.61458,1.40721,1.39991
1.61669,0.11495,-1.93571,1.61669,1.41299,1.40519
1.6188,0.11635,-1.92946,1.6188,1.41593,1.41048
1.62092,0.11501,-1.92318,1.62092,1.42322,1.41579
1.62304,0.11523,-1.91689,1.62304,1.42599,1.42111
1.62516,0.11689,-1.91059,1.62516,1.43291,1.42645
1.6273,0.11669,-1.90426,1.6273,1.43667,1.4318
1.62943,0.11573,-1.89792,1.62943,1.43993,1.43716
1.63158,0.11688,-1.89157,1.63158,1.44585,1.44254
1.63373,0.118,-1.88519,1.63373,1.45151,1.44793
1.63588,0.11736,-1.8788,1.63588,1.45344,1.45334
1.63804,0.11672,-1.87239,1.63804,1.46059,1.45876
1.64021,0.11833,-1.86597,1.64021,1.46398,1.46419
1.64238,0.11776,-1.85953,1.64238,1.46914,1.46964
1.64456,0.11837,-1.85307,1.64456,1.47365,1.47511
1.64675,0.11942,-1.8466,1.64675,1.4798,1.48058
1.64894,0.11952,-1.8401,1.64894,1.48268,1.48608
1.65113,0.1192,-1.83359,1.65113,1.48918,1.49159
1.65333,0.11824,-1.82707,1.65333,1.49308,1.49711
1.65554,0.11846,-1.82052,1.65554,1.49679,1.50264
1.65775,0.11981,-1.81396,1.65775,1.50244,1.5082
1.65997,0.11992,-1.80738,1.65997,1.50773,1.51376
1.6622,0.12109,-1.80078,1.6622,1.51243,1.51934
1.66443,0.12036,-1.79417,1.66443,1.51892,1.52494
1.66667,0.1204,-1.78753,1.66667,1.52189,1.53055
1.66891,0.12122,-1.78088,1.66891,1.52798,1.53618
1.67116,0.12175,-1.77421,1.67116,1.53179,1.54182
1.67341,0.1222,-1.76753,1.67341,1.53737,1.54748
1.67568,0.12232,-1.76082,1.67568,1.54081,1.55315
1.67794,0.12371,-1.7541,1.67794,1.54685,1.55884
1.68022,0.12373,-1.74736,1.68022,1.55094,1.56454
1.6825,0.12327,-1.7406,1.6825,1.55605,1.57026
1.68478,0.12314,-1.73382,1.68478,1.56058,1.576
1.68707,0.12421,-1.72702,1.68707,1.56599,1.58175
1.68937,0.12384,-1.72021,1.68937,1.5711,1.58751
1.69168,0.12564,-1.71338,1.69168,1.57682,1.59329
1.69399,0.12524,-1.70652,1.69399,1.58007,1.59909
1.69631,0.12531,-1.69965,1.69631,1.58656,1.6049
1.69863,0.12649,-1.69276,1.69863,1.59,1.61073
1.70096,0.12456,-1.68586,1.70096,1.59412,1.61658
1.7033,0.126,-1.67893,1.7033,1.5992,1.62244
1.70564,0.12638,-1.67198,1.70564,1.60318,1.62831
1.70799,0.12758,-1.66502,1.70799,1.60827,1.63421
1.71034,0.12747,-1.65803,1.71034,1.61216,1.64012
1.71271,0.12794,-1.65103,1.71271,1.62002,1.64604
1.71508,0.1275,-1.644,1.71508,1.62225,1.65199
1.71745,0.12795,-1.63696,1.71745,1.62704,1.65794
1.71983,0.12916,-1.6299,1.71983,1.63255,1.66392
1.72222,0.12894,-1.62282,1.72222,1.63549,1.66991
1.72462,0.12944,-1.61571,1.72462,1.64031,1.67592
1.72702,0.13031,-1.60859,1.72702,1.64701,1.68194
1.72943,0.13005,-1.60145,1.72943,1.65137,1.68799
1.73184,0.13064,-1.59429,1.73184,1.65633,1.69405
1.73427,0.13232,-1.58711,1.73427,1.66198,1.70012
1.73669,0.13222,-1.57991,1.73669,1.66684,1.70621
1.73913,0.1319,-1.57268,1.73913,1.67128,1.71232
1.74157,0.13203,-1.56544,1.74157,1.67284,1.71845
1.74402,0.13357,-1.55818,1.74402,1.67977,1.7246
1.74648,0.13405,-1.5509,1.74648,1.68653,1.73076
1.74894,0.13456,-1.54359,1.74894,1.68857,1.73694
1.75141,0.13446,-1.53627,1.75141,1.69382,1.74313
1.75389,0.13493,-1.52892,1.75389,1.69817,1.74935
1.75637,0.1351,-1.52156,1.75637,1.70331,1.75558
1.75887,0.13621,-1.51417,1.75887,1.70726,1.76183
1.76136,0.13645,-1.50677,1.76136,1.71315,1.76809
1.76387,0.1359,-1.49934,1.76387,1.71782,1.77438
1.76638,0.13691,-1.49189,1.76638,1.72077,1.78068
1.7689,0.13798,-1.48442,1.7689,1.72589,1.787
1.77143,0.13813,-1.47692,1.77143,1.73149,1.79334
1.77396,0.13802,-1.46941,1.77396,1.73649,1.7997
1.7765,0.13924,-1.46187,1.7765,1.74131,1.80607
1.77905,0.13936,-1.45432,1.77905,1.7445,1.81247
1.78161,0.14021,-1.44674,1.78161,1.74929,1.81888
1.78417,0.14112,-1.43914,1.78417,1.75429,1.82531
1.78674,0.14168,-1.43152,1.78674,1.75878,1.83176
1.78932,0.14196,-1.42387,1.78932,1.76349,1.83823
