material_id,formula,diel_elec_pred_n0,diel_elec_ale_n0
scn-547,K2CaTa2Zn7,26.4452,1.19
scn-548,Nb3Al13Sb3,19.0299,0.9423
scn-549,Mg4AlTl,21.2768,0.3973
scn-550,LiAl(IF3)2,2.7013,0.0864
scn-551,Ta2P3O8,4.5402,0.1307
scn-552,KAs5Pb2,14.1422,0.5706
scn-553,Ba3Mg15ZrNb4,29.4947,1.1868
scn-554,Zr5(ReO3)4,6.5816,0.3314
scn-555,Na2Ti,22.4125,1.6031
scn-556,Cs2LiAl6In,19.2511,1.1714
scn-557,Mg5TaNb,27.0513,1.0151
scn-558,CsPbW3,29.5589,109.8427
scn-559,Sr8Li2MgTi3,29.0631,0.8888
scn-560,Ba3TiFeWO9,5.0303,0.122
scn-561,Ta2Cr5Cl2O9,5.4385,0.1649
scn-562,Al3CBr,6.6491,0.1673
scn-563,KCa2Y10Nb3,34.5104,0.9131
scn-564,KTe4AsO13,3.7764,0.1374
scn-565,PoSeO4,3.9986,0.1043
scn-566,SrCa2GaO6,3.8858,0.089
scn-567,CaMg3Tl,20.4138,0.4756
scn-568,CaTa2Ir2O7,6.4989,0.2095
scn-569,KNbAt3,21.757,1.916
scn-570,RePbO3,6.3685,0.3205
scn-571,AlBiO,8.958,0.2868
scn-572,KNb3Al8,18.952,0.5827
scn-573,NbAlTl2F6,3.2708,0.0926
scn-574,Mg6Ta2Zn,24.8743,0.9615
scn-575,LiNbAl3,18.8999,0.8716
scn-576,Ba2TiAl4,25.9689,1.0955
scn-577,CaMg3Ti,38.0163,1.3892
scn-578,GaPb2AuO6,6.1921,0.1026
scn-579,Fr4Tl5Br,15.6775,0.5923
scn-580,FrBa2TaO6,4.477,0.0843
scn-581,CaMgSc4,25.1188,0.9039
scn-582,Mg2TlAs,12.3983,0.452
scn-583,Ti7Mo5O19,8.428,0.2743
scn-584,Mg2NbF,6.7038,0.1833
scn-585,FrO2,3.3472,0.087
scn-586,Y4TlGa,30.4842,2.1168
scn-587,Y3Mg7Ta,28.206,0.7019
scn-588,BaMg12MnNb4,33.1704,3.0952
scn-589,SrMg7TiGe2,19.8047,0.7393
scn-590,Fr2SeO2,4.655,0.1117
scn-591,Li2Ta2CrO7,4.943,0.1153
scn-592,Li2Nb5(WO5)3,5.9462,0.1299
scn-593,Ba2Mg16Zr7,28.5257,0.9474
scn-594,Li2Mg13Ti6,28.1152,0.6981
scn-595,Ba(Ge3O8)2,3.5179,0.0827
scn-596,Ca2TlAs,11.1095,0.2238
scn-597,In2Bi2Se,22.8901,0.9577
scn-598,FrTlF3,2.7959,0.0871
scn-599,Mg6ScSbPb2,19.0024,0.7301
scn-600,KNa(NbTl3)2,18.5626,0.6171
scn-601,MgSI,4.7399,0.0815
scn-602,Mg6Nb2Ni,29.7496,0.9432
scn-603,YTa7Pb19,23.1178,0.6725
scn-604,ScNbRe2O7,5.5349,0.1519
scn-605,Tl2GeSe6,7.9039,0.271
scn-606,NaTa11,39.7994,1.0442
scn-607,TiZnMo3WO9,6.6894,0.1937
scn-608,Ta2Nb3O8,6.9491,0.1491
scn-609,Ti2P2O5,5.5474,0.2123
scn-610,MoO,7.3715,0.206
scn-611,Sc2Sn7Ge2,23.1152,1.3262
scn-612,SrCa(NbPo3)4,21.1448,1.1355
scn-613,Ba2TaIO6,4.7013,0.1024
scn-614,Li3Mg4Ta,26.3423,0.971
scn-615,Mg4BiP,12.8517,0.3449
scn-616,Ca3GaPb,19.5949,0.6698
scn-617,Mg4PbW,24.1859,1.4267
scn-618,Sr(Sc3Ta)2,32.0947,1.1529
scn-619,Li2Ta2WO7,5.7909,0.1524
scn-620,Mg13Nb4Pb3,30.3293,0.8764
scn-621,ScTa7O19,5.726,0.149
scn-622,Fr5Ta2,17.4599,1.4899
scn-623,SrCa3Hf,29.8408,1.1555
scn-624,NbCr2BiO6,5.9747,0.1204
scn-625,Ta3AsO9,5.5571,0.123
scn-626,LiMg14Nb3Bi4,19.8603,1.2095
scn-627,Mg7BiPb2,16.9714,0.4979
scn-628,CsRu3Pb,31.2938,66.2055
scn-629,NaCaMg6TaTi,28.8646,0.8129
scn-630,Ca(PbO2)3,6.6672,0.1408
scn-631,FrNbO4,4.7462,0.0922
scn-632,Ca7Ti3Pb,28.7166,1.3212
scn-633,Zn7Pb4I,20.4067,0.7623
scn-634,Sr2TaSeO6,4.2131,0.0973
scn-635,Y2TaCrO6,5.063,0.1761
scn-636,Li2Ta2CuO7,4.9663,0.123
scn-637,NaCuO3,5.6523,0.1803
scn-638,Na6LiNbW,13.7433,0.59
scn-639,Ca(CoO3)2,7.678,2.4135
scn-640,Mg4PPb3F3,6.3286,0.1558
scn-641,Ba2SrMg27(TaBi)6,19.9258,1.0131
scn-642,Sr3Li6Mg11Ta2,26.3165,0.8021
scn-643,Sr2Mg16Zr7,27.7524,0.8807
scn-644,Sr5Mg15Nb4,31.7549,1.7365
scn-645,Mn5MoPb2,29.9129,1.1319
scn-646,Fr2O5,2.9634,0.0977
scn-647,Sr3Ca7Zr2,30.8584,0.7396
scn-648,Mg4TiPb,21.8342,0.6518
scn-649,Sr6CoPb2W,29.5318,1.3343
scn-650,Sr4Hf3Nb2O15,4.7341,0.1198
scn-651,Mg4Tl2Mo,26.4033,1.0872
scn-652,SrIn4Sn,25.1501,1.0576
scn-653,Ba5Mg15Ta4,32.2123,2.2038
scn-654,BaNa2P2O7,2.7247,0.0844
scn-655,Nb3GaO8,5.4764,0.1105
scn-656,Mg9(TaTe)2,17.9197,0.765
scn-657,BiSbSCl2,6.9932,0.158
scn-658,Sr4Mg10Ti3,27.9226,0.8795
scn-659,MgInSi2O7,3.5488,0.085
scn-660,TaAl8TlV2,20.873,1.01
scn-661,TiAl16(Bi3P)2,16.8687,0.4948
scn-662,ZrFe2O3,5.8767,0.1257
scn-663,Li2Nb2CrO7,5.5192,0.1203
scn-664,Ta2V4O9,5.8824,0.1347
scn-665,ScNbCr2O7,6.4353,0.1637
scn-666,Mg18Ta6TiTl2,24.9581,0.9813
scn-667,NaMg6NbW,24.9533,0.6968
scn-668,BaLiAl3,22.3898,0.9276
scn-669,Li4Mg24Ti11,23.6411,0.7266
scn-670,Li2Ta2AsO7,4.7303,0.1234
scn-671,BaMg11Ta4,32.2734,1.1173
scn-672,Ca2TaSO6,4.6543,0.1244
scn-673,Sr5Mg15Ta4,31.6676,1.1904
scn-674,Mg4TaSb,19.6538,0.8906
scn-675,TiAl10V2Cr,24.7165,0.7066
scn-676,Sr9Nb2Bi2Pb,17.2037,0.8822
scn-677,TaBiO3,6.4588,0.1438
scn-678,BaCa3Zr,28.9725,0.7434
scn-679,SrSbF3,3.1333,0.1099
scn-680,LiMg3Ta,26.2798,2.8195
scn-681,Cs2Zr(PdO4)3,4.4792,0.1701
scn-682,Ca4Hf,29.3357,0.8756
scn-683,CaAuBr3,4.2743,0.1006
scn-684,SnGe2F6,4.087,0.141
scn-685,Ta2Mo2N11,9.281,0.5542
scn-686,Na2SrCa7Ta2,26.2669,2.0356
scn-687,NaSrTaO2,5.6175,0.1031
scn-688,HfVO3,6.7315,0.2764
scn-689,CaMg7TiGe2,19.0309,0.6197
scn-690,Sr2Mg6TaGa,27.0364,0.8069
scn-691,Rb2Mg3Zr,21.8321,1.9252
scn-692,ScTe3F6,4.0988,0.1202
scn-693,Al5Pb3Br,13.2332,0.6502
scn-694,Ca2Ti2V10SiGe,41.5646,3.3894
scn-695,NaGaO3,3.2658,0.0921
scn-696,Na2CaMg7Ta2,24.4804,1.129
scn-697,Na2ZrInF8,2.4631,0.0779
scn-698,Sr2Ta2Nb7,44.3022,2.6108
scn-699,TiTl2(IrO3)6,7.587,0.567
scn-700,Sr5CaTaAl,38.3515,1.9363
scn-701,CsMg3Nb,25.2456,3.0521
scn-702,SrTa4Ga11,24.8261,0.7833
scn-703,Ba2Na(Mg3Nb)5,30.8375,1.302
scn-704,Na3NbIr4,11.4053,0.388
scn-705,BaMgSc4,34.6721,1.488
scn-706,NaYTi2(SiMo5)2,49.2794,2.0812
scn-707,LiPNO4,2.7066,0.162
scn-708,NbWSO6,6.1448,0.1738
scn-709,Zr(Al4Pb)2,21.3413,0.7986
scn-710,Mg19Ta7Bi,22.1762,1.1519
scn-711,NaTi4Bi2PO12,6.0098,0.1547
scn-712,KMg12Nb4In,24.5093,0.9225
scn-713,BaTi4Al9,20.6777,0.957
scn-714,Mg5VMo,25.6496,0.789
scn-715,KBi(AtO3)2,4.8901,0.1254
scn-716,Y4GaSn3O14,4.5992,0.0967
scn-717,NaMg3Cl,6.8002,0.1985
scn-718,InCu2Cl5,3.8189,0.1096
scn-719,Cs2Rb3F5,2.3317,0.0772
scn-720,Sr2Li2Nb4Al13,21.9606,0.967
scn-721,Ca5Mg4O15,3.5216,0.0817
scn-722,Al5Pb2W,23.2852,1.1134
scn-723,Ta5Ag2MoO15,6.1818,0.1134
scn-724,Mg8Ta3Ag,24.9492,0.9906
scn-725,LiTcF3,3.0006,0.0934
scn-726,Sr16Cd4MoW3,40.5586,4.1795
scn-727,Mg6Nb2Cd,26.1475,0.8057
scn-728,Mg9TiNbBi3,21.1483,0.9006
scn-729,Hf2Bi2Te7,19.3249,0.915
scn-730,Mg8Bi2Pb,15.42,0.4559
scn-731,Mg6ZnPb2,21.9929,0.8951
scn-732,TaPdO3,8.1361,0.2952
scn-733,NbS3O10,3.5487,0.1718
scn-734,Mg18Nb4AgBi5,18.3496,0.7934
scn-735,K4Mg12Ta3Nb,26.3812,1.2049
scn-736,Na2Ta2Ti3O10,5.3577,0.1302
scn-737,Mg2In3Bi3O14,6.2073,0.1396
scn-738,Sr4SnW,28.9927,2.3046
scn-739,Mn7BiO19,5.4704,0.3545
scn-740,Ti3(GeO3)4,4.6901,0.1278
scn-741,KMg5TiNb,27.7724,1.1734
scn-742,Mg3Ta4(O6F)2,4.7228,0.1472
scn-743,CsSr6NbW,23.4521,1.0892
scn-744,Cr4PbW,29.2323,1.2774
scn-745,TaMo3O7,6.9538,0.1606
scn-746,Sr2Ca(TiGa3)3,27.3645,0.777
scn-747,CaSc7(TaH)2,19.3515,1.0118
scn-748,Ca2TaCuO6,5.5419,0.1539
scn-749,MgAl2ZnO6,3.6353,0.088
scn-750,Ba4Na2Ca2O11,3.5856,0.0697
scn-751,Na2ZrTiO6,4.3518,0.1275
scn-752,GeCNO,5.0646,0.1795
scn-753,Ca3Mg7Zr2,26.5089,0.945
scn-754,AlSbBr,6.9596,0.18
scn-755,Mg19Ti3(NbPb3)2,26.1722,0.7811
scn-756,Na2SnPo4Pb,21.9589,1.0535
scn-757,Nb4AlTl,41.9095,2.1376
scn-758,Mg4NbBi,19.218,0.8222
scn-759,C(SeO)4,3.7076,0.1615
scn-760,BaIO3,3.71,0.1169
scn-761,HfTi(Al3Pb)2,24.3632,1.5555
scn-762,SrMg9(TaBi)2,18.4301,0.6759
scn-763,Ti3(Al3Bi)4,21.3055,0.8854
scn-764,FrBiO3,5.2703,0.1421
scn-765,V4CO4,8.1294,0.3079
scn-766,Ba3(Mg5Ta)2,32.1459,1.6201
scn-767,NbReHO5,5.6397,0.1639
scn-768,BaCa2Ta2O7,4.7742,0.1044
scn-769,Ti2FeBiO6,7.4054,0.1329
scn-770,Na3Sc4Ta,33.2571,3.2362
scn-771,AlSnCl,6.0107,0.1269
scn-772,NaMg3Nb,36.9654,1.7844
scn-773,SrMg7(TaH)2,14.0329,0.7227
scn-774,Ba3SrMg9Ta2,32.3371,2.3948
scn-775,Sr2TaInAs6,16.8876,0.5924
scn-776,Al4TlBi,18.8372,0.8085
scn-777,Ca3N4(O6F)2,2.5871,0.0957
scn-778,Sc3TaH,22.9259,1.0098
scn-779,Ba9TiNbBi3,27.1127,1.6436
scn-780,KRb2TiAl5O,6.9463,0.414
scn-781,Ba(Mg3Nb)2,29.4608,0.8894
scn-782,Ca2Mg18Ti5Bi4,20.377,0.7316
scn-783,AlInPb4,26.3751,0.6759
scn-784,CaY2Ta2O9,5.0971,0.1006
scn-785,Ca2WO4,3.8747,0.0746
scn-786,CaNb2V2O7,5.743,0.1076
scn-787,NaMg3Nb,26.3157,1.1158
scn-788,AlClF3,2.2704,0.0919
scn-789,Ca2Nb2Sn7,23.6374,0.6274
scn-790,Sr3(Mg5Ta)2,32.7661,1.0251
scn-791,K2Ti2O7,3.5889,0.0869
scn-792,YMg8V2Bi,23.1117,0.7363
scn-793,CaMg8ZrV2,25.8397,1.0087
scn-794,Mg6Nb2Pb,29.7898,1.1133
scn-795,Sc20Ti7Sn3,44.2724,1.6413
scn-796,Sc3TaAg,30.7716,1.4018
scn-797,Sr3Zr2(AuO6)2,5.1002,0.14
scn-798,SeNO2,3.4074,0.1154
scn-799,SrMg3Zr,25.6693,0.6946
scn-800,NaCa3Ta,36.8573,1.5943
scn-801,Rb2Mg12TiW3,26.8946,3.8543
scn-802,Sc9Nb2Bi2Pb,18.9819,1.0611
scn-803,TaPWO6,4.5844,0.1302
scn-804,Ba2Mg4Zr,25.8055,0.9617
scn-805,Sr2TaCd6In,25.0906,0.8046
scn-806,Mg3PbS,15.398,0.9482
scn-807,Tl9CuTe6,21.0268,0.7173
scn-808,LiMg3Nb,29.2911,1.2235
scn-809,KMg6TaW,26.4456,2.8086
scn-810,K3Rb2F5,2.2009,0.0792
scn-811,LiMg3Nb,27.6143,0.9368
scn-812,Mg7(Tl2V)2,30.3862,1.5112
scn-813,TaGaBiO5,5.708,0.1231
scn-814,MgTa2Au2O7,5.5779,0.1213
scn-815,RbTiBrO5,3.3974,0.0993
scn-816,K2NaGaOF5,2.234,0.0662
scn-817,CaScBr,9.8655,0.3762
scn-818,NaTl2WF6,2.9479,0.0908
scn-819,Ba4Sr(IrO3)5,5.673,0.1297
scn-820,Ba3Mg9Ta2Cd,32.8772,1.1845
scn-821,Ca2Hf3O8,4.2455,0.0867
scn-822,Rb2TiNOF5,2.5207,0.0823
scn-823,TaNb2BiO6,6.9513,0.1062
scn-824,Sr2Ca6TaBi,22.7491,0.8759
scn-825,MgPbBr,6.6611,0.2055
scn-826,BaNa3Zr,34.5885,0.8702
scn-827,BaMg3Zr,28.315,1.3326
scn-828,ZrTi4(SbO3)5,5.6312,0.1185
scn-829,K2NbGa5O,11.9838,0.4656
scn-830,Ca6TaBi,21.2974,0.9521
scn-831,Ta3Al14Zn2Bi3,23.2776,1.1784
scn-832,RbMg6NbW,25.0563,0.9293
scn-833,TiNb3OF5,5.5752,0.1875
scn-834,KMg5TaTi,27.6089,1.1253
scn-835,CsSc3Sn,37.9237,2.7069
scn-836,Zr2Ti(PbCl3)3,5.4663,0.1515
scn-837,Nb2Zn(IO3)3,6.3976,0.2422
scn-838,SrBi2Cl2O9,3.8686,0.092
scn-839,Ba7Mg21(TiNb2)2,32.5373,0.8945
scn-840,Na4Cu7O16,6.0559,0.2132
scn-841,Zr2Pb2O7,6.4286,0.2411
scn-842,K3SrNb2O9,3.7048,0.074
scn-843,CsTaCuO6,5.0192,0.1209
scn-844,Mg7(TaMn)2,39.443,5.8295
scn-845,SrMg9(NbBi)2,19.3491,0.8392
scn-846,BaTa2Cu2O9,5.1063,0.0985
scn-847,LiNb3(SO3)4,4.8827,0.1351
scn-848,Na8Ta7GaO24,5.823,0.1436
scn-849,K5(NaTi)2,11.9557,0.4214
scn-850,RbNb(PoO3)3,3.6731,0.0639
scn-851,Y2Mg7Zr2,28.6052,2.5862
scn-852,Ba8Li4Ti3,30.1115,1.1984
scn-853,HfSnAs4,15.4592,0.4586
scn-854,Ba4LiMg3O12,4.9165,0.2026
scn-855,Nb3In2WO9,6.419,0.1584
scn-856,Mg3TiPb,23.2521,0.6134
scn-857,Na2Ca7MgV,24.3736,0.5144
scn-858,Mg7(NbCd)2,33.7824,4.0451
scn-859,BaNa3Zr,34.5885,0.8702
scn-860,KNb4Au5O18,6.8306,0.167
scn-861,IF,4.0874,0.1017
scn-862,Ca6Ta2BiF,11.4729,0.2735
scn-863,AlZnP2F7,3.4091,0.1253
scn-864,Zr2Tc2O7,6.7077,0.3996
scn-865,Cs2RbYMg6,17.4412,1.0552
scn-866,NaNbAl3,31.5921,1.4491
scn-867,SrTa2Bi2Pd9,14.5289,0.5476
scn-868,CsMg3Ta,22.1583,4.8518
scn-869,CsLiWO6,3.1301,0.0927
scn-870,Cs2TiAsOF5,2.8767,0.0791
scn-871,Na2MgAl7Fe,14.9249,0.4812
scn-872,Mg6Pb3S,14.0666,0.3792
scn-873,Ca2Mg7CoSi2,22.5245,0.7102
scn-874,YPbF4,2.8361,0.1032
scn-875,RbSrCd3,13.6618,0.7915
scn-876,KRb2HfMg5O,7.801,0.4318
scn-877,CaNbWO6,5.581,0.1494
scn-878,Ta4SeO11,5.3811,0.1338
scn-879,Li7AlNiF7,2.5086,0.095
scn-880,Mg4TaBi,22.8114,1.0165
scn-881,K2RbMg6Sc,19.3517,0.8845
scn-882,Ca2Ta2Mn7,29.6254,3.7014
scn-883,ZrNi3OF5,4.0806,0.1322
scn-884,Na4Ca12Ti5,29.3876,0.9678
scn-885,LiSc4Cl,10.5581,0.2347
scn-886,Ca2PoO4,3.6283,0.0736
scn-887,MgPbF,8.7613,0.233
scn-888,K2NaClOF5,2.0645,0.0738
scn-889,Ba2Sr7Ta2,43.5561,3.041
scn-890,Ta2Pb2Br7,5.79,0.1264
scn-891,Cs2HfAlOF5,2.5671,0.0695
scn-892,CsBaIn3,13.4439,0.4245
scn-893,Ba3Nb2ZnS9,6.8462,0.1233
scn-894,Rb2NaHfCd5O,8.0641,0.419
scn-895,CaScO,6.366,0.2109
scn-896,ZrV2O4,9.6377,0.4694
scn-897,Sr2Mg6CdW,27.6047,1.0569
scn-898,Ta2Fe6Pb,29.8728,1.1756
scn-899,Li2Nb5In3O15,5.713,0.1066
scn-900,Fr5Cs2NaHfO,8.1753,0.2899
scn-901,KRb2ZrOs5O,5.398,0.1306
scn-902,LiCaTa2In6F,14.5613,0.3727
scn-903,Cs2NaZrCuF5,2.8324,0.0872
scn-904,Cs2HfSeOF5,2.5821,0.0724
scn-905,NaZrNb2OF5,5.3497,0.1308
scn-906,K2NaMg5ZrO,9.7614,0.5253
scn-907,Cs2ZrPOF5,2.6427,0.0733
scn-908,CsSc3F6,3.6025,0.1012
scn-909,MgCrGe2F7,3.3279,0.1062
scn-910,TiNb2(WO4)3,6.5383,0.2443
scn-911,Ba3(Mg4Nb)2,32.933,1.0748
scn-912,Cs2Hf(PO4)3,3.5781,0.1057
scn-913,Ba3CaNb2Ga9,33.1107,0.9991
scn-914,Ba3SrMg9Nb2,32.1981,1.2615
scn-915,NaSrMg9,21.644,0.7113
scn-916,SrAsF3,2.9515,0.0949
scn-917,LiTa2ZnO6F,4.7286,0.1087
scn-918,Hf3ScF6,5.2334,0.178
scn-919,Sr2CaMg6W,27.7478,1.0505
scn-920,Hf(MoO2)2,6.7228,0.1703
scn-921,NaCaMg9,21.1424,0.6907
scn-922,RbNa2AlF7,1.9639,0.0741
scn-923,Sc12Pb7Br2,18.0011,0.5857
scn-924,Cs3Ca6Y,24.4899,0.8879
scn-925,Mg6TaMnNb,31.7176,1.1864
scn-926,Y(Zn4Cl)3,9.3965,0.3384
scn-927,ZnO2F,3.1636,0.098
scn-928,Al4TlBi,19.7847,0.9254
scn-929,MgRu2WO6,6.3854,0.1512
scn-930,Cs10RbBi3,10.4303,0.5881
scn-931,Ba6Na2Mg17(TaV)2,28.4445,0.968
scn-932,RbMg7Bi2,11.4069,0.4876
scn-933,V3GaPb,34.5668,1.3308
scn-934,Ta3Nb9In,61.9092,1.5454
scn-935,Sr2YMg6Ta,27.7822,0.8577
scn-936,Sr2TlInO6,5.2837,0.1598
scn-937,ScNbZn2O6,5.2442,0.102
scn-938,Mg(BiO)2,7.3184,0.209
scn-939,Mg7(NbPb)2,21.1745,1.5673
scn-940,BaMg4W,25.8999,1.457
scn-941,BrF2,3.0356,0.0976
scn-942,Nb3AgGe8,30.9402,3.8288
scn-943,Cs2PbIOF5,2.824,0.0722
scn-944,HfAl7TlCd,22.1286,0.7929
scn-945,GaPb2WO6,5.6558,0.1415
scn-946,NiGe(PbO3)2,5.7633,0.1021
scn-947,Rb4TaBi,7.9104,0.1352
scn-948,Nb2GePbS4,12.3772,0.4836
scn-949,ZnBiO,11.8675,0.4255
scn-950,SrMg3Zr,25.6599,1.0349
scn-951,Tl2GaPF6,3.028,0.0966
scn-952,Ba2YSc6Ta,38.2749,1.5728
scn-953,CsHf2InF6,3.7144,0.1416
scn-954,RbTl2Hg,15.7412,0.3962
scn-955,Ba3HfW4O15,4.7646,0.0894
scn-956,Sc2CrNiF7,3.775,0.1001
scn-957,Al4PbW,21.0907,0.9998
scn-958,Li2Mg8Ti3Zn,27.5591,0.6746
scn-959,Na2I6O13,3.6745,0.2002
scn-960,Ca2GaMoO6,4.6855,0.1101
scn-961,Ba2Zr,26.8428,1.3415
scn-962,K9(Ca2Ta)2,15.8499,0.9508
scn-963,CaClO3,2.6583,0.1107
scn-964,KNa(SnO3)2,3.6503,0.1155
scn-965,TaCuGeO5,5.469,0.1496
scn-966,Sr2CoBr2O7,4.3044,0.2938
scn-967,BaCa11(NbV)2,50.6136,2.2974
scn-968,Sr(Sb3O8)2,4.4832,0.1039
scn-969,NaMg4ScTi,34.8358,1.0318
scn-970,HfMg5Tl,22.279,0.9339
scn-971,SrTaIO2,4.9577,0.1024
scn-972,LiCa5TaGe,19.3654,0.9134
scn-973,CsRb2ReF6,2.3067,0.0811
scn-974,Ca4Sb3I,9.4282,0.2526
scn-975,Ta7GeBi4,40.021,2.0514
scn-976,Ca13(NbSb)3,25.7001,3.6317
scn-977,RbTaBi2O7,6.5336,0.1698
scn-978,ZrNb4(MoO5)3,7.1868,0.1296
scn-979,Sr4Cr2O9,3.9868,0.1117
scn-980,K4Mg12Zr5,29.0758,1.1553
scn-981,TiPo2,15.4379,0.5791
scn-982,Cs2LiSF6,2.1425,0.0772
scn-983,TaOsO5,6.0153,0.172
scn-984,MgTi3(NiO4)2,5.6561,0.1927
scn-985,Ba3Mg10TiW,30.0533,1.2082
scn-986,Ba5Ta2Al9Cl2,12.795,0.3638
scn-987,KNa4AsO13,2.4291,0.116
scn-988,Mg4TeSe,6.3917,0.1521
scn-989,Pb(IF4)2,3.1855,0.1004
scn-990,Ti2TeO6,5.6327,0.1414
scn-991,Li2Ti2Al5,36.0355,3.9822
scn-992,Ta(GaO2)3,4.8751,0.1007
scn-993,Li2CaMg7Ta2,25.6409,0.9266
scn-994,Mg3W,27.277,1.118
scn-995,Cs2Co(WO4)3,3.9397,0.1746
scn-996,ZrSn3Pb,29.9956,0.7736
scn-997,MgBiCl,7.3951,0.1636
scn-998,KSc8Nb3,42.1232,1.8223
scn-999,SrAlTl2F6,2.7979,0.1
scn-1000,Mg4TaIn,27.3392,0.844
scn-1001,ScSnBr,9.4265,0.2188
scn-1002,KNaNbFe5O,18.6618,1.6796
scn-1003,K3Mg12Ta3B2,22.3705,1.3556
scn-1004,NbRuO3,6.8274,0.1524
scn-1005,Y3SnF10,2.6748,0.0708
scn-1006,NbGa(CoO3)2,6.2802,0.2136
scn-1007,AlBiN3,7.107,0.4755
scn-1008,Ca5BrCl4,3.9968,0.1992
scn-1009,Sr2TlAs,11.5298,0.2917
scn-1010,TaRh3O7,18.2704,1.4644
scn-1011,Y3O7F,3.6158,0.0861
scn-1012,BaMn(AtO3)4,3.83,0.0863
scn-1013,Na2Bi2Se,18.3422,0.7504
scn-1014,Ba5Li2(Al5W)3,27.6971,0.6848
scn-1015,Ta2Zn6Sn,31.746,1.6021
scn-1016,Ba(O8F3)2,1.692,0.1674
scn-1017,Sr2Sc6TaGa,29.8469,1.237
scn-1018,Mg2TlAs,12.1442,0.4311
scn-1019,Zn2Bi2Se,22.0658,1.0305
scn-1020,Nb2SeO6,5.4385,0.1124
scn-1021,K2ScSbO6,3.3655,0.0748
scn-1022,KNa(Ca3Nb)2,36.7051,2.7359
scn-1023,Ti2TlCdO6F,5.5609,0.1262
scn-1024,YMg3Sc,30.2201,1.0593
scn-1025,NbAl2O4,4.7654,0.1208
scn-1026,CaSbI,7.3593,0.1615
scn-1027,Na6Nb2Ni,24.5425,3.7401
scn-1028,BaIr4O11,8.0899,0.505
scn-1029,YTa7Ge19,17.4446,0.7789
scn-1030,Na3TiZnWO9,3.7275,0.0984
scn-1031,NbPO3,5.2038,0.1197
scn-1032,Sr2ScTaAl6,24.8519,0.8003
scn-1033,Ti4I2O9,5.5719,0.1505
scn-1034,Ti2Fe2O5,5.7359,0.427
scn-1035,NaSnF,5.8547,0.1671
scn-1036,Na10TlBi3,14.042,0.8101
scn-1037,GaRu3Pb,31.8344,2.5223
scn-1038,TaTlF3,4.2306,0.1364
scn-1039,Mg6MnPb2,23.9157,0.5607
scn-1040,Ge4Pb3O13,4.5885,0.0801
scn-1041,Ca6Tl2Sn,26.1571,2.8946
scn-1042,Ta7SeO19,5.7211,0.1513
scn-1043,Cd2O5,4.2354,0.1215
scn-1044,SrHfMg3,29.8502,0.9433
scn-1045,KBa2NbO6,4.1547,0.0809
scn-1046,YTa3F9,4.377,0.1376
scn-1047,Ba3Mg15TiNb4,29.6486,1.2485
scn-1048,BiS2F7,2.8294,0.1049
scn-1049,CsSc3Pb,35.62,1.6178
scn-1050,Tl2CdSe,16.8362,0.5416
scn-1051,Ba3Ta2ZnAs9,16.7078,0.557
scn-1052,In3PbO7,5.0469,0.12
scn-1053,Li2Ta2AtO7,4.6766,0.1097
scn-1054,LiCa6NbW,24.9359,1.0546
scn-1055,Ca(TaAl3)2,21.2964,0.696
scn-1056,Sr4PPb3F3,6.1368,0.1653
scn-1057,SrTa6Bi6Mo2O27,5.0903,0.1024
scn-1058,Na2ZrAl3,19.9796,0.8943
scn-1059,Ca(Mg3Ta)2,27.8014,0.9558
scn-1060,Al5MoPb2,23.5958,0.8457
scn-1061,CsTiO4,3.5346,0.1206
scn-1062,CoOs2WO6,7.1254,0.1695
scn-1063,SnAuF4,3.9517,0.0971
scn-1064,Zn3CrF6,3.2187,0.109
scn-1065,Hf2ZrO3,5.5881,0.1417
scn-1066,Ca2Ta2O9,4.874,0.0952
scn-1067,SrAgBiCl2,7.4543,0.1246
scn-1068,Ti3Nb4O10,7.7298,0.1549
scn-1069,CaAlCdO5,3.5473,0.0812
scn-1070,MgZrSi2Ir7,11.2236,0.4544
scn-1071,TiNbMoO6,6.3352,0.2014
scn-1072,TiMo6(PO8)2,4.8935,0.1607
scn-1073,Li2Mg3Zr,25.6678,0.7262
scn-1074,SrLi2Re2O7,4.3559,0.1215
scn-1075,K2Ca4O9,3.2818,0.0902
scn-1076,Ca3Sc2Nb4O12,5.7503,0.1274
scn-1077,SrHfAs3,11.7529,0.3312
scn-1078,ScNbCr2O6,6.2329,0.1963
scn-1079,BaLiAt3,32.4741,0.7598
scn-1080,Ca2Mg6TaIn,24.5308,0.6675
scn-1081,NaTlBr3,3.8488,0.0885
scn-1082,SrLi2Ta2Al7,19.5386,0.6969
scn-1083,BaTa4As11,16.4721,0.6149
scn-1084,TiV2Zn10Cr,23.2639,0.3782
scn-1085,MoO,7.3715,0.206
scn-1086,Mg5TiNbTl,25.4611,0.9072
scn-1087,Zn2Bi2PbO9,5.562,0.1236
scn-1088,BaMg3Zr,25.6953,0.7042
scn-1089,K3Mg5TiO,12.4274,0.558
scn-1090,Ta2Zn(AsO3)3,5.0966,0.1122
scn-1091,Nb2Cu6Pb,25.7573,1.6454
scn-1092,CaInSn3,24.2069,1.1346
scn-1093,Tl8Sn,23.0531,0.5073
scn-1094,Ba3TiReWO9,4.9867,0.1244
scn-1095,SrMg2TaN,13.213,0.3431
scn-1096,TiGe2MoO7,5.0179,0.1225
